basename,mags_and_gtdb,gtdb,mag_only
SRR28855735,0.749360202,0.715486146,0.275576826
SRR28855736,0.787033473,0.745148115,0.432749636
SRR28855737,0.78625415,0.742368742,0.356058083
SRR28855739,0.799157135,0.779050578,0.332509122
SRR28855745,0.737879741,0.712492775,0.177353074
SRR28855749,0.826469309,0.797941365,0.385115805
SRR28855762,0.841367851,0.822224294,0.21552542
SRR28855766,0.686083789,0.658532397,0.30128025
SRR28855771,0.779885421,0.742684202,0.285481804
SRR28855772,0.846121954,0.817893013,0.475948134
SRR28855774,0.838324371,0.794857531,0.454802522
SRR28855775,0.849057539,0.825274811,0.495275306
SRR28855778,0.813657348,0.795704596,0.237885627
SRR28855779,0.846776424,0.792293676,0.444801445
SRR28855782,0.840551113,0.835753107,0.216761865
SRR28855786,0.826059956,0.79051795,0.420174762
SRR28855787,0.815146442,0.794826785,0.344851493
SRR28855803,0.82296081,0.795545127,0.371120373
SRR28855806,0.829823238,0.808613156,0.349901799
SRR28855807,0.842751568,0.824983022,0.472096832
SRR28855808,0.794459291,0.761957545,0.344582283
SRR28855810,0.784682837,0.771572025,0.148497277
SRR28855811,0.817041497,0.799993491,0.357825875
SRR28855814,0.838367566,0.813203115,0.365881326
SRR28855817,0.808451413,0.79043515,0.443540926
SRR28855820,0.833248531,0.817939812,0.2792735
SRR28855824,0.865915877,0.848526347,0.448910872
SRR28855830,0.785537674,0.750590531,0.398701753
SRR28855834,0.818339232,0.781073008,0.375414778
SRR28855841,0.761753231,0.743379612,0.277042785
SRR28855849,0.856175963,0.827483524,0.569714262
SRR28855857,0.829540786,0.817964926,0.500789263
SRR28855862,0.816792603,0.791139062,0.453775754
SRR28855864,0.787723849,0.761751695,0.265811998
SRR28855867,0.737662529,0.689384782,0.308134585
SRR28855871,0.775999867,0.752812256,0.294144526
SRR28855872,0.810898582,0.761013965,0.439576626
SRR28855873,0.762729521,0.727748409,0.3337125
SRR28855874,0.776309862,0.724455913,0.387430984
SRR28855877,0.78649635,0.747553968,0.372418077
SRR28855879,0.824934521,0.788586957,0.412388685
SRR28855880,0.817169346,0.786637369,0.342132723
SRR28855881,0.859937666,0.836510259,0.357479196
SRR28855887,0.821396323,0.786900478,0.31679644
SRR28855893,0.856716236,0.836651157,0.542109905
SRR28855894,0.870666421,0.841886203,0.49114691
SRR28855895,0.789391638,0.753038411,0.449741508
SRR28855898,0.847328287,0.833285094,0.378809974
SRR28855899,0.783244749,0.742904691,0.352720729
SRR28855909,0.771191748,0.747393627,0.396389759
SRR28855913,0.767337962,0.73814888,0.349939461
SRR28855915,0.768054793,0.748413249,0.316951574
SRR28855916,0.775341495,0.743911082,0.35875
SRR28855917,0.799916068,0.772279305,0.312587148
SRR28855924,0.863445579,0.792814203,0.53176687
SRR28855928,0.780080074,0.747895188,0.361899361
SRR28855929,0.790784225,0.768035301,0.323054616
SRR28855932,0.776787696,0.732370564,0.347160342
SRR28855936,0.812004825,0.807505393,0.132090109
SRR28855943,0.829595178,0.816917174,0.44927302
SRR28855951,0.787433851,0.746234218,0.321794658
SRR28855955,0.827012306,0.679058654,0.577756083
SRR28855960,0.761008301,0.745765423,0.224572544
SRR28855965,0.728136083,0.726597781,0.054473688
SRR28855968,0.810523207,0.790666178,0.31573695
SRR28855974,0.835639406,0.798719664,0.447863566
SRR28855975,0.829961484,0.751199266,0.526411658
SRR28855983,0.785111788,0.775571605,0.128420229
SRR28855984,0.705362344,0.693580333,0.13717523
SRR28855990,0.814385393,0.745780062,0.350735356
SRR28855996,0.781777377,0.728608623,0.357637729
SRR28856002,0.906828476,0.85371811,0.627015799
SRR28856003,0.783048106,0.763507997,0.256576361
SRR28856007,0.807096226,0.765074431,0.38150625
SRR28856008,0.812478751,0.753538866,0.38602998
SRR28856009,0.781603034,0.71221235,0.443912745
SRR28856011,0.817867073,0.786586059,0.344295704
SRR28856013,0.811103115,0.788188197,0.187382552
SRR28856018,0.726683846,0.703050506,0.252842857
SRR28856019,0.881506146,0.870565556,0.183198558
SRR28856022,0.828387429,0.773688332,0.488890707
SRR28856026,0.754947088,0.731071169,0.280614217
SRR28856027,0.876330664,0.863667871,0.509137837
SRR28856028,0.839635012,0.808371456,0.283950191
SRR28856030,0.78667427,0.757843873,0.300033014
SRR28856031,0.760745648,0.742590956,0.253379173
SRR28856036,0.833949856,0.791298606,0.429403085
SRR28856040,0.762998976,0.743510361,0.239221012
SRR28856044,0.786959583,0.761412303,0.341933067
SRR28856050,0.836996879,0.820800151,0.343440594
SRR28856053,0.84879013,0.809696496,0.548275257
SRR28856056,0.744447741,0.714940312,0.409155235
SRR28856057,0.82887721,0.81553345,0.453578479
SRR28856060,0.781381628,0.760631445,0.284707652
SRR28856062,0.755740143,0.731843738,0.207240016
SRR28856064,0.804045711,0.782166992,0.332294964
SRR28856066,0.818718143,0.79455546,0.31415898
SRR28856068,0.785720867,0.677840696,0.430464703
SRR28856069,0.780815428,0.762054455,0.393339464
SRR28856072,0.853144855,0.841177262,0.443193151
SRR28856076,0.801941864,0.77275416,0.355343112
SRR28856077,0.819988084,0.732120794,0.446837467
SRR28856079,0.784749358,0.75209841,0.301988287
SRR28856085,0.836407687,0.826400223,0.48039625
SRR28856089,0.78031816,0.739819977,0.361633519
SRR28856094,0.8365417,0.814682983,0.308511692
SRR28856096,0.797423575,0.779704534,0.40206025
SRR28856101,0.772012771,0.734892121,0.36991647
SRR28856102,0.862617384,0.824229492,0.392037237
SRR28856111,0.802416788,0.791723584,0.10474395
SRR28856112,0.848480682,0.83422705,0.225984234
SRR28856114,0.866962087,0.855926164,0.202795673
SRR28856120,0.735930852,0.735550108,0.031762042
SRR28856125,0.75271572,0.728537269,0.174605452
SRR28856127,0.767500962,0.744768655,0.146868188
SRR28856132,0.815995537,0.764818909,0.464274154
SRR28856138,0.796297183,0.728600573,0.341294166
SRR28856146,0.800739246,0.744827008,0.390013768
SRR28856147,0.755912298,0.717338976,0.310268587
SRR28856154,0.84144443,0.828446259,0.223716558
SRR28856155,0.766343008,0.75581979,0.171149419
SRR28856161,0.774117051,0.742920293,0.312635263
SRR28856167,0.767196877,0.745765944,0.229509968
SRR28856171,0.839440685,0.791166051,0.475989204
SRR28856176,0.753906979,0.739786887,0.172038185
SRR28856186,0.816630413,0.73209737,0.532198975
SRR28856187,0.826145635,0.807228084,0.462793694
SRR28856199,0.768629805,0.708581078,0.469678089
SRR28856216,0.817875048,0.79180968,0.372551099
SRR28856220,0.798489195,0.772870939,0.340801673
SRR28856229,0.762115628,0.739172214,0.299017277
SRR28856230,0.777385654,0.758081904,0.338088769
SRR28856234,0.797946614,0.757118861,0.397719222
SRR28856244,0.852340448,0.815743881,0.500114805
SRR28856246,0.818024906,0.799719899,0.461796434
SRR28856247,0.776084652,0.736472613,0.249411274
SRR28856249,0.748354323,0.72517202,0.347001764
SRR28856252,0.805468848,0.782120796,0.271345464
SRR28856253,0.787721601,0.769830255,0.289765698
SRR28856254,0.865378807,0.84900425,0.383513048
SRR28856258,0.860041641,0.849039752,0.524080142
SRR28856259,0.83915554,0.830088591,0.487589949
SRR28856260,0.712589131,0.711870094,0.044532327
SRR28856269,0.66778778,0.663000386,0.071488887
SRR28856272,0.838387233,0.766447302,0.459650585
SRR28856281,0.821869062,0.815631381,0.200786054
SRR28856282,0.788220994,0.778873074,0.096655295
SRR28856284,0.864398404,0.835310934,0.404913094
SRR28856287,0.810887956,0.789528478,0.232037838
SRR28856292,0.716034596,0.687418986,0.202174028
SRR28856297,0.794747775,0.73440384,0.365645502
SRR28856307,0.812445926,0.78044048,0.418424602
SRR28856311,0.804413808,0.778635119,0.360099014
SRR28856313,0.808891091,0.737721827,0.354616701
SRR28856314,0.734505975,0.663172151,0.358770287
SRR28856321,0.777993697,0.765766877,0.235145573
SRR28856327,0.84683109,0.815223871,0.389780878
SRR28856328,0.752994035,0.732199796,0.27032511
SRR28856331,0.822791641,0.795548744,0.427114814
SRR28856340,0.84409398,0.826634282,0.360961595
SRR3160441,0.67978208,0.645624715,0.28384331
SRR32664153,0.697692093,0.671118154,0.251806858
SRR32664155,0.706547364,0.680353353,0.282306895
SRR32664160,0.720968426,0.687504478,0.404444224
SRR32664166,0.695458743,0.664268737,0.312366525
SRR32664167,0.73732621,0.710379346,0.261905324
SRR32664168,0.72016434,0.692046002,0.303212474
SRR3496379,0.778679206,0.754188547,0.301175809
SRR5091453,0.741304717,0.727863081,0.355505599
SRR5091469,0.729063516,0.710016937,0.270526341
SRR5091473,0.761192581,0.738714686,0.35835454
SRR5091477,0.775817993,0.752813431,0.388645084
SRR5091483,0.741591571,0.723598285,0.296182425
SRR5091490,0.685143358,0.6739693,0.300062124
SRR5091525,0.674070741,0.656070787,0.253019826
SRR5091527,0.754521923,0.739710654,0.421646012
SRR5091530,0.678644138,0.664097892,0.310498629
SRR5091535,0.68135089,0.66929227,0.310437619
SRR5091557,0.719145372,0.699829777,0.241497288
SRR5091565,0.721214814,0.713962986,0.347693954
SRR5091573,0.762677333,0.67609589,0.547648769
SRR5091574,0.69971687,0.685957951,0.288087069
SRR5091576,0.70567062,0.670683138,0.320247734
SRR5091577,0.70620236,0.677265831,0.440588245
SRR5091595,0.664824676,0.636662762,0.269162377
SRR5091596,0.676640182,0.65681012,0.255701209
SRR5091599,0.722454348,0.704575251,0.277655929
SRR5091600,0.686783444,0.667654237,0.300098383
SRR5091603,0.717705701,0.680476257,0.379582859
SRR5091611,0.691263507,0.684217514,0.21440542
SRR5091615,0.724875776,0.710245503,0.27590029
SRR5127392,0.715943754,0.701088663,0.269325539
SRR5127394,0.691727795,0.670667519,0.249138867
SRR5127401,0.703771268,0.684260527,0.244331475
SRR5127403,0.633557953,0.605181109,0.260276728
SRR5127409,0.656510987,0.640026977,0.229820716
SRR5127414,0.673336201,0.652979589,0.242034879
SRR5127415,0.723400732,0.679252335,0.319749454
SRR5127417,0.711109037,0.695232317,0.263573917
SRR5127422,0.709458981,0.687241724,0.246896265
SRR5127424,0.708478665,0.680087802,0.28496032
SRR5127427,0.682802939,0.66585689,0.254373869
SRR5127428,0.702927287,0.67514688,0.282083595
SRR5127431,0.702870877,0.676565605,0.264151781
SRR5127435,0.661396252,0.642987696,0.234725854
SRR5127437,0.623269213,0.602820028,0.21867464
SRR5127444,0.723862563,0.702244894,0.231671088
SRR5127447,0.664621632,0.642865396,0.244034092
SRR5127458,0.706092389,0.683113685,0.261835925
SRR5127459,0.715733588,0.697438843,0.243672262
SRR5127470,0.655103617,0.636375408,0.23725115
SRR5127472,0.713055534,0.685150017,0.28782338
SRR5127473,0.714874374,0.693011855,0.244388564
SRR5127476,0.641916326,0.612130882,0.262111909
SRR5127483,0.674280777,0.651661199,0.21652289
SRR5127498,0.709138316,0.688409332,0.160009974
SRR5127505,0.702879825,0.683219258,0.235321507
SRR5127506,0.724178732,0.703810157,0.228350455
SRR5127519,0.704426407,0.682215348,0.275180059
SRR5127527,0.671719518,0.651454613,0.244234765
SRR5127529,0.644555608,0.620066069,0.245084159
SRR5127535,0.726396303,0.696063628,0.307381494
SRR5127537,0.654001823,0.63508113,0.216988149
SRR5127541,0.669143132,0.629202186,0.257975754
SRR5127543,0.706053175,0.681360864,0.260242493
SRR5127544,0.652884461,0.629441018,0.210982295
SRR5127546,0.697174736,0.670983814,0.246815198
SRR5127552,0.698211916,0.677366253,0.236599422
SRR5127554,0.675251234,0.65415517,0.228993798
SRR5127555,0.713405526,0.696009698,0.228484296
SRR5127559,0.695194935,0.668886645,0.255382156
SRR5127562,0.663485088,0.649994881,0.175967271
SRR5127564,0.689194168,0.651375598,0.28212414
SRR5127569,0.644270036,0.616985707,0.228694487
SRR5127572,0.727383847,0.708302775,0.251431402
SRR5127573,0.675495087,0.656546326,0.253472596
SRR5127575,0.680140655,0.657903097,0.235922603
SRR5127576,0.718060477,0.698883709,0.278428134
SRR5127579,0.664638837,0.640973559,0.243460249
SRR5127581,0.652694446,0.630292213,0.219811904
SRR5127585,0.695765645,0.663717226,0.283620834
SRR5127589,0.697532939,0.652282568,0.299161985
SRR5127591,0.677547666,0.65431376,0.285106729
SRR5127592,0.683412783,0.648501951,0.269569807
SRR5127598,0.675182209,0.653171189,0.257016925
SRR5127599,0.7276027,0.705266703,0.263079182
SRR5127602,0.719260758,0.688334028,0.283221237
SRR5127605,0.666936716,0.644687892,0.217756335
SRR5127612,0.676505106,0.660418665,0.25894036
SRR5127616,0.655176471,0.638283422,0.211411765
SRR5127621,0.695513961,0.667783574,0.283330265
SRR5127622,0.6602575,0.636015977,0.230623778
SRR5127623,0.73710993,0.717843184,0.269173205
SRR5127625,0.622921296,0.603265895,0.206386553
SRR5127627,0.697137172,0.68302256,0.272911644
SRR5127631,0.691943108,0.674512838,0.257430011
SRR5127637,0.724407732,0.702024934,0.229810957
SRR5127640,0.721027938,0.699341379,0.251163637
SRR5127658,0.70679658,0.683104994,0.252629647
SRR5127667,0.701060541,0.678426169,0.251179509
SRR5127681,0.64059929,0.611510365,0.250553058
SRR5127682,0.705447629,0.680745625,0.238387015
SRR5127685,0.698074862,0.671581126,0.290248679
SRR5127695,0.71508336,0.702493743,0.26785518
SRR5127699,0.640276792,0.608623777,0.220638571
SRR5127703,0.722006525,0.701144659,0.282487508
SRR5127704,0.717651177,0.692107318,0.272838027
SRR5127707,0.660373099,0.636379332,0.254634958
SRR5127712,0.706708414,0.674721849,0.266423138
SRR5127714,0.653533426,0.630811683,0.223849828
SRR5127717,0.707065704,0.690057268,0.224516409
SRR5127720,0.721589279,0.693401817,0.28407744
SRR5127732,0.701680808,0.68442381,0.289931328
SRR5127735,0.725079079,0.707393934,0.281152264
SRR5127737,0.683673263,0.654797257,0.27933157
SRR5127738,0.660474145,0.641312463,0.206672113
SRR5127743,0.724739749,0.702556311,0.260735478
SRR5127747,0.648927984,0.632196064,0.222589448
SRR5127751,0.70066317,0.679383446,0.237212464
SRR5127753,0.715649847,0.697587844,0.267928544
SRR5127754,0.669149791,0.642554737,0.214690374
SRR5127756,0.671205094,0.655349258,0.211932085
SRR5127763,0.710356093,0.698080924,0.19643251
SRR5127765,0.647077778,0.623744235,0.231951728
SRR5127767,0.671234047,0.65445579,0.215907912
SRR5127768,0.719811999,0.703335869,0.253259272
SRR5127769,0.735463785,0.713789946,0.243274425
SRR5127777,0.727230331,0.706992333,0.254038375
SRR5127785,0.704197357,0.684773461,0.241582444
SRR5127790,0.670290217,0.654253315,0.203267346
SRR5127802,0.703905215,0.681052777,0.266374854
SRR5127806,0.729640657,0.702364527,0.264047235
SRR5127814,0.723838187,0.700276862,0.283088977
SRR5127817,0.686247608,0.660444569,0.255063289
SRR5127818,0.711639706,0.685216451,0.268453445
SRR5127819,0.724630275,0.704851873,0.310622066
SRR5127821,0.713005896,0.678216164,0.304419236
SRR5127834,0.665537784,0.632701567,0.252361474
SRR5127836,0.721090535,0.703617067,0.251082954
SRR5127838,0.672076268,0.654123007,0.244815658
SRR5127842,0.718549494,0.702002746,0.23577778
SRR5127848,0.713835977,0.691952153,0.272545586
SRR5127856,0.734591718,0.705387705,0.317257276
SRR5127861,0.669078178,0.637057744,0.28180531
SRR5813176,0.702544186,0.666283586,0.288380756
SRR5813178,0.695118402,0.664770472,0.261810425
SRR5813185,0.732427186,0.717150489,0.235170494
SRR5813187,0.753228439,0.731275517,0.309846912
SRR5813193,0.687467472,0.639739017,0.331953947
SRR5813194,0.70196572,0.667889248,0.292256982
SRR5813197,0.688940062,0.66287178,0.249362847
SRR5813198,0.706655331,0.676451286,0.303979476
SRR5813199,0.691448623,0.659040112,0.267239838
SRR5813200,0.689821275,0.659409746,0.241022789
SRR5813204,0.726455864,0.706368611,0.228164615
SRR5813211,0.682761584,0.670890343,0.182959878
SRR5813212,0.709070758,0.69803086,0.203976082
SRR5813213,0.650793361,0.645708017,0.133088687
SRR5813219,0.710251569,0.674281747,0.335752208
SRR5813220,0.72708874,0.689218791,0.376366104
SRR5813223,0.671237135,0.659647322,0.187114536
SRR5813224,0.676638156,0.634496714,0.305494963
SRR5813231,0.693973595,0.661911555,0.318515566
SRR5813235,0.687889361,0.629576695,0.36228509
SRR5813241,0.695870642,0.672718535,0.253118397
SRR5813242,0.711650618,0.691924894,0.244741365
SRR5813246,0.696333121,0.679989244,0.228788048
SRR5813249,0.749145456,0.733189489,0.271691054
SRR5813250,0.721058758,0.692964857,0.286300524
SRR5813252,0.734352136,0.714284871,0.287998584
SRR5813256,0.775770692,0.758021829,0.305261677
SRR5813264,0.694072985,0.667854955,0.262206017
SRR5813265,0.688815928,0.668282707,0.191289626
SRR5813270,0.68344998,0.648302483,0.286544188
SRR5813271,0.694121136,0.670856388,0.234541276
SRR5813291,0.66712243,0.642539993,0.225538101
SRR5813292,0.676795442,0.650913339,0.252430156
SRR5813293,0.7239977,0.701585606,0.271401577
SRR5813298,0.701594226,0.68428035,0.211798919
SRR5813299,0.717036018,0.697026679,0.232123476
SRR5813301,0.683545248,0.665771251,0.236591153
SRR5813304,0.726651786,0.70501116,0.256582812
SRR5813305,0.701313051,0.682786443,0.220066638
SRR5813307,0.723096794,0.704036874,0.20949521
SRR5813313,0.724381388,0.703933566,0.242522862
SRR5813316,0.717075087,0.695964427,0.243508998
SRR5813318,0.696831397,0.674607905,0.253635198
SRR5813327,0.681083566,0.640893848,0.335360057
SRR5813329,0.688602806,0.646266965,0.331223215
SRR5813330,0.683595514,0.628255306,0.368489387
SRR5813333,0.678605147,0.629549261,0.348949292
SRR5813334,0.685748121,0.62925985,0.372170348
SRR5813335,0.667781944,0.628258926,0.261260366
SRR5813349,0.636130452,0.626583072,0.146167342
SRR5813350,0.664518724,0.652177543,0.181808522
SRR5813352,0.608978366,0.602587397,0.087322238
SRR5813356,0.683183894,0.650567273,0.274849388
SRR5813357,0.685528953,0.642782697,0.340803907
SRR5813358,0.708328283,0.66842283,0.334759043
SRR5813359,0.709890587,0.68221167,0.330948088
SRR5813360,0.716402833,0.695085693,0.368601701
SRR5813361,0.702766994,0.655581564,0.342458324
SRR5813362,0.657021235,0.643693986,0.146032507
SRR5813363,0.669821758,0.618259184,0.363046664
SRR5813364,0.693217965,0.640618384,0.340806201
SRR5813365,0.662214405,0.613558791,0.341904082
SRR5813367,0.635138965,0.601585555,0.277597159
SRR5813369,0.662319665,0.633776307,0.250829929
SRR5813371,0.731813699,0.68620274,0.353589041
SRR5813375,0.709333989,0.677186945,0.263809992
SRR5813379,0.699594255,0.68141821,0.191378336
SRR5813381,0.735569266,0.717555009,0.237891275
SRR5813385,0.69375107,0.672013665,0.259633575
SRR5813386,0.677247334,0.651769088,0.236812257
SRR5813389,0.681347523,0.656908333,0.241757987
SRR5813391,0.714169332,0.697189367,0.234272223
SRR5813399,0.532622538,0.526759357,0.101210798
SRR5813405,0.672222909,0.659310515,0.201297418
SRR5813410,0.704097937,0.684820967,0.210793724
SRR5813415,0.71218409,0.694970124,0.195656042
SRR5813421,0.730641004,0.713725249,0.199663972
SRR5813423,0.69102644,0.673542042,0.224163985
SRR5813425,0.713037802,0.693211085,0.235410361
SRR5813426,0.737640618,0.718206085,0.24065726
SRR5813432,0.712424869,0.692527996,0.230943154
SRR5813441,0.718115197,0.699724164,0.29115337
SRR5813442,0.694917372,0.664391262,0.257455295
SRR5813444,0.721588463,0.707742986,0.311656591
SRR5813445,0.725433732,0.706854836,0.323909025
SRR5813456,0.675422722,0.631916644,0.303518874
SRR5813457,0.658986407,0.627631297,0.259596125
SRR5813459,0.640386541,0.625046701,0.164214155
SRR5813465,0.704239125,0.681774976,0.25308241
SRR5813467,0.710630572,0.68948672,0.23679991
SRR5813474,0.698674446,0.678997144,0.265484924
SRR5813478,0.631728084,0.610141652,0.177765813
SRR5813483,0.66876076,0.640518342,0.217481607
SRR5813484,0.731351463,0.686882374,0.314041099
SRR5813486,0.746306116,0.730811068,0.349128651
SRR5813488,0.746425002,0.709291151,0.37910356
SRR5813489,0.732620489,0.68635899,0.365468983
SRR5813490,0.659387132,0.625352818,0.274764708
SRR5813493,0.673823991,0.624882399,0.28499608
SRR5813494,0.695278194,0.660477279,0.288044998
SRR5813502,0.657893647,0.645720499,0.174887382
SRR5813504,0.677912503,0.667144222,0.16755189
SRR5813506,0.657174781,0.648371555,0.139217085
SRR5813508,0.655756536,0.646582224,0.162758522
SRR5813509,0.675802044,0.663749021,0.183410747
SRR5813517,0.697331871,0.645540936,0.337472588
SRR5813519,0.70295336,0.679963179,0.313010126
SRR5813522,0.672562799,0.633051004,0.297241896
SRR5813523,0.721412744,0.693267383,0.273170588
SRR5813529,0.710200052,0.680500711,0.276755901
SRR5813533,0.685738218,0.659109671,0.277909292
SRR5813537,0.737494449,0.723152142,0.325748882
SRR5813543,0.674623116,0.63690072,0.260449205
SRR5813551,0.688956247,0.657731506,0.229862941
SRR5813552,0.695896765,0.665542108,0.327980433
SRR5813554,0.703300364,0.686326094,0.208925597
SRR5813556,0.730377138,0.710873773,0.245292629
SRR5925339,0.764559582,0.731732252,0.390191045
SRR5925340,0.757231014,0.720653285,0.338736946
SRR5925342,0.756873773,0.704174067,0.425067422
SRR6179070,0.556708052,0.539561234,0.204331405
SRR6179073,0.724155721,0.699411521,0.25287538
SRR6179079,0.713105137,0.687161203,0.300184988
SRR6303061,0.384866135,0.363622252,0.182117884
SRR6303066,0.367773414,0.349760648,0.179782435
SRR6784513,0.805341353,0.776920313,0.417001962
SRR6784516,0.838544604,0.8137981,0.410258416
SRR6784534,0.635658413,0.607604677,0.24820907
SRR6784540,0.730713299,0.716298767,0.253157332
SRR6784545,0.779562129,0.757464374,0.347331009
SRR6784553,0.77732383,0.742625019,0.323086132
SRR6784556,0.808759056,0.787071903,0.361319208
SRR6784558,0.800604059,0.783608727,0.372112589
SRR6784560,0.814428705,0.746829592,0.404724636
SRR6784566,0.789314023,0.758803629,0.395527239
SRR6784583,0.788150744,0.762791005,0.354614361
SRR6784585,0.810390807,0.777511983,0.380423323
SRR6784587,0.576385355,0.55416261,0.213108919
SRR6953310,0.746788258,0.733586279,0.204885842
SRR6953349,0.746967449,0.720610458,0.433828435
SRR6953390,0.790710383,0.778614009,0.167213115
SRR6953391,0.734983952,0.723979826,0.175149014
SRR6953392,0.779710663,0.763136274,0.190569745
SRR6953396,0.749852885,0.734604068,0.207880261
SRR6953475,0.805958677,0.778157292,0.372844933
SRR6953511,0.713413569,0.687854012,0.26496935
SRR6953657,0.783323495,0.766773792,0.212828753
SRR6953731,0.805127834,0.779054103,0.365857898
SRR6953734,0.788701709,0.77165608,0.302602105
SRR8508120,0.593632593,0.580928182,0.200642821
SRR8508124,0.374055663,0.358145011,0.180691369
SRR8508125,0.504107609,0.492507581,0.145881814
SRR8508127,0.628353979,0.614686657,0.216505919
SRR8508133,0.488239162,0.469522991,0.19421822
SRR8508139,0.555685018,0.5402709,0.188513448
SRR8508151,0.426435118,0.41640974,0.088424673
SRR8508152,0.421974522,0.412296302,0.155947556
SRR8849244,0.732923163,0.698317699,0.340206186
SRR8849248,0.74307632,0.717139167,0.298717549
SRR8849249,0.685546278,0.665105386,0.278467462
SRR8849251,0.719257552,0.674401328,0.32304769
SRR8849252,0.71494251,0.692028798,0.264608087
SRR8849256,0.732513183,0.706653793,0.26941782
SRR8849261,0.734198513,0.704222708,0.315340621
SRR8849262,0.739174883,0.711030542,0.300148081
SRR8849263,0.722008023,0.706827385,0.196360171
SRR8849275,0.729823705,0.707394964,0.259073799
SRR8849278,0.712807409,0.6893852,0.276417165
SRR8849279,0.754087749,0.726497955,0.293572067
SRR8849286,0.706855275,0.682185106,0.310961623
SRR9108943,0.691829135,0.653771274,0.341163211
SRR9108950,0.75385944,0.724621581,0.388443538
SRR9108952,0.731620472,0.689024369,0.432293321
SRR9108955,0.721211815,0.711256648,0.284414942
SRR9108956,0.690614966,0.636334513,0.365159242
SRR9108958,0.747233976,0.692773516,0.352853344
SRR9108960,0.772915239,0.749654427,0.415724812
SRR9108963,0.716410139,0.677816162,0.367690352
SRR9108965,0.747265414,0.715967668,0.406533273
SRR9108966,0.754213747,0.737309292,0.392406956
SRR9108968,0.758095536,0.731137909,0.432627387
SRR9333173,0.715012088,0.6903684,0.294351833
SRR9333181,0.644510629,0.535277173,0.563895478
SRR9333187,0.75930232,0.742341874,0.402055304
SRR9333188,0.817218432,0.760513001,0.541797401
SRR9333189,0.682770225,0.602455543,0.425120291
SRR9333204,0.683781669,0.658700023,0.311286786
SRR9333213,0.723882428,0.69032995,0.355693648
SRR9333214,0.792078981,0.734012434,0.447331783
SRR9333234,0.786910165,0.7,0.487923291
SRR9333235,0.631508341,0.610202535,0.224231716
SRR9333245,0.641478789,0.583260332,0.349714859
SRR9333261,0.733473238,0.723648386,0.280569021
SRR9333263,0.769077556,0.743914814,0.279030997
SRR9333267,0.787077668,0.757133979,0.411556932
SRR9333268,0.7797987,0.77048051,0.391524195
SRR9333276,0.716594908,0.636753574,0.447365864
SRR9333281,0.708550864,0.674915324,0.344830355
SRR9333293,0.76617317,0.6971175,0.502942525
SRR9333294,0.715722073,0.686110733,0.360137292
