metag_count,acc,organism
14,SRR8960415,pig gut metagenome
14,SRR14369180,pig gut metagenome
14,SRR8960609,pig gut metagenome
14,SRR8960430,pig gut metagenome
14,SRR8960538,pig gut metagenome
14,SRR8960916,pig gut metagenome
14,SRR14812375,pig gut metagenome
14,SRR11184005,pig gut metagenome
14,SRR11183525,pig gut metagenome
14,SRR8960917,pig gut metagenome
14,SRR14369155,pig gut metagenome
14,SRR20632266,pig gut metagenome
14,ERR1135316,pig gut metagenome
14,SRR17241682,pig gut metagenome
14,SRR8960089,pig gut metagenome
14,ERR1135372,pig gut metagenome
14,SRR8960920,pig gut metagenome
14,SRR10209683,pig gut metagenome
14,SRR5240745,pig gut metagenome
14,SRR10209664,pig gut metagenome
14,SRR8960328,pig gut metagenome
14,SRR11183513,pig gut metagenome
14,SRR17241590,pig gut metagenome
14,ERR1135243,pig gut metagenome
14,SRR14369289,pig gut metagenome
14,SRR11124951,pig gut metagenome
14,SRR8960624,pig gut metagenome
14,SRR8960872,pig gut metagenome
14,SRR5240747,pig gut metagenome
14,SRR8960605,pig gut metagenome
14,SRR17241638,pig gut metagenome
14,SRR26064531,pig gut metagenome
14,SRR25936280,pig gut metagenome
14,SRR8960803,pig gut metagenome
14,SRR17241657,pig gut metagenome
14,SRR11124802,pig gut metagenome
14,SRR11126143,pig gut metagenome
14,SRR11125035,pig gut metagenome
14,SRR27108405,pig gut metagenome
14,SRR26064557,pig gut metagenome
14,ERR12731755,pig gut metagenome
14,SRR8960520,pig gut metagenome
14,SRR11125776,pig gut metagenome
14,SRR8960890,pig gut metagenome
14,SRR14812372,pig gut metagenome
14,ERR1135335,pig gut metagenome
14,SRR8960487,pig gut metagenome
14,SRR22328046,pig gut metagenome
14,SRR11183709,pig gut metagenome
14,SRR11125864,pig gut metagenome
14,SRR8960968,pig gut metagenome
14,SRR25936336,pig gut metagenome
14,SRR17241552,pig gut metagenome
14,SRR14812373,pig gut metagenome
14,SRR17241636,pig gut metagenome
14,SRR11125811,pig gut metagenome
14,ERR1135246,pig gut metagenome
14,SRR8960525,pig gut metagenome
14,SRR17241538,pig gut metagenome
14,SRR11183821,pig gut metagenome
14,SRR8960681,pig gut metagenome
14,SRR17241665,pig gut metagenome
14,SRR11125785,pig gut metagenome
14,SRR20632242,pig gut metagenome
14,SRR14812339,pig gut metagenome
14,SRR11124878,pig gut metagenome
14,SRR27108395,pig gut metagenome
14,ERR1135373,pig gut metagenome
14,SRR16235698,pig gut metagenome
14,SRR17241561,pig gut metagenome
14,SRR17241565,pig gut metagenome
14,SRR25936200,pig gut metagenome
14,SRR22328048,pig gut metagenome
14,SRR17241646,pig gut metagenome
14,SRR17241608,pig gut metagenome
14,SRR8960798,pig gut metagenome
14,SRR17241639,pig gut metagenome
14,ERR8314761,pig gut metagenome
14,SRR8960147,pig gut metagenome
14,SRR25936202,pig gut metagenome
14,SRR8960603,pig gut metagenome
14,SRR8960570,pig gut metagenome
14,SRR17241541,pig gut metagenome
14,SRR14369215,pig gut metagenome
14,SRR17241610,pig gut metagenome
14,SRR26064549,pig gut metagenome
14,SRR14812376,pig gut metagenome
14,SRR14369272,pig gut metagenome
14,SRR8960543,pig gut metagenome
14,SRR8960381,pig gut metagenome
14,ERR1135215,pig gut metagenome
14,SRR22328041,pig gut metagenome
14,SRR8960562,pig gut metagenome
14,ERR8314728,pig gut metagenome
14,SRR8960811,pig gut metagenome
14,SRR8960261,pig gut metagenome
14,SRR17241601,pig gut metagenome
14,SRR8960686,pig gut metagenome
14,SRR11805643,pig gut metagenome
14,SRR26064543,pig gut metagenome
14,SRR11183434,pig gut metagenome
14,SRR17241626,pig gut metagenome
14,SRR11185253,pig gut metagenome
14,SRR14369156,pig gut metagenome
14,SRR27108398,pig gut metagenome
14,SRR14369202,pig gut metagenome
14,SRR8960162,pig gut metagenome
14,SRR17241635,pig gut metagenome
14,ERR12087261,pig gut metagenome
14,SRR8960576,pig gut metagenome
14,SRR17241539,pig gut metagenome
14,SRR17241489,pig gut metagenome
14,SRR11183543,pig gut metagenome
14,SRR14369266,pig gut metagenome
14,SRR25936279,pig gut metagenome
14,SRR8960765,pig gut metagenome
14,SRR11126157,pig gut metagenome
14,SRR11125059,pig gut metagenome
14,SRR8960919,pig gut metagenome
14,SRR26064527,pig gut metagenome
14,SRR14812374,pig gut metagenome
14,SRR17241625,pig gut metagenome
14,SRR11183791,pig gut metagenome
14,SRR17241508,pig gut metagenome
14,SRR25936258,pig gut metagenome
14,SRR10209681,pig gut metagenome
14,ERR12087275,pig gut metagenome
14,SRR11185250,pig gut metagenome
14,SRR18323990,pig gut metagenome
14,SRR8960257,pig gut metagenome
14,SRR11184073,pig gut metagenome
14,SRR8960901,pig gut metagenome
14,SRR25936261,pig gut metagenome
14,SRR26064500,pig gut metagenome
14,SRR8960121,pig gut metagenome
14,SRR26064483,pig gut metagenome
14,SRR8960548,pig gut metagenome
14,SRR18323989,pig gut metagenome
14,SRR11183897,pig gut metagenome
14,SRR14812371,pig gut metagenome
14,ERR1135340,pig gut metagenome
14,SRR26064488,pig gut metagenome
14,SRR8960750,pig gut metagenome
14,SRR14369301,pig gut metagenome
14,SRR14369214,pig gut metagenome
14,ERR1135347,pig gut metagenome
14,SRR11124854,pig gut metagenome
14,SRR26064535,pig gut metagenome
14,SRR11125892,pig gut metagenome
14,SRR26064482,pig gut metagenome
14,SRR8960774,pig gut metagenome
14,SRR11183424,pig gut metagenome
14,SRR8960708,pig gut metagenome
14,SRR5240744,pig gut metagenome
14,ERR1135280,pig gut metagenome
14,SRR17241618,pig gut metagenome
14,SRR8960388,pig gut metagenome
14,SRR14369170,pig gut metagenome
14,SRR11489783,pig gut metagenome
14,SRR17241498,pig gut metagenome
14,SRR26064506,pig gut metagenome
14,SRR25936385,pig gut metagenome
14,SRR14812368,pig gut metagenome
14,SRR11126458,pig gut metagenome
14,SRR8960596,pig gut metagenome
14,SRR11124810,pig gut metagenome
14,SRR8960108,pig gut metagenome
14,SRR27108393,pig gut metagenome
14,SRR17241659,pig gut metagenome
14,SRR8960985,pig gut metagenome
14,SRR27108397,pig gut metagenome
14,SRR17241666,pig gut metagenome
14,SRR8960176,pig gut metagenome
14,SRR27108424,pig gut metagenome
14,SRR25936230,pig gut metagenome
14,SRR8960210,pig gut metagenome
14,SRR8960208,pig gut metagenome
14,SRR8960910,pig gut metagenome
14,ERR1135312,pig gut metagenome
14,SRR14812377,pig gut metagenome
14,SRR14369162,pig gut metagenome
14,SRR8960565,pig gut metagenome
14,SRR11184086,pig gut metagenome
14,SRR8960962,pig gut metagenome
14,SRR25936408,pig gut metagenome
14,SRR8960808,pig gut metagenome
14,SRR11126481,pig gut metagenome
14,SRR21376885,pig gut metagenome
14,SRR12960523,pig gut metagenome
14,SRR8960829,pig gut metagenome
14,SRR11185226,pig gut metagenome
14,SRR26064470,pig gut metagenome
14,SRR11723731,pig gut metagenome
14,SRR17241550,pig gut metagenome
14,SRR11183379,pig gut metagenome
14,SRR11125077,pig gut metagenome
14,SRR26064546,pig gut metagenome
14,SRR8960758,pig gut metagenome
14,SRR20632229,pig gut metagenome
14,SRR11489791,pig gut metagenome
14,SRR8960595,pig gut metagenome
14,SRR8960177,pig gut metagenome
14,SRR10209679,pig gut metagenome
14,SRR14369242,pig gut metagenome
14,SRR11723734,pig gut metagenome
14,SRR8960128,pig gut metagenome
14,SRR8960703,pig gut metagenome
14,SRR25936322,pig gut metagenome
14,SRR25936404,pig gut metagenome
14,SRR8960771,pig gut metagenome
14,SRR8960165,pig gut metagenome
14,SRR14369138,pig gut metagenome
14,SRR26064490,pig gut metagenome
14,SRR12795793,pig gut metagenome
14,SRR8960877,pig gut metagenome
14,ERR1135324,pig gut metagenome
14,SRR8960159,pig gut metagenome
14,SRR8960250,pig gut metagenome
14,SRR17241631,pig gut metagenome
14,SRR14369178,pig gut metagenome
14,SRR20632238,pig gut metagenome
14,SRR17241600,pig gut metagenome
14,SRR11126437,pig gut metagenome
14,SRR14369259,pig gut metagenome
14,SRR8960194,pig gut metagenome
14,SRR25936396,pig gut metagenome
14,SRR17241614,pig gut metagenome
14,SRR8960475,pig gut metagenome
14,SRR14369194,pig gut metagenome
14,SRR8960198,pig gut metagenome
14,SRR11184087,pig gut metagenome
14,ERR12087256,pig gut metagenome
14,SRR17241575,pig gut metagenome
14,SRR25936302,pig gut metagenome
14,SRR11125065,pig gut metagenome
14,SRR8960143,pig gut metagenome
14,SRR11185254,pig gut metagenome
14,SRR26064555,pig gut metagenome
14,SRR25936205,pig gut metagenome
14,SRR8960555,pig gut metagenome
14,SRR25936311,pig gut metagenome
14,ERR12087273,pig gut metagenome
14,SRR8960684,pig gut metagenome
14,SRR8960149,pig gut metagenome
14,SRR20662475,pig gut metagenome
14,SRR8960732,pig gut metagenome
14,SRR11551377,pig gut metagenome
14,SRR20815128,pig gut metagenome
14,SRR8960598,pig gut metagenome
14,SRR8960929,pig gut metagenome
14,ERR8314747,pig gut metagenome
14,SRR14812342,pig gut metagenome
14,SRR11125814,pig gut metagenome
14,SRR11489769,pig gut metagenome
14,SRR8960168,pig gut metagenome
14,SRR11125353,pig gut metagenome
14,SRR8960984,pig gut metagenome
14,SRR27108421,pig gut metagenome
14,SRR17241596,pig gut metagenome
14,ERR1135354,pig gut metagenome
14,SRR8960095,pig gut metagenome
14,SRR8960592,pig gut metagenome
14,SRR8960161,pig gut metagenome
14,SRR8960949,pig gut metagenome
14,SRR26064514,pig gut metagenome
14,SRR11126379,pig gut metagenome
14,SRR17241493,pig gut metagenome
14,SRR8960362,pig gut metagenome
14,SRR14369221,pig gut metagenome
14,SRR14369296,pig gut metagenome
14,SRR26820246,pig gut metagenome
14,SRR17241566,pig gut metagenome
14,SRR8960213,pig gut metagenome
14,SRR17241581,pig gut metagenome
14,SRR26064520,pig gut metagenome
14,SRR11723733,pig gut metagenome
14,SRR13517627,pig gut metagenome
14,SRR8960666,pig gut metagenome
14,SRR8960409,pig gut metagenome
14,SRR8960444,pig gut metagenome
14,SRR26064528,pig gut metagenome
14,SRR17241520,pig gut metagenome
14,SRR25936248,pig gut metagenome
14,SRR8960220,pig gut metagenome
14,SRR8960092,pig gut metagenome
14,SRR11124789,pig gut metagenome
14,SRR8960510,pig gut metagenome
14,SRR25936367,pig gut metagenome
14,SRR18323988,pig gut metagenome
14,SRR25936306,pig gut metagenome
14,SRR25936213,pig gut metagenome
14,SRR8960517,pig gut metagenome
14,SRR11126436,pig gut metagenome
14,SRR8960187,pig gut metagenome
14,SRR10209685,pig gut metagenome
14,SRR8960802,pig gut metagenome
14,SRR8960865,pig gut metagenome
14,SRR26064484,pig gut metagenome
14,SRR14812344,pig gut metagenome
14,SRR14369243,pig gut metagenome
14,SRR25936177,pig gut metagenome
14,SRR17241640,pig gut metagenome
14,SRR11489787,pig gut metagenome
14,SRR8960450,pig gut metagenome
14,SRR8960152,pig gut metagenome
14,ERR8314770,pig gut metagenome
14,SRR25936245,pig gut metagenome
14,SRR26064559,pig gut metagenome
14,SRR20632245,pig gut metagenome
14,SRR27108408,pig gut metagenome
14,SRR25936359,pig gut metagenome
14,SRR11125342,pig gut metagenome
14,SRR14369295,pig gut metagenome
14,SRR17241681,pig gut metagenome
14,SRR14369228,pig gut metagenome
14,SRR8960303,pig gut metagenome
14,SRR11124977,pig gut metagenome
14,SRR25936176,pig gut metagenome
14,SRR8960443,pig gut metagenome
14,SRR8960140,pig gut metagenome
14,SRR25161324,pig gut metagenome
14,SRR17241609,pig gut metagenome
14,SRR11185229,pig gut metagenome
14,ERR12087276,pig gut metagenome
14,SRR25936187,pig gut metagenome
14,SRR11126154,pig gut metagenome
14,SRR8960486,pig gut metagenome
14,SRR8960724,pig gut metagenome
14,SRR8960232,pig gut metagenome
14,SRR17241531,pig gut metagenome
14,SRR8960575,pig gut metagenome
14,SRR26064515,pig gut metagenome
14,SRR17241549,pig gut metagenome
14,SRR17241503,pig gut metagenome
14,SRR20662463,pig gut metagenome
14,SRR11125890,pig gut metagenome
14,SRR8960467,pig gut metagenome
14,SRR8960469,pig gut metagenome
14,SRR8960322,pig gut metagenome
14,SRR17241589,pig gut metagenome
14,SRR17241632,pig gut metagenome
14,SRR8960739,pig gut metagenome
14,SRR8960551,pig gut metagenome
14,SRR8960085,pig gut metagenome
14,SRR8960704,pig gut metagenome
14,SRR17241564,pig gut metagenome
14,SRR8960243,pig gut metagenome
14,SRR8960549,pig gut metagenome
14,SRR8960667,pig gut metagenome
14,SRR11183360,pig gut metagenome
14,SRR8960695,pig gut metagenome
14,SRR11125899,pig gut metagenome
14,SRR17241672,pig gut metagenome
14,SRR25936420,pig gut metagenome
14,SRR11125126,pig gut metagenome
14,SRR17241621,pig gut metagenome
14,SRR8960654,pig gut metagenome
14,ERR12087274,pig gut metagenome
14,SRR11185256,pig gut metagenome
14,SRR11185232,pig gut metagenome
14,SRR11125878,pig gut metagenome
14,SRR25936168,pig gut metagenome
14,SRR27108392,pig gut metagenome
14,SRR17241617,pig gut metagenome
14,SRR8960731,pig gut metagenome
14,SRR8960963,pig gut metagenome
14,SRR25936315,pig gut metagenome
14,SRR20981863,pig gut metagenome
14,SRR11489790,pig gut metagenome
14,SRR11184018,pig gut metagenome
14,SRR11125505,pig gut metagenome
14,SRR8960648,pig gut metagenome
14,SRR14369274,pig gut metagenome
14,SRR8960405,pig gut metagenome
14,SRR11183516,pig gut metagenome
14,SRR14369282,pig gut metagenome
14,SRR8960850,pig gut metagenome
14,SRR8960424,pig gut metagenome
14,SRR11124956,pig gut metagenome
14,SRR14812369,pig gut metagenome
14,SRR11124766,pig gut metagenome
14,SRR25936349,pig gut metagenome
14,SRR11124986,pig gut metagenome
14,SRR25936188,pig gut metagenome
14,ERR12087272,pig gut metagenome
14,SRR25936249,pig gut metagenome
14,SRR22328050,pig gut metagenome
14,SRR11124888,pig gut metagenome
14,SRR8960304,pig gut metagenome
14,SRR8960612,pig gut metagenome
14,SRR11125020,pig gut metagenome
14,SRR8960886,pig gut metagenome
14,SRR8960557,pig gut metagenome
14,ERR12087270,pig gut metagenome
14,SRR25936411,pig gut metagenome
14,SRR8960821,pig gut metagenome
14,ERR12087264,pig gut metagenome
14,SRR11126428,pig gut metagenome
14,SRR17241495,pig gut metagenome
14,SRR8960682,pig gut metagenome
14,SRR8960102,pig gut metagenome
14,SRR11183995,pig gut metagenome
14,SRR8960569,pig gut metagenome
14,SRR8960812,pig gut metagenome
14,SRR11124998,pig gut metagenome
14,SRR11183425,pig gut metagenome
14,SRR8960720,pig gut metagenome
14,SRR17241525,pig gut metagenome
14,SRR8960842,pig gut metagenome
14,SRR14369235,pig gut metagenome
14,SRR26064537,pig gut metagenome
14,SRR8960983,pig gut metagenome
14,SRR11551376,pig gut metagenome
14,SRR8960491,pig gut metagenome
14,SRR8960364,pig gut metagenome
14,SRR14369244,pig gut metagenome
14,SRR8960124,pig gut metagenome
14,SRR27108366,pig gut metagenome
14,SRR13517625,pig gut metagenome
14,SRR8960189,pig gut metagenome
14,SRR8960634,pig gut metagenome
14,SRR17241637,pig gut metagenome
14,SRR8960647,pig gut metagenome
14,SRR8960930,pig gut metagenome
14,SRR8960144,pig gut metagenome
14,SRR8960602,pig gut metagenome
14,SRR8960166,pig gut metagenome
14,SRR25936238,pig gut metagenome
14,SRR8960465,pig gut metagenome
14,SRR14369169,pig gut metagenome
14,SRR20662477,pig gut metagenome
14,SRR26064473,pig gut metagenome
14,SRR8960127,pig gut metagenome
14,SRR20632247,pig gut metagenome
14,ERR1135240,pig gut metagenome
14,SRR8960801,pig gut metagenome
14,SRR16235688,pig gut metagenome
14,SRR17241592,pig gut metagenome
14,SRR8960816,pig gut metagenome
14,ERR1135304,pig gut metagenome
14,SRR8960747,pig gut metagenome
14,SRR8960169,pig gut metagenome
14,SRR11126072,pig gut metagenome
14,SRR21376890,pig gut metagenome
14,SRR12277000,pig gut metagenome
14,SRR26064504,pig gut metagenome
14,SRR11805641,pig gut metagenome
14,SRR8960832,pig gut metagenome
14,SRR26064534,pig gut metagenome
14,SRR25936329,pig gut metagenome
14,ERR1135355,pig gut metagenome
14,SRR8960202,pig gut metagenome
14,SRR17241501,pig gut metagenome
14,SRR8960118,pig gut metagenome
14,SRR8960379,pig gut metagenome
14,SRR17241630,pig gut metagenome
14,SRR8960757,pig gut metagenome
14,SRR8960964,pig gut metagenome
14,SRR13517623,pig gut metagenome
14,SRR8960663,pig gut metagenome
14,SRR8960640,pig gut metagenome
14,SRR14369306,pig gut metagenome
14,SRR14812340,pig gut metagenome
14,SRR25936441,pig gut metagenome
14,SRR14369220,pig gut metagenome
14,SRR11183368,pig gut metagenome
14,ERR8314755,pig gut metagenome
14,SRR8960814,pig gut metagenome
14,SRR20662453,pig gut metagenome
14,SRR25936196,pig gut metagenome
14,SRR8960360,pig gut metagenome
14,SRR11125367,pig gut metagenome
14,SRR8960840,pig gut metagenome
14,SRR8960354,pig gut metagenome
14,SRR10209671,pig gut metagenome
14,SRR11125364,pig gut metagenome
14,SRR8960145,pig gut metagenome
14,SRR8960427,pig gut metagenome
14,SRR27108377,pig gut metagenome
14,SRR25936222,pig gut metagenome
14,SRR8960871,pig gut metagenome
14,SRR8960960,pig gut metagenome
14,SRR26064574,pig gut metagenome
14,SRR20632254,pig gut metagenome
14,SRR17241656,pig gut metagenome
14,SRR25936412,pig gut metagenome
14,SRR28483859,pig gut metagenome
14,SRR8960448,pig gut metagenome
14,SRR11125471,pig gut metagenome
14,SRR11723730,pig gut metagenome
14,SRR8960981,pig gut metagenome
14,SRR16235702,pig gut metagenome
14,SRR25936307,pig gut metagenome
14,SRR27108383,pig gut metagenome
14,ERR1135308,pig gut metagenome
14,SRR8960117,pig gut metagenome
14,SRR17241496,pig gut metagenome
14,SRR25936276,pig gut metagenome
14,ERR1135218,pig gut metagenome
14,ERR1135217,pig gut metagenome
14,SRR8960076,pig gut metagenome
14,SRR17241643,pig gut metagenome
14,SRR22328043,pig gut metagenome
14,SRR11124813,pig gut metagenome
14,SRR17241506,pig gut metagenome
14,SRR8960734,pig gut metagenome
14,SRR5240743,pig gut metagenome
14,SRR8960579,pig gut metagenome
14,SRR11185245,pig gut metagenome
14,SRR8960915,pig gut metagenome
14,SRR25936272,pig gut metagenome
14,SRR17241521,pig gut metagenome
14,SRR8960432,pig gut metagenome
14,SRR25936353,pig gut metagenome
14,SRR27108384,pig gut metagenome
14,SRR8960204,pig gut metagenome
14,SRR8960530,pig gut metagenome
14,SRR21034889,pig gut metagenome
14,SRR5240725,pig gut metagenome
14,SRR25936189,pig gut metagenome
14,SRR8960471,pig gut metagenome
14,SRR26064562,pig gut metagenome
14,SRR25936335,pig gut metagenome
14,SRR8960951,pig gut metagenome
14,SRR11124879,pig gut metagenome
14,SRR8960627,pig gut metagenome
14,SRR8960201,pig gut metagenome
14,ERR8314754,pig gut metagenome
14,SRR8960884,pig gut metagenome
14,SRR16235690,pig gut metagenome
14,SRR8960365,pig gut metagenome
14,SRR8960861,pig gut metagenome
14,SRR16235701,pig gut metagenome
14,SRR8960163,pig gut metagenome
14,SRR25936373,pig gut metagenome
14,SRR8960428,pig gut metagenome
14,ERR12731770,pig gut metagenome
14,SRR14369147,pig gut metagenome
14,SRR8960417,pig gut metagenome
14,SRR8960586,pig gut metagenome
14,SRR20632230,pig gut metagenome
14,SRR11185234,pig gut metagenome
14,SRR26064573,pig gut metagenome
14,SRR11183857,pig gut metagenome
14,SRR8960125,pig gut metagenome
14,SRR8960392,pig gut metagenome
14,SRR8960696,pig gut metagenome
14,SRR11124815,pig gut metagenome
14,SRR11183489,pig gut metagenome
14,SRR8960389,pig gut metagenome
14,SRR8960342,pig gut metagenome
14,SRR8960819,pig gut metagenome
14,SRR20662454,pig gut metagenome
14,ERR1135352,pig gut metagenome
14,SRR8960404,pig gut metagenome
14,SRR8960986,pig gut metagenome
14,SRR25936355,pig gut metagenome
14,SRR25936265,pig gut metagenome
14,SRR8960600,pig gut metagenome
14,SRR17241556,pig gut metagenome
14,SRR14369227,pig gut metagenome
14,SRR14369224,pig gut metagenome
14,SRR22328053,pig gut metagenome
14,SRR8960762,pig gut metagenome
14,SRR20662451,pig gut metagenome
14,SRR11185249,pig gut metagenome
14,SRR8960323,pig gut metagenome
14,SRR17241499,pig gut metagenome
14,SRR8960433,pig gut metagenome
14,SRR25936217,pig gut metagenome
14,SRR22328047,pig gut metagenome
14,SRR14369250,pig gut metagenome
14,SRR11126047,pig gut metagenome
14,SRR8960763,pig gut metagenome
14,ERR8314748,pig gut metagenome
14,SRR11183539,pig gut metagenome
14,SRR14369233,pig gut metagenome
14,SRR26064525,pig gut metagenome
14,SRR26064474,pig gut metagenome
14,SRR8960787,pig gut metagenome
14,SRR14369216,pig gut metagenome
14,SRR8960899,pig gut metagenome
14,SRR17241544,pig gut metagenome
14,ERR1135369,pig gut metagenome
14,SRR11185246,pig gut metagenome
14,SRR8960742,pig gut metagenome
14,SRR17241629,pig gut metagenome
14,SRR25936225,pig gut metagenome
14,SRR11126074,pig gut metagenome
14,ERR1135376,pig gut metagenome
14,SRR11185243,pig gut metagenome
14,SRR8960931,pig gut metagenome
14,ERR1135293,pig gut metagenome
14,SRR8960420,pig gut metagenome
14,SRR20632261,pig gut metagenome
14,SRR17241497,pig gut metagenome
14,SRR25936351,pig gut metagenome
14,SRR7182035,pig gut metagenome
14,SRR8960560,pig gut metagenome
14,SRR11126453,pig gut metagenome
14,SRR8960953,pig gut metagenome
14,SRR8960282,pig gut metagenome
14,SRR17241655,pig gut metagenome
14,SRR8960116,pig gut metagenome
14,SRR8960451,pig gut metagenome
14,SRR8960105,pig gut metagenome
14,SRR8960412,pig gut metagenome
14,SRR26064480,pig gut metagenome
14,SRR8960196,pig gut metagenome
14,SRR26064563,pig gut metagenome
14,SRR8960645,pig gut metagenome
14,SRR11126502,pig gut metagenome
14,SRR17241662,pig gut metagenome
14,SRR11125394,pig gut metagenome
14,SRR8960907,pig gut metagenome
14,SRR8960636,pig gut metagenome
14,SRR20632264,pig gut metagenome
14,SRR20632237,pig gut metagenome
14,SRR8960179,pig gut metagenome
14,SRR26064475,pig gut metagenome
14,SRR14369206,pig gut metagenome
14,SRR8960402,pig gut metagenome
14,SRR11125886,pig gut metagenome
14,SRR8960977,pig gut metagenome
14,SRR11125238,pig gut metagenome
14,SRR14369201,pig gut metagenome
14,SRR8960130,pig gut metagenome
14,SRR11185240,pig gut metagenome
14,SRR25936437,pig gut metagenome
14,SRR8960878,pig gut metagenome
14,SRR10209676,pig gut metagenome
14,SRR18323978,pig gut metagenome
14,ERR1135344,pig gut metagenome
14,SRR11124775,pig gut metagenome
14,SRR8960642,pig gut metagenome
14,SRR8960251,pig gut metagenome
14,SRR11126420,pig gut metagenome
14,SRR11125449,pig gut metagenome
14,SRR17241484,pig gut metagenome
14,SRR25936333,pig gut metagenome
14,SRR8960669,pig gut metagenome
14,SRR27108423,pig gut metagenome
14,SRR8960174,pig gut metagenome
14,SRR8960623,pig gut metagenome
14,SRR17241546,pig gut metagenome
14,SRR8960841,pig gut metagenome
14,SRR8960712,pig gut metagenome
14,SRR17241622,pig gut metagenome
14,SRR26064529,pig gut metagenome
14,SRR16235696,pig gut metagenome
14,ERR1135198,pig gut metagenome
14,SRR11723727,pig gut metagenome
14,SRR11124753,pig gut metagenome
14,SRR8960112,pig gut metagenome
14,SRR8960567,pig gut metagenome
14,SRR11124955,pig gut metagenome
14,SRR26064502,pig gut metagenome
14,SRR8960129,pig gut metagenome
14,SRR8960721,pig gut metagenome
14,SRR14369269,pig gut metagenome
14,SRR25936220,pig gut metagenome
14,SRR14369267,pig gut metagenome
14,SRR26064536,pig gut metagenome
14,SRR11551378,pig gut metagenome
14,SRR8960876,pig gut metagenome
14,SRR25936319,pig gut metagenome
14,SRR11183559,pig gut metagenome
14,SRR26064560,pig gut metagenome
14,SRR17241677,pig gut metagenome
14,SRR11125879,pig gut metagenome
14,SRR11125278,pig gut metagenome
14,SRR11125390,pig gut metagenome
14,SRR11126432,pig gut metagenome
14,SRR8960854,pig gut metagenome
14,SRR11489778,pig gut metagenome
14,SRR11185233,pig gut metagenome
14,SRR8960104,pig gut metagenome
14,SRR14369161,pig gut metagenome
14,SRR8960879,pig gut metagenome
14,SRR26820250,pig gut metagenome
14,SRR14369305,pig gut metagenome
14,SRR14369199,pig gut metagenome
14,SRR11185227,pig gut metagenome
14,SRR11124824,pig gut metagenome
14,SRR11124785,pig gut metagenome
14,SRR25936235,pig gut metagenome
14,SRR11185251,pig gut metagenome
14,SRR8960637,pig gut metagenome
14,SRR8960572,pig gut metagenome
14,SRR8960972,pig gut metagenome
14,SRR17241667,pig gut metagenome
14,SRR8960474,pig gut metagenome
14,SRR11125127,pig gut metagenome
14,SRR25936438,pig gut metagenome
14,SRR11126299,pig gut metagenome
14,SRR8960426,pig gut metagenome
14,SRR11185244,pig gut metagenome
14,SRR14369157,pig gut metagenome
14,ERR1135311,pig gut metagenome
14,SRR8960393,pig gut metagenome
14,SRR8960676,pig gut metagenome
14,SRR25936243,pig gut metagenome
14,SRR18323986,pig gut metagenome
14,ERR1135214,pig gut metagenome
14,SRR8960756,pig gut metagenome
14,SRR27108411,pig gut metagenome
14,SRR8960273,pig gut metagenome
14,ERR1135294,pig gut metagenome
14,SRR11125074,pig gut metagenome
14,SRR25936287,pig gut metagenome
14,SRR26064558,pig gut metagenome
14,SRR20662471,pig gut metagenome
14,SRR14812370,pig gut metagenome
14,SRR11183538,pig gut metagenome
14,ERR12087269,pig gut metagenome
14,SRR8960902,pig gut metagenome
14,SRR17241567,pig gut metagenome
14,SRR17241652,pig gut metagenome
14,SRR8960376,pig gut metagenome
14,SRR25936234,pig gut metagenome
14,SRR25936429,pig gut metagenome
14,SRR17241613,pig gut metagenome
14,SRR11125101,pig gut metagenome
14,SRR11723723,pig gut metagenome
14,SRR25936221,pig gut metagenome
14,SRR22328040,pig gut metagenome
14,SRR11126070,pig gut metagenome
14,SRR25936387,pig gut metagenome
14,SRR8960197,pig gut metagenome
14,SRR8960873,pig gut metagenome
14,SRR11125875,pig gut metagenome
14,SRR26064512,pig gut metagenome
14,SRR26064477,pig gut metagenome
14,SRR25936297,pig gut metagenome
14,SRR8960971,pig gut metagenome
14,SRR27108363,pig gut metagenome
14,SRR17241547,pig gut metagenome
14,SRR25936214,pig gut metagenome
14,SRR11125900,pig gut metagenome
14,SRR11489776,pig gut metagenome
14,ERR12087271,pig gut metagenome
14,SRR8960678,pig gut metagenome
14,SRR11185237,pig gut metagenome
14,ERR8314753,pig gut metagenome
14,SRR8960882,pig gut metagenome
14,SRR8960081,pig gut metagenome
14,SRR14369280,pig gut metagenome
14,SRR14369134,pig gut metagenome
14,SRR17241623,pig gut metagenome
14,SRR11125064,pig gut metagenome
14,SRR26064469,pig gut metagenome
14,SRR8960685,pig gut metagenome
14,SRR26064519,pig gut metagenome
14,SRR20632236,pig gut metagenome
14,ERR1135242,pig gut metagenome
14,SRR8960607,pig gut metagenome
14,SRR14369148,pig gut metagenome
14,SRR8960956,pig gut metagenome
14,SRR8960101,pig gut metagenome
14,SRR17241487,pig gut metagenome
14,SRR25936341,pig gut metagenome
14,SRR8960979,pig gut metagenome
14,SRR11185259,pig gut metagenome
14,SRR11723736,pig gut metagenome
14,SRR17241649,pig gut metagenome
14,SRR25936218,pig gut metagenome
14,SRR11125763,pig gut metagenome
14,SRR17241612,pig gut metagenome
14,SRR8960296,pig gut metagenome
14,SRR8960668,pig gut metagenome
14,SRR17241551,pig gut metagenome
14,SRR8960714,pig gut metagenome
14,SRR5240748,pig gut metagenome
14,SRR16235699,pig gut metagenome
14,SRR14369200,pig gut metagenome
14,SRR10209677,pig gut metagenome
14,SRR11185261,pig gut metagenome
