metag_count,acc,organism
14,SRR11125378,pig gut metagenome
14,SRR14369168,pig gut metagenome
14,SRR14369258,pig gut metagenome
14,SRR8960881,pig gut metagenome
14,SRR8960355,pig gut metagenome
14,SRR8960358,pig gut metagenome
14,ERR8314746,pig gut metagenome
14,SRR11183932,pig gut metagenome
14,SRR17241669,pig gut metagenome
14,ERR8314785,pig gut metagenome
14,ERR12087268,pig gut metagenome
14,SRR8960222,pig gut metagenome
14,ERR1135367,pig gut metagenome
14,SRR17241606,pig gut metagenome
14,SRR14369139,pig gut metagenome
14,SRR25936256,pig gut metagenome
14,SRR8960789,pig gut metagenome
14,SRR25936288,pig gut metagenome
14,ERR1135330,pig gut metagenome
14,SRR14369246,pig gut metagenome
14,SRR11183506,pig gut metagenome
14,SRR8960449,pig gut metagenome
14,ERR1135328,pig gut metagenome
14,ERR1135323,pig gut metagenome
14,SRR11183311,pig gut metagenome
14,SRR11125395,pig gut metagenome
14,SRR17241586,pig gut metagenome
14,SRR26064491,pig gut metagenome
14,SRR10209673,pig gut metagenome
14,SRR11125396,pig gut metagenome
14,SRR8960527,pig gut metagenome
14,SRR8960164,pig gut metagenome
14,SRR11489792,pig gut metagenome
14,SRR14369294,pig gut metagenome
14,SRR8960891,pig gut metagenome
14,SRR20815127,pig gut metagenome
14,SRR8960514,pig gut metagenome
14,SRR11185252,pig gut metagenome
14,SRR14812378,pig gut metagenome
14,ERR1135245,pig gut metagenome
14,SRR8960082,pig gut metagenome
14,SRR8960843,pig gut metagenome
14,SRR8960896,pig gut metagenome
14,SRR14369179,pig gut metagenome
14,SRR8960439,pig gut metagenome
14,SRR20632248,pig gut metagenome
14,SRR25936300,pig gut metagenome
14,SRR11125321,pig gut metagenome
14,SRR8960239,pig gut metagenome
14,SRR14369144,pig gut metagenome
14,SRR11489779,pig gut metagenome
14,SRR8960767,pig gut metagenome
14,SRR11126065,pig gut metagenome
14,SRR8960378,pig gut metagenome
14,SRR17241658,pig gut metagenome
14,SRR17241692,pig gut metagenome
14,SRR11124791,pig gut metagenome
14,SRR8960528,pig gut metagenome
14,SRR8960693,pig gut metagenome
14,SRR11125236,pig gut metagenome
14,SRR14369154,pig gut metagenome
14,SRR17241603,pig gut metagenome
14,SRR25936303,pig gut metagenome
14,SRR14812367,pig gut metagenome
14,SRR8960307,pig gut metagenome
14,SRR26064478,pig gut metagenome
14,SRR17241504,pig gut metagenome
14,ERR1135333,pig gut metagenome
14,SRR14369219,pig gut metagenome
14,SRR17241509,pig gut metagenome
14,SRR11183310,pig gut metagenome
14,SRR27108412,pig gut metagenome
14,SRR8960521,pig gut metagenome
14,SRR8960770,pig gut metagenome
14,SRR11126148,pig gut metagenome
14,SRR14369183,pig gut metagenome
14,SRR25936369,pig gut metagenome
14,SRR11183961,pig gut metagenome
14,SRR8960874,pig gut metagenome
14,SRR8960894,pig gut metagenome
14,SRR8960725,pig gut metagenome
14,SRR17241502,pig gut metagenome
14,SRR25936327,pig gut metagenome
14,ERR1135362,pig gut metagenome
14,SRR8960913,pig gut metagenome
14,SRR14812341,pig gut metagenome
14,SRR25936443,pig gut metagenome
14,SRR8960100,pig gut metagenome
14,ERR1135227,pig gut metagenome
14,SRR8960338,pig gut metagenome
14,SRR26064552,pig gut metagenome
14,SRR8960550,pig gut metagenome
14,SRR8960932,pig gut metagenome
14,SRR11489784,pig gut metagenome
14,SRR14812343,pig gut metagenome
14,SRR17241490,pig gut metagenome
14,SRR8960885,pig gut metagenome
14,SRR20662458,pig gut metagenome
14,SRR25936383,pig gut metagenome
14,SRR14369133,pig gut metagenome
14,SRR20632233,pig gut metagenome
14,SRR8960772,pig gut metagenome
14,SRR8960664,pig gut metagenome
14,SRR8960905,pig gut metagenome
14,SRR11124876,pig gut metagenome
14,SRR8960729,pig gut metagenome
14,SRR26064476,pig gut metagenome
14,SRR25936231,pig gut metagenome
14,SRR8960764,pig gut metagenome
14,SRR11126523,pig gut metagenome
14,SRR11124788,pig gut metagenome
14,SRR8960735,pig gut metagenome
14,SRR5240749,pig gut metagenome
14,SRR17241548,pig gut metagenome
14,SRR8960396,pig gut metagenome
14,SRR8960925,pig gut metagenome
14,SRR26064471,pig gut metagenome
14,SRR11185241,pig gut metagenome
14,SRR26064516,pig gut metagenome
14,SRR8960895,pig gut metagenome
14,SRR8960255,pig gut metagenome
14,ERR1135348,pig gut metagenome
14,SRR25936428,pig gut metagenome
14,SRR8960324,pig gut metagenome
14,SRR8960552,pig gut metagenome
14,SRR8960805,pig gut metagenome
14,SRR8960078,pig gut metagenome
14,SRR26064572,pig gut metagenome
14,SRR11185225,pig gut metagenome
14,SRR11125356,pig gut metagenome
14,SRR25936418,pig gut metagenome
14,SRR25936425,pig gut metagenome
14,SRR8960661,pig gut metagenome
14,SRR8960921,pig gut metagenome
14,SRR8960761,pig gut metagenome
14,SRR17241595,pig gut metagenome
14,SRR8960591,pig gut metagenome
14,SRR11126438,pig gut metagenome
14,SRR8960158,pig gut metagenome
14,SRR8960533,pig gut metagenome
14,SRR8960608,pig gut metagenome
14,SRR8960293,pig gut metagenome
14,SRR8960299,pig gut metagenome
14,SRR8960122,pig gut metagenome
14,SRR14369175,pig gut metagenome
14,ERR8314771,pig gut metagenome
14,SRR11126478,pig gut metagenome
14,SRR8960804,pig gut metagenome
14,SRR8960683,pig gut metagenome
14,SRR8960830,pig gut metagenome
14,SRR26064517,pig gut metagenome
14,SRR14369255,pig gut metagenome
14,SRR25936442,pig gut metagenome
14,SRR8960753,pig gut metagenome
14,SRR20632251,pig gut metagenome
14,SRR8960677,pig gut metagenome
14,SRR17241577,pig gut metagenome
14,SRR17241624,pig gut metagenome
14,SRR25936382,pig gut metagenome
14,SRR17241542,pig gut metagenome
14,SRR27108389,pig gut metagenome
14,ERR8314752,pig gut metagenome
14,SRR27108381,pig gut metagenome
14,SRR8960752,pig gut metagenome
14,SRR8960280,pig gut metagenome
14,SRR11126468,pig gut metagenome
14,ERR1135375,pig gut metagenome
14,SRR17241483,pig gut metagenome
14,SRR10209680,pig gut metagenome
14,SRR8960452,pig gut metagenome
14,SRR27108426,pig gut metagenome
14,SRR11125655,pig gut metagenome
14,ERR12731731,pig gut metagenome
14,SRR8960888,pig gut metagenome
14,SRR14369211,pig gut metagenome
14,SRR11185231,pig gut metagenome
14,SRR8960587,pig gut metagenome
14,SRR17241607,pig gut metagenome
14,SRR20632253,pig gut metagenome
14,SRR8960141,pig gut metagenome
14,SRR8960302,pig gut metagenome
14,SRR25936350,pig gut metagenome
14,SRR17241481,pig gut metagenome
14,SRR25936173,pig gut metagenome
14,SRR26064547,pig gut metagenome
14,ERR1135228,pig gut metagenome
14,SRR11126329,pig gut metagenome
14,SRR8960094,pig gut metagenome
14,SRR20815130,pig gut metagenome
14,SRR8960680,pig gut metagenome
14,SRR11723735,pig gut metagenome
14,SRR11125229,pig gut metagenome
14,SRR17241620,pig gut metagenome
14,SRR10209684,pig gut metagenome
14,SRR8960580,pig gut metagenome
14,SRR17241560,pig gut metagenome
14,SRR8960438,pig gut metagenome
14,ERR1135197,pig gut metagenome
14,SRR11126393,pig gut metagenome
14,SRR8960737,pig gut metagenome
14,SRR8960875,pig gut metagenome
14,SRR17241668,pig gut metagenome
14,SRR11185239,pig gut metagenome
14,SRR20632241,pig gut metagenome
14,SRR14812366,pig gut metagenome
14,SRR8960403,pig gut metagenome
14,SRR11124668,pig gut metagenome
14,SRR11126392,pig gut metagenome
14,SRR8960908,pig gut metagenome
14,SRR17241670,pig gut metagenome
14,SRR8960687,pig gut metagenome
14,SRR11124949,pig gut metagenome
14,SRR8960223,pig gut metagenome
14,SRR8960340,pig gut metagenome
14,SRR14369176,pig gut metagenome
14,SRR17241587,pig gut metagenome
14,SRR25936405,pig gut metagenome
14,SRR25936340,pig gut metagenome
14,SRR8960136,pig gut metagenome
14,SRR26064494,pig gut metagenome
14,SRR11124800,pig gut metagenome
14,SRR8960377,pig gut metagenome
14,ERR12087265,pig gut metagenome
14,SRR21034891,pig gut metagenome
14,SRR17241660,pig gut metagenome
14,SRR8960867,pig gut metagenome
14,SRR26064521,pig gut metagenome
14,SRR26064501,pig gut metagenome
14,SRR27108419,pig gut metagenome
14,SRR17241599,pig gut metagenome
14,SRR11183387,pig gut metagenome
14,SRR8960573,pig gut metagenome
14,SRR8960730,pig gut metagenome
14,SRR25936313,pig gut metagenome
14,SRR8960974,pig gut metagenome
14,SRR27108394,pig gut metagenome
14,SRR8960702,pig gut metagenome
14,SRR17241634,pig gut metagenome
14,SRR25936326,pig gut metagenome
14,SRR8960258,pig gut metagenome
14,SRR20632252,pig gut metagenome
14,SRR11125009,pig gut metagenome
14,SRR8960445,pig gut metagenome
14,SRR8960266,pig gut metagenome
14,SRR8960524,pig gut metagenome
14,ERR8314758,pig gut metagenome
14,SRR17241492,pig gut metagenome
14,SRR11126106,pig gut metagenome
14,SRR8960914,pig gut metagenome
14,SRR17241557,pig gut metagenome
14,SRR11185238,pig gut metagenome
14,SRR11723737,pig gut metagenome
14,SRR25936169,pig gut metagenome
14,SRR26064567,pig gut metagenome
14,SRR26064511,pig gut metagenome
14,SRR25936354,pig gut metagenome
14,SRR8960797,pig gut metagenome
14,SRR17241543,pig gut metagenome
14,SRR8960699,pig gut metagenome
14,SRR8960553,pig gut metagenome
14,SRR11805642,pig gut metagenome
14,SRR11126495,pig gut metagenome
14,SRR8960437,pig gut metagenome
14,SRR17241480,pig gut metagenome
14,SRR8960806,pig gut metagenome
14,SRR26820286,pig gut metagenome
14,SRR25936430,pig gut metagenome
14,SRR26064510,pig gut metagenome
14,SRR25936416,pig gut metagenome
14,SRR23223841,pig gut metagenome
14,SRR8960442,pig gut metagenome
14,SRR8960146,pig gut metagenome
14,SRR26064556,pig gut metagenome
14,ERR1135278,pig gut metagenome
14,SRR11723726,pig gut metagenome
14,SRR8960410,pig gut metagenome
14,SRR12277004,pig gut metagenome
14,SRR14369132,pig gut metagenome
14,SRR8960313,pig gut metagenome
14,SRR26064481,pig gut metagenome
14,ERR1135196,pig gut metagenome
14,SRR8960589,pig gut metagenome
14,SRR27108403,pig gut metagenome
14,SRR20981860,pig gut metagenome
14,SRR17241540,pig gut metagenome
14,SRR25936390,pig gut metagenome
14,SRR20632263,pig gut metagenome
14,SRR17241555,pig gut metagenome
14,SRR11125661,pig gut metagenome
14,SRR17241616,pig gut metagenome
14,SRR8960707,pig gut metagenome
14,SRR25936433,pig gut metagenome
14,SRR8960353,pig gut metagenome
14,SRR11125310,pig gut metagenome
14,SRR25936347,pig gut metagenome
14,SRR8960283,pig gut metagenome
14,SRR20662450,pig gut metagenome
14,SRR8960318,pig gut metagenome
14,SRR8960566,pig gut metagenome
14,SRR11185262,pig gut metagenome
14,SRR17241537,pig gut metagenome
14,ERR1135190,pig gut metagenome
14,SRR11185236,pig gut metagenome
14,SRR11125944,pig gut metagenome
14,SRR14369273,pig gut metagenome
14,SRR20632259,pig gut metagenome
14,SRR8960326,pig gut metagenome
14,SRR11125657,pig gut metagenome
14,SRR17241611,pig gut metagenome
14,SRR25936381,pig gut metagenome
14,SRR8960516,pig gut metagenome
14,SRR8960975,pig gut metagenome
14,SRR14369268,pig gut metagenome
14,SRR17241516,pig gut metagenome
14,SRR11185255,pig gut metagenome
14,ERR1135326,pig gut metagenome
14,SRR8960733,pig gut metagenome
14,SRR11184069,pig gut metagenome
14,SRR26820285,pig gut metagenome
14,SRR25936392,pig gut metagenome
14,SRR11126211,pig gut metagenome
14,SRR8960096,pig gut metagenome
14,SRR26064571,pig gut metagenome
14,SRR20632250,pig gut metagenome
14,SRR8960489,pig gut metagenome
14,SRR14369193,pig gut metagenome
14,SRR11126165,pig gut metagenome
14,SRR8960782,pig gut metagenome
14,SRR8960317,pig gut metagenome
14,SRR16235695,pig gut metagenome
14,SRR25936424,pig gut metagenome
14,SRR8960138,pig gut metagenome
14,SRR17241597,pig gut metagenome
14,SRR8960717,pig gut metagenome
14,SRR8960431,pig gut metagenome
14,SRR25936419,pig gut metagenome
14,SRR11125345,pig gut metagenome
14,SRR11185230,pig gut metagenome
14,SRR17241680,pig gut metagenome
14,SRR17241647,pig gut metagenome
14,SRR22328036,pig gut metagenome
14,ERR12087263,pig gut metagenome
14,ERR8314760,pig gut metagenome
14,SRR25936320,pig gut metagenome
14,SRR8960246,pig gut metagenome
14,SRR11125696,pig gut metagenome
14,SRR8960818,pig gut metagenome
14,SRR11183432,pig gut metagenome
14,SRR16235689,pig gut metagenome
14,ERR1135248,pig gut metagenome
14,SRR17241598,pig gut metagenome
14,SRR25936274,pig gut metagenome
14,SRR8960911,pig gut metagenome
14,SRR25936289,pig gut metagenome
14,SRR11185247,pig gut metagenome
14,SRR17241500,pig gut metagenome
14,SRR26820238,pig gut metagenome
14,SRR8960335,pig gut metagenome
14,SRR8960722,pig gut metagenome
14,SRR8960900,pig gut metagenome
14,SRR11126367,pig gut metagenome
14,SRR8960333,pig gut metagenome
14,SRR22328042,pig gut metagenome
14,SRR8960193,pig gut metagenome
14,SRR17241482,pig gut metagenome
14,SRR11489746,pig gut metagenome
14,SRR20815131,pig gut metagenome
14,SRR8960384,pig gut metagenome
14,SRR8960380,pig gut metagenome
14,SRR8960906,pig gut metagenome
14,SRR12277002,pig gut metagenome
14,SRR8960327,pig gut metagenome
14,SRR11723732,pig gut metagenome
14,SRR16235700,pig gut metagenome
14,SRR17241479,pig gut metagenome
14,ERR8314757,pig gut metagenome
14,ERR1135223,pig gut metagenome
14,SRR11126095,pig gut metagenome
14,SRR8960406,pig gut metagenome
14,SRR8960593,pig gut metagenome
14,SRR26064575,pig gut metagenome
14,SRR14369257,pig gut metagenome
14,SRR8960561,pig gut metagenome
14,SRR8960217,pig gut metagenome
14,SRR8960252,pig gut metagenome
14,ERR8314756,pig gut metagenome
14,SRR14369209,pig gut metagenome
14,SRR17241602,pig gut metagenome
14,SRR10209678,pig gut metagenome
14,SRR8960151,pig gut metagenome
14,SRR8960086,pig gut metagenome
14,SRR11126333,pig gut metagenome
14,SRR8960359,pig gut metagenome
14,SRR11723739,pig gut metagenome
14,SRR8960383,pig gut metagenome
14,SRR8960423,pig gut metagenome
14,SRR11183530,pig gut metagenome
14,SRR20632257,pig gut metagenome
14,SRR11126146,pig gut metagenome
14,SRR8960851,pig gut metagenome
14,ERR12087255,pig gut metagenome
14,SRR8960599,pig gut metagenome
14,SRR26064499,pig gut metagenome
14,SRR11489788,pig gut metagenome
14,SRR26064505,pig gut metagenome
14,SRR17241517,pig gut metagenome
14,SRR8960466,pig gut metagenome
14,SRR14369217,pig gut metagenome
14,SRR14369207,pig gut metagenome
14,SRR11489781,pig gut metagenome
14,SRR8960632,pig gut metagenome
14,SRR10209675,pig gut metagenome
14,SRR11723724,pig gut metagenome
14,SRR8960630,pig gut metagenome
14,SRR11125113,pig gut metagenome
14,SRR14369307,pig gut metagenome
14,SRR8960385,pig gut metagenome
14,SRR11183442,pig gut metagenome
14,SRR25936206,pig gut metagenome
14,SRR8960665,pig gut metagenome
14,SRR8960416,pig gut metagenome
14,SRR11183570,pig gut metagenome
14,SRR8960464,pig gut metagenome
14,SRR26064526,pig gut metagenome
14,SRR10209687,pig gut metagenome
14,SRR8960918,pig gut metagenome
14,SRR17241642,pig gut metagenome
14,ERR1135225,pig gut metagenome
14,SRR8960110,pig gut metagenome
14,SRR11183523,pig gut metagenome
14,SRR8960425,pig gut metagenome
14,SRR14369283,pig gut metagenome
14,SRR20815132,pig gut metagenome
14,SRR25936181,pig gut metagenome
14,SRR8960594,pig gut metagenome
14,SRR8960769,pig gut metagenome
14,SRR8960754,pig gut metagenome
14,SRR11185264,pig gut metagenome
14,SRR8960794,pig gut metagenome
14,SRR22328045,pig gut metagenome
14,SRR8960300,pig gut metagenome
14,SRR8960435,pig gut metagenome
14,SRR26064551,pig gut metagenome
14,SRR8960793,pig gut metagenome
14,SRR26064566,pig gut metagenome
14,SRR11185263,pig gut metagenome
14,SRR8960785,pig gut metagenome
14,SRR12277001,pig gut metagenome
14,SRR11183827,pig gut metagenome
14,SRR14369223,pig gut metagenome
14,ERR1135313,pig gut metagenome
14,SRR8960401,pig gut metagenome
14,SRR14369198,pig gut metagenome
14,SRR19497823,pig gut metagenome
14,SRR8960352,pig gut metagenome
14,SRR8960301,pig gut metagenome
14,SRR17241491,pig gut metagenome
14,SRR8960334,pig gut metagenome
14,SRR8960347,pig gut metagenome
14,SRR8960295,pig gut metagenome
14,SRR17241641,pig gut metagenome
14,SRR17241570,pig gut metagenome
14,SRR25936368,pig gut metagenome
14,SRR8960650,pig gut metagenome
14,SRR14369253,pig gut metagenome
14,ERR1135339,pig gut metagenome
14,SRR8960641,pig gut metagenome
14,SRR25936363,pig gut metagenome
14,SRR14369184,pig gut metagenome
14,SRR26820291,pig gut metagenome
14,SRR20591093,pig gut metagenome
14,SRR11489758,pig gut metagenome
14,SRR8960870,pig gut metagenome
14,SRR8960522,pig gut metagenome
14,SRR17241651,pig gut metagenome
14,SRR20632249,pig gut metagenome
14,SRR17241619,pig gut metagenome
14,SRR25936266,pig gut metagenome
14,SRR8960272,pig gut metagenome
14,SRR26820298,pig gut metagenome
14,SRR8960154,pig gut metagenome
14,SRR8960836,pig gut metagenome
14,SRR8960211,pig gut metagenome
14,SRR8960912,pig gut metagenome
14,SRR8960209,pig gut metagenome
14,ERR1135290,pig gut metagenome
14,SRR25161323,pig gut metagenome
14,ERR12087257,pig gut metagenome
14,SRR8960321,pig gut metagenome
14,SRR11489780,pig gut metagenome
14,SRR20632255,pig gut metagenome
14,SRR13517629,pig gut metagenome
14,SRR17241593,pig gut metagenome
14,SRR5240751,pig gut metagenome
14,SRR8960418,pig gut metagenome
14,SRR8960800,pig gut metagenome
14,SRR8960357,pig gut metagenome
14,SRR14369297,pig gut metagenome
14,SRR11125480,pig gut metagenome
14,SRR20662449,pig gut metagenome
14,SRR11185228,pig gut metagenome
14,SRR11124796,pig gut metagenome
14,SRR8960192,pig gut metagenome
14,SRR17241532,pig gut metagenome
14,SRR27108418,pig gut metagenome
14,SRR27108420,pig gut metagenome
14,SRR8960113,pig gut metagenome
14,SRR14369188,pig gut metagenome
14,SRR8960477,pig gut metagenome
14,SRR26064554,pig gut metagenome
14,SRR8960114,pig gut metagenome
14,SRR17241604,pig gut metagenome
14,SRR26064565,pig gut metagenome
14,SRR8960835,pig gut metagenome
14,ERR1135288,pig gut metagenome
14,SRR11125511,pig gut metagenome
14,SRR8960496,pig gut metagenome
14,SRR25936394,pig gut metagenome
14,SRR25936192,pig gut metagenome
14,SRR25161322,pig gut metagenome
14,ERR8314769,pig gut metagenome
14,SRR14369234,pig gut metagenome
14,ERR1135334,pig gut metagenome
14,SRR8960468,pig gut metagenome
14,SRR8960558,pig gut metagenome
14,SRR13517630,pig gut metagenome
14,SRR22328049,pig gut metagenome
14,SRR8960866,pig gut metagenome
14,ERR1135336,pig gut metagenome
14,SRR8960629,pig gut metagenome
14,SRR8960407,pig gut metagenome
14,SRR11126459,pig gut metagenome
14,SRR11125046,pig gut metagenome
14,SRR11126318,pig gut metagenome
14,SRR11183426,pig gut metagenome
14,SRR17241627,pig gut metagenome
14,SRR17241507,pig gut metagenome
14,SRR25936244,pig gut metagenome
14,SRR11184101,pig gut metagenome
14,SRR17241545,pig gut metagenome
14,SRR27108379,pig gut metagenome
14,SRR8960284,pig gut metagenome
14,SRR8960148,pig gut metagenome
14,SRR8960336,pig gut metagenome
14,SRR26064570,pig gut metagenome
14,SRR20632239,pig gut metagenome
14,SRR11183307,pig gut metagenome
14,SRR8960253,pig gut metagenome
14,SRR11489749,pig gut metagenome
14,SRR8960367,pig gut metagenome
14,SRR25936275,pig gut metagenome
14,SRR8960749,pig gut metagenome
14,SRR8960133,pig gut metagenome
14,SRR27108406,pig gut metagenome
14,SRR25936346,pig gut metagenome
14,SRR8960236,pig gut metagenome
14,SRR11126445,pig gut metagenome
14,SRR8960254,pig gut metagenome
14,SRR17241693,pig gut metagenome
14,SRR8960554,pig gut metagenome
14,SRR11183411,pig gut metagenome
14,SRR8960898,pig gut metagenome
14,SRR17241645,pig gut metagenome
14,SRR8960109,pig gut metagenome
14,SRR25936236,pig gut metagenome
14,SRR8960547,pig gut metagenome
14,SRR8960241,pig gut metagenome
14,ERR12087266,pig gut metagenome
14,SRR8960476,pig gut metagenome
14,SRR8960331,pig gut metagenome
14,SRR11723728,pig gut metagenome
14,SRR8960883,pig gut metagenome
14,SRR8960170,pig gut metagenome
14,SRR14369245,pig gut metagenome
14,SRR8960736,pig gut metagenome
14,SRR11125031,pig gut metagenome
14,SRR14369135,pig gut metagenome
14,SRR11184083,pig gut metagenome
14,SRR25936271,pig gut metagenome
14,ERR1135221,pig gut metagenome
14,SRR20632265,pig gut metagenome
14,SRR17241605,pig gut metagenome
14,SRR14369210,pig gut metagenome
14,SRR11126471,pig gut metagenome
14,SRR8960751,pig gut metagenome
14,SRR17241615,pig gut metagenome
14,SRR25936310,pig gut metagenome
14,SRR17241664,pig gut metagenome
14,SRR26820265,pig gut metagenome
14,SRR14812355,pig gut metagenome
14,SRR11126013,pig gut metagenome
14,SRR11126227,pig gut metagenome
14,SRR8960107,pig gut metagenome
14,SRR16235697,pig gut metagenome
14,SRR11183440,pig gut metagenome
14,SRR11125478,pig gut metagenome
14,SRR11125476,pig gut metagenome
14,SRR26064576,pig gut metagenome
14,SRR11723738,pig gut metagenome
14,SRR8960093,pig gut metagenome
14,SRR8960783,pig gut metagenome
14,SRR26064513,pig gut metagenome
14,SRR26064564,pig gut metagenome
14,SRR25161325,pig gut metagenome
14,SRR17241536,pig gut metagenome
14,SRR25936324,pig gut metagenome
14,SRR8960679,pig gut metagenome
14,SRR8960574,pig gut metagenome
14,SRR8960950,pig gut metagenome
14,SRR14369264,pig gut metagenome
14,SRR11185257,pig gut metagenome
14,SRR26820233,pig gut metagenome
14,SRR22328055,pig gut metagenome
14,SRR20632258,pig gut metagenome
14,ERR1135291,pig gut metagenome
14,SRR20632244,pig gut metagenome
14,ERR1135247,pig gut metagenome
14,SRR27108365,pig gut metagenome
14,SRR8960447,pig gut metagenome
14,SRR8960748,pig gut metagenome
14,SRR8960156,pig gut metagenome
14,SRR20662452,pig gut metagenome
14,SRR27108422,pig gut metagenome
14,SRR11124756,pig gut metagenome
14,SRR14369208,pig gut metagenome
14,SRR26064479,pig gut metagenome
14,SRR25936410,pig gut metagenome
14,SRR14369153,pig gut metagenome
14,SRR26064472,pig gut metagenome
14,SRR17241563,pig gut metagenome
14,SRR22328056,pig gut metagenome
14,SRR11125259,pig gut metagenome
14,SRR11125403,pig gut metagenome
14,SRR8960142,pig gut metagenome
14,SRR8960523,pig gut metagenome
14,SRR17241527,pig gut metagenome
14,SRR17241694,pig gut metagenome
14,SRR14369260,pig gut metagenome
14,SRR11125347,pig gut metagenome
14,SRR25936257,pig gut metagenome
14,SRR26820230,pig gut metagenome
14,SRR8960568,pig gut metagenome
14,SRR22328035,pig gut metagenome
14,ERR1135219,pig gut metagenome
14,ERR1135368,pig gut metagenome
14,SRR8960269,pig gut metagenome
14,SRR8960719,pig gut metagenome
14,SRR8960083,pig gut metagenome
14,SRR11125357,pig gut metagenome
14,SRR11125820,pig gut metagenome
13,SRR8960788,pig gut metagenome
13,ERR1135285,pig gut metagenome
13,SRR11125973,pig gut metagenome
13,SRR8960382,pig gut metagenome
13,SRR11183306,pig gut metagenome
13,SRR27108374,pig gut metagenome
13,SRR26444596,pig gut metagenome
13,ERR1135257,pig gut metagenome
13,SRR8960484,pig gut metagenome
13,ERR1135272,pig gut metagenome
13,SRR20662468,pig gut metagenome
13,SRR7182041,pig gut metagenome
13,SRR25936391,pig gut metagenome
13,SRR11124877,pig gut metagenome
13,SRR11551380,pig gut metagenome
13,SRR2329775,pig gut metagenome
13,SRR8960938,pig gut metagenome
13,SRR11184095,pig gut metagenome
13,SRR8960626,pig gut metagenome
13,SRR12960527,pig gut metagenome
13,SRR8960727,pig gut metagenome
13,SRR8960791,pig gut metagenome
13,SRR8960948,pig gut metagenome
13,SRR8960203,pig gut metagenome
13,SRR13517655,pig gut metagenome
13,ERR8314789,pig gut metagenome
13,SRR8960780,pig gut metagenome
13,SRR25936242,pig gut metagenome
13,SRR17241585,pig gut metagenome
13,SRR8960429,pig gut metagenome
13,ERR3211954,pig gut metagenome
13,SRR2329609,pig gut metagenome
13,ERR1135264,pig gut metagenome
13,SRR11126066,pig gut metagenome
13,SRR11125758,pig gut metagenome
13,SRR26064489,pig gut metagenome
13,SRR22328034,pig gut metagenome
13,SRR27108358,pig gut metagenome
13,SRR11126352,pig gut metagenome
13,SRR23223850,pig gut metagenome
13,SRR11126296,pig gut metagenome
13,SRR8960373,pig gut metagenome
13,ERR8314781,pig gut metagenome
13,SRR11183881,pig gut metagenome
13,SRR11125232,pig gut metagenome
13,ERR1135292,pig gut metagenome
13,SRR14369205,pig gut metagenome
13,SRR25936209,pig gut metagenome
13,SRR8960710,pig gut metagenome
13,SRR11125863,pig gut metagenome
13,ERR1135315,pig gut metagenome
13,SRR11125111,pig gut metagenome
13,SRR11125887,pig gut metagenome
13,SRR26820289,pig gut metagenome
13,SRR25936292,pig gut metagenome
13,SRR13517632,pig gut metagenome
13,SRR25936332,pig gut metagenome
13,SRR11124803,pig gut metagenome
13,ERR1135318,pig gut metagenome
13,SRR8960889,pig gut metagenome
13,SRR26064487,pig gut metagenome
13,SRR11183481,pig gut metagenome
13,SRR11125494,pig gut metagenome
13,SRR8960131,pig gut metagenome
13,SRR11126129,pig gut metagenome
13,SRR11124752,pig gut metagenome
13,SRR26064569,pig gut metagenome
13,ERR8314762,pig gut metagenome
13,SRR12203217,pig gut metagenome
13,SRR15057919,pig gut metagenome
13,ERR1135338,pig gut metagenome
13,ERR8314779,pig gut metagenome
13,SRR17241675,pig gut metagenome
13,SRR10209670,pig gut metagenome
13,SRR8960084,pig gut metagenome
13,ERR8314740,pig gut metagenome
13,SRR25936211,pig gut metagenome
13,SRR8960195,pig gut metagenome
13,SRR26820199,pig gut metagenome
13,SRR11183514,pig gut metagenome
13,SRR11185260,pig gut metagenome
13,SRR11125283,pig gut metagenome
13,SRR11183447,pig gut metagenome
13,SRR8960348,pig gut metagenome
13,SRR11125340,pig gut metagenome
13,ERR1135263,pig gut metagenome
13,SRR7182034,pig gut metagenome
13,ERR8314775,pig gut metagenome
13,SRR17241579,pig gut metagenome
13,SRR11183560,pig gut metagenome
13,SRR11183431,pig gut metagenome
13,SRR8960483,pig gut metagenome
13,ERR1135230,pig gut metagenome
13,SRR5241538,pig gut metagenome
13,SRR11183749,pig gut metagenome
13,SRR11125898,pig gut metagenome
13,ERR1135454,pig gut metagenome
13,SRR8960904,pig gut metagenome
13,SRR26820268,pig gut metagenome
13,SRR15057931,pig gut metagenome
13,ERR1135298,pig gut metagenome
13,SRR11184114,pig gut metagenome
13,SRR13517646,pig gut metagenome
13,SRR8960320,pig gut metagenome
13,ERR1135301,pig gut metagenome
13,SRR20815125,pig gut metagenome
13,SRR8960372,pig gut metagenome
13,SRR11125322,pig gut metagenome
13,SRR12203206,pig gut metagenome
13,ERR1135249,pig gut metagenome
13,SRR11125896,pig gut metagenome
13,ERR8314763,pig gut metagenome
13,SRR19497812,pig gut metagenome
13,SRR8960559,pig gut metagenome
13,SRR8960346,pig gut metagenome
13,SRR8960959,pig gut metagenome
13,SRR8960671,pig gut metagenome
13,SRR11183354,pig gut metagenome
13,SRR11183631,pig gut metagenome
13,SRR13517659,pig gut metagenome
13,SRR8960512,pig gut metagenome
13,SRR26820263,pig gut metagenome
13,SRR8960617,pig gut metagenome
13,ERR1135366,pig gut metagenome
13,SRR26820188,pig gut metagenome
13,SRR11125796,pig gut metagenome
13,ERR1135241,pig gut metagenome
