acc,bases,bytes,cohort_sam,collection_date_sam,cohort,timepoint,sampling_time,cohort2,med_used,crate_before_start_of_the_trial_sam,cross_breed_sam,dna_plate_sam,dna_well_sam,dysentery_sam,env_biome_sam,env_feature_sam,env_material_sam,host_body_habitat_sam,host_diet_sam,host_last_meal_sam,host_life_stage_sam,host_sam,host_sex_sam,host_weight_sam,isolation_source_sam_ss_dpl262,lat_lon_sam,line_sam,nursing_dam_sam,pigpen_sam,sample_storage_temperature_sam,start_of_treatment_sam,stigdam__female_parent__sam,stigsire__male_parent__sam,tattoo_sam,primary_search
SRR8960902,8723780984,2976873471,['Neomycin+ColiGuard'],['2017-03-07'],end_treatment,28,week 5,14d after eot2,coliguard,A29,Large white x Duroc,plate_9,G1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],21.4,['29646'],['34.1273 S 150.7387 E'],326,60581,3F,-80C,42767,R03999,BB17642,29646,11098445
SRR8960904,3954854288,1278521554,['Neomycin+ColiGuard'],['2017-03-07'],end_treatment,28,week 5,14d after eot2,coliguard,B8,Duroc x Landrace,plate_10,D1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.2,['14261'],['34.1273 S 150.7387 E'],316,Y09733,3F,-80C,42767,Y09733,BR06957,14261,11098443
SRR8960905,3571250264,1175004581,['Neomycin+ColiGuard'],['2017-03-07'],end_treatment,28,week 5,14d after eot2,coliguard,B2,Duroc x Landrace,plate_10,B9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],15,['14186'],['34.1273 S 150.7387 E'],316,210747,3F,-80C,42767,210747,BR06957,14186,11098444
SRR11124683,1482527060,446856620,['ColiGuard'],['2017-03-08'],end_treatment,29,week 6,21d eot,coliguard,B42,Duroc x Landrace,plate_10,F2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],19.3,['14306'],['34.1273 S 150.7387 E'],316,21272,3B,-80C,42767,21272,BR07264,14306,11098459
SRR11125277,1372025260,436032271,['ColiGuard'],['2017-03-08'],end_treatment,29,week 6,21d eot,coliguard,B4,Duroc x Landrace,plate_10,A5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],18.5,['14183'],['34.1273 S 150.7387 E'],316,Y08266,3B,-80C,42767,210747,BR06957,14183,11098458
SRR11125695,1313273576,426037696,['ColiGuard'],['2017-03-08'],end_treatment,29,week 6,21d eot,coliguard,B4,Duroc x Landrace,plate_10,A5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],18.5,['14183'],['34.1273 S 150.7387 E'],316,Y08266,3B,-80C,42767,210747,BR06957,14183,11098458
SRR11125757,1441725652,445532824,['ColiGuard'],['2017-03-08'],end_treatment,29,week 6,21d eot,coliguard,B42,Duroc x Landrace,plate_10,F2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],19.3,['14306'],['34.1273 S 150.7387 E'],316,21272,3B,-80C,42767,21272,BR07264,14306,11098459
SRR11183855,1580830476,494931153,['ColiGuard'],['2017-03-08'],end_treatment,29,week 6,21d eot,coliguard,B42,Duroc x Landrace,plate_10,F2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],19.3,['14306'],['34.1273 S 150.7387 E'],316,21272,3B,-80C,42767,21272,BR07264,14306,11098459
SRR11183856,1421672852,467942235,['ColiGuard'],['2017-03-08'],end_treatment,29,week 6,21d eot,coliguard,B4,Duroc x Landrace,plate_10,A5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],18.5,['14183'],['34.1273 S 150.7387 E'],316,Y08266,3B,-80C,42767,210747,BR06957,14183,11098458
SRR8960143,5336853702,1730254573,['ColiGuard'],['2017-03-08'],end_treatment,29,week 6,21d eot,coliguard,B42,Duroc x Landrace,plate_10,F2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],19.3,['14306'],['34.1273 S 150.7387 E'],316,21272,3B,-80C,42767,21272,BR07264,14306,11098459
SRR8960144,3562677088,1156622558,['ColiGuard'],['2017-03-08'],end_treatment,29,week 6,21d eot,coliguard,B42,Duroc x Landrace,plate_9,A9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.4,['14308'],['34.1273 S 150.7387 E'],316,21272,3B,-80C,42767,21272,BR07264,14308,11098460
SRR8960487,6073287648,1968508270,['ColiGuard'],['2017-03-08'],end_treatment,29,week 6,21d eot,coliguard,B28,Duroc x Large white,plate_9,F3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],18.5,['29700'],['34.1273 S 150.7387 E'],326,315376,3B,-80C,42767,315376,BR05942,29700,11098461
SRR8960704,6528455706,2181971459,['ColiGuard'],['2017-03-08'],end_treatment,29,week 6,21d eot,coliguard,B4,Duroc x Landrace,plate_10,A5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],18.5,['14183'],['34.1273 S 150.7387 E'],316,Y08266,3B,-80C,42767,210747,BR06957,14183,11098458
SRR11125283,1630565648,489732330,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,B8,Duroc x Landrace,plate_10,D6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.2,['14262'],['34.1273 S 150.7387 E'],316,Y09733,2B,-80C,42767,Y09733,BR06957,14262,11098452
SRR11125284,1387977806,452139211,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,B27,Duroc x Landrace,plate_10,G1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],19.4,['14276'],['34.1273 S 150.7387 E'],316,210080,2B,-80C,42767,210080,BR06957,14276,11098451
SRR11125285,1331723662,403543629,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,A29,Large white x Duroc,plate_10,A1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.5,['29644'],['34.1273 S 150.7387 E'],326,60581,2B,-80C,42767,R03999,BB17642,29644,11098450
SRR11125701,1601258964,492435610,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,B8,Duroc x Landrace,plate_10,D6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.2,['14262'],['34.1273 S 150.7387 E'],316,Y09733,2B,-80C,42767,Y09733,BR06957,14262,11098452
SRR11125702,1307957772,433274721,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,B27,Duroc x Landrace,plate_10,G1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],19.4,['14276'],['34.1273 S 150.7387 E'],316,210080,2B,-80C,42767,210080,BR06957,14276,11098451
SRR11125703,1300985196,404186484,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,A29,Large white x Duroc,plate_10,A1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.5,['29644'],['34.1273 S 150.7387 E'],326,60581,2B,-80C,42767,R03999,BB17642,29644,11098450
SRR11183862,1761565698,548377567,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,B8,Duroc x Landrace,plate_10,D6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.2,['14262'],['34.1273 S 150.7387 E'],316,Y09733,2B,-80C,42767,Y09733,BR06957,14262,11098452
SRR11183864,1406903542,473199541,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,B27,Duroc x Landrace,plate_10,G1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],19.4,['14276'],['34.1273 S 150.7387 E'],316,210080,2B,-80C,42767,210080,BR06957,14276,11098451
SRR11183865,1430612354,449980682,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,A29,Large white x Duroc,plate_10,A1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.5,['29644'],['34.1273 S 150.7387 E'],326,60581,2B,-80C,42767,R03999,BB17642,29644,11098450
SRR11185247,28105284210,8754829713,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,B8,Duroc x Landrace,plate_10,D6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.2,['14262'],['34.1273 S 150.7387 E'],316,Y09733,2B,-80C,42767,Y09733,BR06957,14262,11098452
SRR8960199,5403790190,1753481604,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,A29,Large white x Duroc,plate_10,A1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.5,['29644'],['34.1273 S 150.7387 E'],326,60581,2B,-80C,42767,R03999,BB17642,29644,11098450
SRR8960752,5612072342,1814813297,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,B8,Duroc x Landrace,plate_10,D6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.2,['14262'],['34.1273 S 150.7387 E'],316,Y09733,2B,-80C,42767,Y09733,BR06957,14262,11098452
SRR8960755,2202631564,726955629,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,B15,Duroc x Large white,plate_9,C9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],12.5,['29765'],['34.1273 S 150.7387 E'],326,317019,2B,-80C,42767,317019,BR05942,29765,11098453
SRR8960819,7490742466,2536932311,['D-scour'],['2017-03-08'],end_treatment,29,week 6,21d eot,d-scour,B27,Duroc x Landrace,plate_10,G1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],19.4,['14276'],['34.1273 S 150.7387 E'],316,210080,2B,-80C,42767,210080,BR06957,14276,11098451
SRR11124677,2069804112,625875842,['Neomycin+ColiGuard'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,coliguard,B8,Duroc x Landrace,plate_9,D9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],23.7,['14260'],['34.1273 S 150.7387 E'],316,Y09733,3E,-80C,42767,Y09733,BR06957,14260,11098465
SRR11124680,1044889800,313699757,['Neomycin+ColiGuard'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,coliguard,B28,Duroc x Large white,plate_10,H3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],16.7,['29702'],['34.1273 S 150.7387 E'],326,315376,3E,-80C,42767,315376,BR05942,29702,11098462
SRR11125751,2022282600,627796673,['Neomycin+ColiGuard'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,coliguard,B8,Duroc x Landrace,plate_9,D9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],23.7,['14260'],['34.1273 S 150.7387 E'],316,Y09733,3E,-80C,42767,Y09733,BR06957,14260,11098465
SRR11183847,2238403162,704038809,['Neomycin+ColiGuard'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,coliguard,B8,Duroc x Landrace,plate_9,D9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],23.7,['14260'],['34.1273 S 150.7387 E'],316,Y09733,3E,-80C,42767,Y09733,BR06957,14260,11098465
SRR11183850,1080577442,336919030,['Neomycin+ColiGuard'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,coliguard,B28,Duroc x Large white,plate_10,H3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],16.7,['29702'],['34.1273 S 150.7387 E'],326,315376,3E,-80C,42767,315376,BR05942,29702,11098462
SRR8960139,3828298168,1230835172,['Neomycin+ColiGuard'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,coliguard,B13,Large white x Duroc,plate_9,C1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],16.8,['29715'],['34.1273 S 150.7387 E'],326,Y08843,3E,-80C,42767,40519,BB19727,29715,11098463
SRR8960140,6386212196,2145415808,['Neomycin+ColiGuard'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,coliguard,B2,Duroc x Landrace,plate_9,H10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],18.9,['14195'],['34.1273 S 150.7387 E'],316,210747,3E,-80C,42767,210747,BR06957,14195,11098464
SRR8960141,3216079842,1052296047,['Neomycin+ColiGuard'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,coliguard,B8,Duroc x Landrace,plate_9,D9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],23.7,['14260'],['34.1273 S 150.7387 E'],316,Y09733,3E,-80C,42767,Y09733,BR06957,14260,11098465
SRR8960489,5884781664,1894695696,['Neomycin+ColiGuard'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,coliguard,B28,Duroc x Large white,plate_10,H3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],16.7,['29702'],['34.1273 S 150.7387 E'],326,315376,3E,-80C,42767,315376,BR05942,29702,11098462
SRR11125278,1355795780,422419801,['Neomycin+D-scour'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,d-scour,B6,Duroc x Large white,plate_10,C8,1,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],24.1,['29865'],['34.1273 S 150.7387 E'],326,910916,2E,-80C,42767,314656,BR05942,29865,11098457
SRR11125281,1189054332,360221903,['Neomycin+D-scour'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,d-scour,B22,Duroc x Large white,plate_10,H6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],16.8,['29951'],['34.1273 S 150.7387 E'],326,32810,2E,-80C,42767,315132,BR07264,29951,11098454
SRR11125696,1253988258,399136475,['Neomycin+D-scour'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,d-scour,B6,Duroc x Large white,plate_10,C8,1,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],24.1,['29865'],['34.1273 S 150.7387 E'],326,910916,2E,-80C,42767,314656,BR05942,29865,11098457
SRR11125699,1167230906,363008692,['Neomycin+D-scour'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,d-scour,B22,Duroc x Large white,plate_10,H6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],16.8,['29951'],['34.1273 S 150.7387 E'],326,32810,2E,-80C,42767,315132,BR07264,29951,11098454
SRR11183857,1360853374,439147246,['Neomycin+D-scour'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,d-scour,B6,Duroc x Large white,plate_10,C8,1,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],24.1,['29865'],['34.1273 S 150.7387 E'],326,910916,2E,-80C,42767,314656,BR05942,29865,11098457
SRR11183860,1273364578,401001859,['Neomycin+D-scour'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,d-scour,B22,Duroc x Large white,plate_10,H6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],16.8,['29951'],['34.1273 S 150.7387 E'],326,32810,2E,-80C,42767,315132,BR07264,29951,11098454
SRR11185226,17561471838,5534662203,['Neomycin+D-scour'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,d-scour,B22,Duroc x Large white,plate_10,H6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],16.8,['29951'],['34.1273 S 150.7387 E'],326,32810,2E,-80C,42767,315132,BR07264,29951,11098454
SRR11185250,19603415846,6330157642,['Neomycin+D-scour'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,d-scour,B6,Duroc x Large white,plate_10,C8,1,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],24.1,['29865'],['34.1273 S 150.7387 E'],326,910916,2E,-80C,42767,314656,BR05942,29865,11098457
SRR8960647,4098650682,1325254969,['Neomycin+D-scour'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,d-scour,A31,Duroc x Large white,plate_9,H4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],17,['29934'],['34.1273 S 150.7387 E'],326,B11614,2E,-80C,42767,B11614,BR06957,29934,11098456
SRR8960731,5944832854,1954286145,['Neomycin+D-scour'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,d-scour,B6,Duroc x Large white,plate_10,C8,1,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],24.1,['29865'],['34.1273 S 150.7387 E'],326,910916,2E,-80C,42767,314656,BR05942,29865,11098457
SRR8960753,4410838954,1420380123,['Neomycin+D-scour'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,d-scour,B48,Duroc x Large white,plate_9,H7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],22.6,['29703'],['34.1273 S 150.7387 E'],326,319427,2E,-80C,42767,315376,BR05942,29703,11098455
SRR8960754,3914836872,1276548908,['Neomycin+D-scour'],['2017-03-08'],end_treatment,29,week 6,15d after eot2,d-scour,B22,Duroc x Large white,plate_10,H6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],16.8,['29951'],['34.1273 S 150.7387 E'],326,32810,2E,-80C,42767,315132,BR07264,29951,11098454
SRR11124671,1144528660,348555101,['Control'],['2017-03-09'],control,30,week 6,22d eot,control,B2,Duroc x Landrace,plate_10,F10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.1,['14187'],['34.1273 S 150.7387 E'],316,210747,1A,-80C,42767,210747,BR06957,14187,11098469
SRR11124675,1768139332,535495135,['Control'],['2017-03-09'],control,30,week 6,22d eot,control,B31,Duroc x Landrace,plate_9,D7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],16.1,['14322'],['34.1273 S 150.7387 E'],316,21560,1A,-80C,42767,21560,BR06957,14322,11098467
SRR11125745,1091600744,340812619,['Control'],['2017-03-09'],control,30,week 6,22d eot,control,B2,Duroc x Landrace,plate_10,F10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.1,['14187'],['34.1273 S 150.7387 E'],316,210747,1A,-80C,42767,210747,BR06957,14187,11098469
SRR11125749,1684150112,523743891,['Control'],['2017-03-09'],control,30,week 6,22d eot,control,B31,Duroc x Landrace,plate_9,D7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],16.1,['14322'],['34.1273 S 150.7387 E'],316,21560,1A,-80C,42767,21560,BR06957,14322,11098467
SRR11183811,1194372552,377784380,['Control'],['2017-03-09'],control,30,week 6,22d eot,control,B2,Duroc x Landrace,plate_10,F10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.1,['14187'],['34.1273 S 150.7387 E'],316,210747,1A,-80C,42767,210747,BR06957,14187,11098469
SRR11183845,1867166340,588438354,['Control'],['2017-03-09'],control,30,week 6,22d eot,control,B31,Duroc x Landrace,plate_9,D7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],16.1,['14322'],['34.1273 S 150.7387 E'],316,21560,1A,-80C,42767,21560,BR06957,14322,11098467
SRR11185237,16528932630,5230854899,['Control'],['2017-03-09'],control,30,week 6,22d eot,control,B2,Duroc x Landrace,plate_10,F10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.1,['14187'],['34.1273 S 150.7387 E'],316,210747,1A,-80C,42767,210747,BR06957,14187,11098469
SRR8960236,4868428448,1582668824,['Control'],['2017-03-09'],control,30,week 6,22d eot,control,B26,Duroc x Large white,plate_9,H2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],26.1,['29707'],['34.1273 S 150.7387 E'],326,32771,1A,-80C,42767,315376,BR05942,29707,11098466
SRR8960510,6064595786,2014733021,['Control'],['2017-03-09'],control,30,week 6,22d eot,control,B50,Duroc x Large white,plate_9,H9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],17.1,['29913'],['34.1273 S 150.7387 E'],326,315875,1A,-80C,42767,315875,BR05918,29913,11098468
SRR8960798,5597938138,1821700982,['Control'],['2017-03-09'],control,30,week 6,22d eot,control,B2,Duroc x Landrace,plate_10,F10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],20.1,['14187'],['34.1273 S 150.7387 E'],316,210747,1A,-80C,42767,210747,BR06957,14187,11098469
SRR8960818,4658652000,1514526504,['Control'],['2017-03-09'],control,30,week 6,22d eot,control,B31,Duroc x Landrace,plate_9,D7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],16.1,['14322'],['34.1273 S 150.7387 E'],316,21560,1A,-80C,42767,21560,BR06957,14322,11098467
SRR11124667,1054286228,315713123,['D-scour'],['2017-03-09'],end_treatment,30,week 6,22d eot,d-scour,A37,Duroc x Large white,plate_10,F1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],15.2,['29875'],['34.1273 S 150.7387 E'],326,319096,2A,-80C,42767,32650,BR05918,29875,11098473
SRR11124668,2089435018,633083426,['D-scour'],['2017-03-09'],end_treatment,30,week 6,22d eot,d-scour,B44,Duroc x Large white,plate_9,E9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],18.8,['29752'],['34.1273 S 150.7387 E'],326,B11439,2A,-80C,42767,B11439,BR05942,29752,11098472
SRR11124669,1481360132,442367447,['D-scour'],['2017-03-09'],end_treatment,30,week 6,22d eot,d-scour,B4,Duroc x Landrace,plate_10,B1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],21.3,['14205'],['34.1273 S 150.7387 E'],316,Y08266,2A,-80C,42767,Y08266,BR06957,14205,11098471
SRR11125741,1034396206,317877615,['D-scour'],['2017-03-09'],end_treatment,30,week 6,22d eot,d-scour,A37,Duroc x Large white,plate_10,F1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],15.2,['29875'],['34.1273 S 150.7387 E'],326,319096,2A,-80C,42767,32650,BR05918,29875,11098473
SRR11125742,2071736610,644156135,['D-scour'],['2017-03-09'],end_treatment,30,week 6,22d eot,d-scour,B44,Duroc x Large white,plate_9,E9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],18.8,['29752'],['34.1273 S 150.7387 E'],326,B11439,2A,-80C,42767,B11439,BR05942,29752,11098472
SRR11125743,1362882814,417144675,['D-scour'],['2017-03-09'],end_treatment,30,week 6,22d eot,d-scour,B4,Duroc x Landrace,plate_10,B1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],21.3,['14205'],['34.1273 S 150.7387 E'],316,Y08266,2A,-80C,42767,Y08266,BR06957,14205,11098471
SRR11183806,1143214356,355757524,['D-scour'],['2017-03-09'],end_treatment,30,week 6,22d eot,d-scour,A37,Duroc x Large white,plate_10,F1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],15.2,['29875'],['34.1273 S 150.7387 E'],326,319096,2A,-80C,42767,32650,BR05918,29875,11098473
SRR11183807,2298754540,723587744,['D-scour'],['2017-03-09'],end_treatment,30,week 6,22d eot,d-scour,B44,Duroc x Large white,plate_9,E9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],18.8,['29752'],['34.1273 S 150.7387 E'],326,B11439,2A,-80C,42767,B11439,BR05942,29752,11098472
SRR11183809,1499383492,464535280,['D-scour'],['2017-03-09'],end_treatment,30,week 6,22d eot,d-scour,B4,Duroc x Landrace,plate_10,B1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],21.3,['14205'],['34.1273 S 150.7387 E'],316,Y08266,2A,-80C,42767,Y08266,BR06957,14205,11098471
