acc,bases,bytes,cohort_sam,collection_date_sam,cohort,timepoint,sampling_time,cohort2,med_used,crate_before_start_of_the_trial_sam,cross_breed_sam,dna_plate_sam,dna_well_sam,dysentery_sam,env_biome_sam,env_feature_sam,env_material_sam,host_body_habitat_sam,host_diet_sam,host_last_meal_sam,host_life_stage_sam,host_sam,host_sex_sam,host_weight_sam,isolation_source_sam_ss_dpl262,lat_lon_sam,line_sam,nursing_dam_sam,pigpen_sam,sample_storage_temperature_sam,start_of_treatment_sam,stigdam__female_parent__sam,stigsire__male_parent__sam,tattoo_sam,primary_search
SRR11125159,1298086298,392613393,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['40486'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098535
SRR11125160,1313062176,406965849,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B11614'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098534
SRR11125162,1008733152,303502033,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315132'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098532
SRR11125163,1482338310,462945082,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,C8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['40519'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098531
SRR11125164,1137855668,365058590,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,G7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315376'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098530
SRR11125165,1277794012,384394938,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,F10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['210080'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098529
SRR11125167,1185642638,403421138,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315649'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098528
SRR11125169,1555526198,483640634,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,G7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['212211'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098526
SRR11125170,1351547244,408609302,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315286'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098525
SRR11125171,1011853114,302709545,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['21272'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098524
SRR11125173,1880551584,566503528,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B12474'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098522
SRR11125174,1047532300,324836969,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,D10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B11802'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098521
SRR11125175,1194517512,358562901,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['R03999'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098520
SRR11125179,1125851772,363781031,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['408216'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098517
SRR11125533,1489945690,462063089,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32810'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098515
SRR11125534,1350407496,402781565,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,E2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['316703'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098514
SRR11125535,1152691116,345333238,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['Y08843'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098513
SRR11125537,1483198104,444277492,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32719'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098511
SRR11125539,1485153554,448235108,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['319096'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098509
SRR11125542,1098476982,330409911,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,F5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['314531'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098507
SRR11125544,1404234466,420244822,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,G4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32650'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098505
SRR11125546,1342010386,404724633,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['317019'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098503
SRR11125548,1337670646,401578022,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['P03694'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098501
SRR11125550,1283503926,383853035,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B11439'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098499
SRR11125554,1208333408,375676296,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['210747'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098496
SRR11125555,1496847296,448038629,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['910916'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098495
SRR11125663,1422708108,451092823,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32810'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098515
SRR11125664,1343548472,411411750,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,E2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['316703'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098514
SRR11125665,1110100056,341010018,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['Y08843'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098513
SRR11125667,1391958468,427645184,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32719'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098511
SRR11125669,1414924964,438076819,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['319096'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098509
SRR11125672,1057819930,326538812,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,F5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['314531'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098507
SRR11125674,1378389306,423295666,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,G4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32650'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098505
SRR11125676,1283646470,397220084,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['317019'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098503
SRR11125678,1287488816,396398281,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['P03694'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098501
SRR11125680,1243064918,381173279,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B11439'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098499
SRR11125684,1137608330,361548718,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['210747'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098496
SRR11125685,1438218526,441773836,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['910916'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098495
SRR11126265,1247053734,386686528,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['40486'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098535
SRR11126266,1229456496,390058170,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B11614'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098534
SRR11126269,1394117164,445375412,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,C8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['40519'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098531
SRR11126270,1081797522,355160120,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,G7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315376'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098530
SRR11126271,1228030150,379226485,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,F10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['210080'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098529
SRR11126273,1116986562,384783049,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315649'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098528
SRR11126275,1509779540,481274919,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,G7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['212211'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098526
SRR11126276,1267473766,393162163,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315286'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098525
SRR11126279,1781487128,550417333,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B12474'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098522
SRR11126281,1152696854,355232051,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['R03999'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098520
SRR11126285,1081721418,358024497,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['408216'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098517
SRR11183674,1366845054,429356896,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['40486'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098535
SRR11183675,1338861734,430890795,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B11614'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098534
SRR11183677,1040385168,325302747,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315132'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098532
SRR11183679,1537790644,498213857,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,C8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['40519'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098531
SRR11183680,1180578098,392788288,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,G7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315376'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098530
SRR11183681,1366948942,427394316,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,F10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['210080'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098529
SRR11183682,1174141270,410057919,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315649'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098528
SRR11183716,1673163352,539707800,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,G7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['212211'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098526
SRR11183717,1392718904,437536136,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315286'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098525
SRR11183718,1089840990,338447789,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['21272'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098524
SRR11183720,1964323968,614782500,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B12474'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098522
SRR11183722,1101344472,353784203,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,D10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B11802'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098521
SRR11183723,1260277106,393095025,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['R03999'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098520
SRR11183726,1186461058,398101244,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['408216'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098517
SRR11183728,1552424658,498385469,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32810'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098515
SRR11183729,1496109812,463494824,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_9,E2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['316703'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098514
SRR11183730,1214866876,377775415,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['Y08843'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098513
SRR11183733,1527030686,474852041,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32719'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098511
SRR11183735,1543352276,484091076,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['319096'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098509
SRR11183737,1157850484,361693198,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,F5,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['314531'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098507
SRR11183739,1512290972,470198803,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,G4,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32650'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098505
SRR11183741,1408156238,441310440,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E2,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['317019'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098503
SRR11183744,1415030362,440953155,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['P03694'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098501
SRR11183746,1372229110,426028498,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B11439'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098499
SRR11183781,1237621972,398560294,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['210747'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098496
SRR11183782,1589006220,493931759,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['910916'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098495
SRR11185230,21420813794,7114905876,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,G7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['315376'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098530
SRR11185233,9982430612,3114148282,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,A8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['Y08843'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098513
SRR11185241,22787431442,7087048947,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['910916'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098495
SRR11185242,20683431568,6508216766,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,E10,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['40486'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098535
SRR11185243,21782809718,6831648115,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['319096'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098509
SRR11185245,22670641398,7288127132,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,D8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B11614'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098534
SRR11185249,20990969946,6581706597,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C9,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B12474'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098522
SRR11185251,20340767268,6531152681,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,C7,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['32810'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098515
SRR11185257,19697714742,6129133016,['Mothers'],['2017-01-30'],mother,1,t0,mother,mother,,not available,plate_10,B8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Sow,['Porcine'],['female'],not available,['B11439'],['missing'],not available,,nan,-80C,nan,not available,not available,,11098499
