basename,mags_and_gtdb,gtdb,mags_and_gtdbreps,gtdb_reps,mag_only
ERR1135178,0.776361833,0.744442494,0.713527646,0.591457765,0.410509886
ERR1135179,0.700265501,0.673775077,0.659402923,0.554510129,0.365497445
ERR1135180,0.660430207,0.62584017,0.645118442,0.534587345,0.360695325
ERR1135181,0.707528353,0.672563955,0.678215969,0.557689637,0.389273634
ERR1135182,0.689883668,0.654850906,0.667836944,0.559868774,0.362759171
ERR1135183,0.694171276,0.659367957,0.663812579,0.550454283,0.35417502
ERR1135184,0.714194105,0.682742792,0.667134542,0.555180391,0.399714404
ERR1135185,0.75103006,0.729037822,0.697880896,0.579382639,0.416398991
ERR1135186,0.877321572,0.866627451,0.79555276,0.692558981,0.458325889
ERR1135187,0.67739516,0.638166354,0.665569265,0.537796963,0.349281404
ERR1135188,0.656958127,0.617527851,0.650807998,0.538737288,0.310274506
ERR1135189,0.664179234,0.620226877,0.626829472,0.498907618,0.39969558
ERR1135190,0.719257522,0.684126638,0.677262213,0.55909409,0.433044882
ERR1135191,0.708701385,0.673177828,0.665650043,0.535542985,0.432183992
ERR1135192,0.703142777,0.66388922,0.672960725,0.549070558,0.408939718
ERR1135193,0.720898193,0.682703697,0.685702224,0.562822855,0.391066522
ERR1135194,0.741040332,0.703208529,0.697900616,0.566317061,0.423930244
ERR1135195,0.672097159,0.63478442,0.642589364,0.53013582,0.386433157
ERR1135196,0.835802534,0.811891629,0.776332515,0.648859824,0.484800384
ERR1135197,0.808987786,0.762108662,0.756667728,0.620306377,0.465424443
ERR1135198,0.739710297,0.707741088,0.689408181,0.565573984,0.455917356
ERR1135199,0.743365201,0.701044029,0.692188355,0.550635164,0.446282485
ERR1135200,0.728470278,0.691658059,0.686486532,0.56396508,0.408693618
ERR1135201,0.691427229,0.657058707,0.662290894,0.54805566,0.341787625
ERR1135202,0.641987109,0.597878595,0.609066489,0.497910408,0.36590776
ERR1135203,0.661342862,0.62175398,0.636791782,0.516082659,0.322889169
ERR1135204,0.673207071,0.632641488,0.631120198,0.512040755,0.361890924
ERR1135205,0.829090583,0.773218478,0.771481198,0.620637047,0.500973054
ERR1135206,0.75246008,0.714056275,0.713861254,0.589062145,0.438451613
ERR1135207,0.658791254,0.610129863,0.627702455,0.497777598,0.297385875
ERR1135208,0.686117203,0.636702512,0.648043955,0.524982558,0.326762058
ERR1135209,0.669445031,0.61821227,0.654993568,0.527067819,0.349140476
ERR1135210,0.660769592,0.62188772,0.625912142,0.510064978,0.306097979
ERR1135211,0.68463012,0.637144297,0.664461525,0.540697674,0.377682659
ERR1135212,0.618640274,0.561477037,0.617177813,0.498791599,0.303886763
ERR1135213,0.687160933,0.648798189,0.667733398,0.554220603,0.343266148
ERR1135214,0.81123785,0.791281503,0.751177517,0.634373717,0.463757372
ERR1135215,0.835568946,0.818898516,0.781613788,0.677659678,0.434486212
ERR1135216,0.760521498,0.739060599,0.697808996,0.589528035,0.439283352
ERR1135217,0.761772785,0.740262286,0.708416707,0.594599032,0.411420568
ERR1135218,0.764524753,0.743301078,0.714070324,0.599584643,0.413866412
ERR1135219,0.70471712,0.676987368,0.636355794,0.528888702,0.398326858
ERR1135220,0.772581707,0.74977553,0.703082049,0.591322892,0.417281184
ERR1135221,0.840384642,0.830803917,0.77059818,0.678863389,0.404767564
ERR1135222,0.848536486,0.836828372,0.770429355,0.680925694,0.394824655
ERR1135223,0.674852791,0.64378965,0.624053646,0.514297671,0.41088393
ERR1135224,0.779027689,0.757351399,0.738399117,0.617287559,0.412736794
ERR1135225,0.704139198,0.674676249,0.657350375,0.543355587,0.408461646
ERR1135226,0.771291788,0.754105636,0.699265938,0.590698033,0.373934625
ERR1135227,0.790258225,0.774441852,0.730675027,0.625787503,0.388542247
ERR1135228,0.744829767,0.722996627,0.69148349,0.58029207,0.394269597
ERR1135229,0.618516184,0.58961363,0.582566034,0.476315716,0.336178644
ERR1135230,0.638385372,0.607746317,0.610093999,0.503296843,0.338167401
ERR1135231,0.674937912,0.650788511,0.648676777,0.544069105,0.33381867
ERR1135232,0.699991658,0.675242306,0.660281363,0.549112567,0.36468163
ERR1135233,0.670397905,0.646810174,0.626515841,0.516781633,0.317556789
ERR1135234,0.703107622,0.678868492,0.665147201,0.557403252,0.359554095
ERR1135235,0.653026349,0.616672386,0.618673692,0.507297497,0.405654913
ERR1135236,0.758732972,0.738236927,0.702091409,0.600347526,0.396166817
ERR1135237,0.663691396,0.633942089,0.617607886,0.513295942,0.387961105
ERR1135238,0.684979363,0.655527795,0.643048801,0.532413125,0.400193839
ERR1135239,0.619613162,0.585351951,0.582486954,0.474388253,0.373376314
ERR1135240,0.811724466,0.797931909,0.751829304,0.647691652,0.445377529
ERR1135241,0.762270888,0.751493605,0.690124067,0.599010745,0.411577346
ERR1135242,0.734545747,0.709386816,0.683583667,0.572863055,0.416328943
ERR1135243,0.773118507,0.756496567,0.711582872,0.60909699,0.428771584
ERR1135244,0.81023949,0.79543949,0.747755419,0.637803328,0.40307907
ERR1135245,0.611322309,0.573634507,0.563584674,0.448440523,0.42245815
ERR1135246,0.737301307,0.717364343,0.689496217,0.582896233,0.401473698
ERR1135247,0.722170458,0.690000362,0.664048398,0.543522445,0.407506926
ERR1135248,0.691313812,0.664864028,0.649969435,0.543058153,0.393760509
ERR1135249,0.758959461,0.735180462,0.694395503,0.590943185,0.395219598
ERR1135250,0.656302804,0.621015928,0.618786612,0.50582201,0.336068652
ERR1135251,0.617431969,0.580955461,0.593519591,0.483078423,0.321113617
ERR1135252,0.665506151,0.627232622,0.638909001,0.521163748,0.340241737
ERR1135253,0.600031958,0.567470846,0.584266561,0.482536317,0.265260951
ERR1135254,0.693067976,0.661758686,0.663587449,0.546127271,0.337279937
ERR1135255,0.687398992,0.653925808,0.670813084,0.559029497,0.354804241
ERR1135256,0.832597372,0.808223035,0.77313152,0.65501665,0.435589026
ERR1135257,0.775759715,0.741073505,0.740321553,0.61308337,0.411788205
ERR1135258,0.643969669,0.608602114,0.622106825,0.508801157,0.324995077
ERR1135259,0.614128368,0.556188232,0.611441021,0.483197826,0.278539899
ERR1135260,0.564369698,0.522507119,0.567486609,0.463665026,0.249561171
ERR1135261,0.679535391,0.642238872,0.660016564,0.547941906,0.314162306
ERR1135262,0.602446549,0.545963221,0.605872433,0.491544926,0.250010335
ERR1135263,0.804752046,0.769207215,0.749803638,0.623995441,0.401684859
ERR1135264,0.733343682,0.691761102,0.699813436,0.570007129,0.341310126
ERR1135265,0.75820448,0.712952426,0.724350454,0.587489475,0.362068966
ERR1135266,0.7701071,0.744485118,0.718811911,0.604304908,0.384887143
ERR1135267,0.806452711,0.775016176,0.754540884,0.630873631,0.397330002
ERR1135268,0.878028172,0.863468561,0.808165445,0.691359207,0.458389213
ERR1135269,0.802413975,0.778820746,0.728053307,0.598550255,0.493913391
ERR1135270,0.763002845,0.727594191,0.712283598,0.58874133,0.439975014
ERR1135271,0.867236413,0.849441995,0.80209415,0.68696381,0.477603351
ERR1135272,0.893497755,0.880938335,0.813942784,0.698648512,0.462492617
ERR1135273,0.876796448,0.851306922,0.80457276,0.676496398,0.481793556
ERR1135274,0.830327828,0.811803303,0.756229365,0.649221707,0.461213664
ERR1135275,0.825455766,0.799718256,0.777706907,0.648027998,0.423493209
ERR1135276,0.825748458,0.799646854,0.766013437,0.641998627,0.445123638
ERR1135277,0.78624529,0.755102847,0.731891933,0.587933385,0.442816127
ERR1135278,0.77397746,0.75276109,0.715894566,0.606260411,0.350350994
ERR1135279,0.692220333,0.662801745,0.666386366,0.548986026,0.339558555
ERR1135280,0.715750752,0.679736757,0.695346654,0.579584552,0.394965709
ERR1135281,0.762329859,0.734113258,0.714745814,0.58900187,0.43320689
ERR1135282,0.654737372,0.621558857,0.642190889,0.531259532,0.352456734
ERR1135283,0.639060934,0.597424925,0.616815336,0.506074285,0.34815473
ERR1135284,0.659049233,0.623956548,0.637985294,0.52980337,0.359355755
ERR1135285,0.615483132,0.580533911,0.617889957,0.514426085,0.303546502
ERR1135286,0.649830578,0.614209561,0.649882166,0.539349296,0.318260802
ERR1135287,0.790592193,0.766577831,0.738481842,0.622530263,0.390538889
ERR1135288,0.684258294,0.657455683,0.657787022,0.551843136,0.34773807
ERR1135289,0.641204842,0.606681253,0.626476588,0.512832749,0.332447922
ERR1135290,0.659643391,0.625097947,0.644409601,0.531759523,0.343980491
ERR1135291,0.730012157,0.704340331,0.691709372,0.580160119,0.36207807
ERR1135292,0.666319332,0.638373218,0.645225301,0.536983093,0.341036248
ERR1135293,0.719715794,0.689988752,0.669510618,0.553639023,0.39897573
ERR1135294,0.807485222,0.787689165,0.758534421,0.647777663,0.398290546
ERR1135295,0.682665393,0.648819782,0.624781035,0.511289178,0.398038105
ERR1135296,0.751561598,0.728529836,0.702520276,0.59193719,0.375864951
ERR1135297,0.736759504,0.71547311,0.691242371,0.586345648,0.358916808
ERR1135298,0.543578534,0.498715174,0.538180575,0.432040547,0.311780398
ERR1135299,0.590634867,0.547885272,0.571713137,0.462137479,0.336301071
ERR1135300,0.659858732,0.626055822,0.639634785,0.52653019,0.340867025
ERR1135301,0.668815551,0.637179007,0.639149076,0.529320748,0.349187589
ERR1135302,0.694520053,0.659199017,0.662892042,0.550030518,0.351010042
ERR1135303,0.717132068,0.687618136,0.685886941,0.574383775,0.359531023
ERR1135304,0.760303346,0.733750332,0.715578116,0.594688783,0.396503598
ERR1135305,0.741878791,0.71181192,0.708968968,0.588308365,0.390615182
ERR1135306,0.645543559,0.610625671,0.626820576,0.521127138,0.350151006
ERR1135307,0.714838509,0.684103292,0.678676752,0.569702042,0.364024746
ERR1135308,0.750611897,0.721624038,0.718497249,0.600304488,0.374083641
ERR1135309,0.611721564,0.571814672,0.60014556,0.491124975,0.338142996
ERR1135310,0.60526641,0.56568485,0.603357249,0.495029351,0.319635737
ERR1135311,0.596440993,0.557555551,0.586321656,0.478677036,0.342978685
ERR1135312,0.676657946,0.644053535,0.655732286,0.546273066,0.336334437
ERR1135313,0.758854662,0.729977235,0.730012963,0.616800095,0.361398542
ERR1135314,0.621988984,0.584826968,0.616189462,0.502255299,0.330204888
ERR1135315,0.697407579,0.665087857,0.668247606,0.559994874,0.329472871
ERR1135316,0.753900848,0.724651011,0.714632191,0.599075351,0.385527931
ERR1135317,0.672537659,0.635613832,0.652689717,0.539327764,0.358440159
ERR1135318,0.583041858,0.541145379,0.584719574,0.485327205,0.316557599
ERR1135319,0.536591793,0.490813671,0.53650663,0.433112126,0.328788852
ERR1135320,0.675616556,0.64114729,0.643304311,0.53507815,0.380360249
ERR1135321,0.643162728,0.605306154,0.632885619,0.529258658,0.345768811
ERR1135322,0.595414978,0.556602071,0.588358775,0.479799029,0.334569065
ERR1135323,0.741600091,0.713795495,0.700781164,0.585035021,0.393061069
ERR1135324,0.682546489,0.642371942,0.662831349,0.546604214,0.376912825
ERR1135325,0.662791493,0.61926888,0.64990051,0.534480045,0.353949156
ERR1135326,0.772465013,0.744859294,0.731077171,0.614657614,0.408168632
ERR1135327,0.650524268,0.612419733,0.642509703,0.534995309,0.330618035
ERR1135328,0.722816446,0.665942847,0.684894694,0.546214315,0.420563421
ERR1135329,0.638275226,0.587239538,0.629123044,0.51454653,0.31885036
ERR1135330,0.719732642,0.68762251,0.67377818,0.562776214,0.369082247
ERR1135331,0.66004534,0.622615134,0.641456543,0.530528948,0.327787207
ERR1135332,0.721288529,0.687680388,0.692936965,0.57795351,0.366154005
ERR1135333,0.669592866,0.636133788,0.646064275,0.540800203,0.345299615
ERR1135334,0.791046152,0.767014272,0.742277447,0.634220539,0.372030848
ERR1135335,0.711700147,0.682535284,0.681328177,0.575811139,0.35153638
ERR1135336,0.708735046,0.676510474,0.666015212,0.559804821,0.375826594
ERR1135337,0.720989616,0.687243621,0.691873405,0.578169631,0.352145352
ERR1135338,0.664192152,0.628649362,0.648967178,0.535642566,0.355789192
ERR1135339,0.75542839,0.723268469,0.718151566,0.598346431,0.407976415
ERR1135340,0.703647419,0.665583886,0.693417226,0.576768341,0.340670929
ERR1135341,0.740494314,0.711148284,0.706176737,0.592941941,0.376222829
ERR1135342,0.74371985,0.713440283,0.711822958,0.586028309,0.38045738
ERR1135343,0.629317829,0.583906977,0.61791942,0.497971921,0.332245489
ERR1135344,0.757683957,0.729373254,0.711514771,0.597238985,0.388630627
ERR1135345,0.727819953,0.69923791,0.68925112,0.582783359,0.347536625
ERR1135346,0.750940006,0.723920693,0.700026573,0.589990873,0.367058467
ERR1135347,0.736450169,0.6524942,0.711223764,0.550310626,0.374366123
ERR1135348,0.704111352,0.666452873,0.671313816,0.556984182,0.374172363
ERR1135349,0.794995582,0.773110238,0.738189295,0.631282227,0.36717811
ERR1135350,0.691290248,0.655544603,0.650770218,0.53693096,0.387967599
ERR1135351,0.701795865,0.672226047,0.669822617,0.563004447,0.361118719
ERR1135352,0.661464857,0.620150805,0.636806732,0.52561209,0.370663198
ERR1135353,0.539631986,0.497537348,0.560913247,0.46587659,0.263154828
ERR1135354,0.664675973,0.621960533,0.653570087,0.538590239,0.345321606
ERR1135355,0.612107957,0.576159264,0.607327494,0.506164329,0.320216086
ERR1135356,0.609048528,0.559407443,0.607813052,0.492375732,0.307543557
ERR1135357,0.577893754,0.527689917,0.587720204,0.487864961,0.265851571
ERR1135358,0.649413658,0.610688418,0.636857424,0.533427634,0.313356444
ERR1135359,0.598745351,0.55666388,0.608482624,0.505837952,0.303372876
ERR1135360,0.58023911,0.530290815,0.5805449,0.470809181,0.302662768
ERR1135361,0.590485266,0.532486324,0.599407789,0.488752677,0.285146969
ERR1135362,0.606076879,0.561634209,0.616584885,0.511463769,0.301121047
ERR1135363,0.593992012,0.533102585,0.599780961,0.48502874,0.273286395
ERR1135364,0.541751498,0.485861523,0.558480381,0.456393251,0.254648603
ERR1135365,0.614252325,0.56537658,0.616508212,0.506103796,0.300451899
ERR1135366,0.592699656,0.536945532,0.59531189,0.479541671,0.307213318
ERR1135367,0.693600803,0.664597251,0.669928142,0.565220826,0.336919122
ERR1135368,0.729131285,0.7026188,0.687371983,0.577813454,0.339036305
ERR1135369,0.696343774,0.660451616,0.678205152,0.567582037,0.346178436
ERR1135370,0.648813278,0.618034485,0.632948162,0.534389151,0.322167378
ERR1135371,0.622679168,0.556804767,0.625502923,0.498000915,0.312769895
ERR1135372,0.657701116,0.623132149,0.643272701,0.538810083,0.331019432
ERR1135373,0.613582243,0.573486245,0.593799161,0.490105214,0.338903162
ERR1135374,0.650653123,0.611138136,0.642580078,0.532868069,0.337183543
ERR1135375,0.681619678,0.648164903,0.667481658,0.5610089,0.344006667
ERR1135376,0.716974393,0.686298799,0.68144597,0.575294992,0.331771133
ERR1135377,0.632948021,0.591132385,0.630702363,0.512762519,0.335777807
ERR1135378,0.602302363,0.54125879,0.620472932,0.502673397,0.276126745
ERR1135379,0.639504094,0.590334446,0.639274815,0.522972198,0.282058173
ERR1135380,0.600050635,0.538684398,0.609760174,0.491479295,0.288757278
ERR1135381,0.580578798,0.534778806,0.58209743,0.478119309,0.28929174
ERR1135382,0.636919519,0.586987908,0.636393184,0.519194023,0.291298383
ERR1135383,0.638470941,0.58932809,0.642109086,0.526667736,0.313316319
ERR1135384,0.576894654,0.530337717,0.579584665,0.472773667,0.282822736
ERR1135385,0.599945807,0.555726459,0.616440414,0.510914346,0.277804979
ERR1135386,0.626493571,0.573891186,0.622498657,0.506232682,0.320401933
ERR1135387,0.610898162,0.548280534,0.61862075,0.497684342,0.291893248
ERR1135388,0.597104202,0.547535641,0.605085293,0.49517721,0.26632513
ERR1135389,0.615079163,0.571811379,0.616947698,0.506271867,0.264307558
ERR1135390,0.616557898,0.564031657,0.596676295,0.481031,0.338771658
ERR1135391,0.637110055,0.594904249,0.619990804,0.516235823,0.346332892
ERR1135392,0.609838656,0.558518428,0.590868188,0.475013977,0.345430536
ERR1135393,0.601779889,0.564167573,0.58089571,0.477931094,0.323495765
ERR1135394,0.575096855,0.523433227,0.567042871,0.464408112,0.330243108
ERR1135395,0.583286117,0.534029849,0.56818797,0.463678198,0.341582384
ERR1135396,0.591547202,0.541213464,0.58855613,0.475361329,0.281796463
ERR1135397,0.602886625,0.559101515,0.606504469,0.494525694,0.298394925
ERR1135398,0.647877372,0.597487328,0.631082256,0.516963055,0.34809758
ERR1135399,0.595092986,0.550940298,0.584569598,0.485166901,0.327459224
ERR1135400,0.623484349,0.588828161,0.608602421,0.506252794,0.320740705
ERR1135401,0.666241968,0.623530667,0.653574004,0.532415058,0.344820278
ERR1135402,0.617355395,0.563600865,0.613399197,0.497806405,0.308089636
ERR1135403,0.628405662,0.584838333,0.619709118,0.507262267,0.342669483
ERR1135404,0.650248986,0.604569247,0.636489792,0.518880859,0.350001685
ERR1135405,0.63331571,0.584466813,0.627678448,0.512388291,0.344998354
ERR1135406,0.62278812,0.575631594,0.615847283,0.512893848,0.30151788
ERR1135407,0.640145423,0.594731758,0.630428796,0.511379189,0.31357472
ERR1135408,0.679797882,0.636208523,0.675817214,0.55377931,0.302195777
ERR1135409,0.664532986,0.622081303,0.651405341,0.536314353,0.355942584
ERR1135410,0.68847855,0.645777438,0.674136341,0.550370834,0.318615796
ERR1135411,0.619730074,0.572041419,0.615161887,0.498476227,0.301524687
ERR1135412,0.626669404,0.584535304,0.622487883,0.509184379,0.309223612
ERR1135413,0.641376777,0.597482407,0.630291263,0.51546256,0.314256469
ERR1135414,0.653827875,0.613894528,0.636034323,0.527060029,0.353579901
ERR1135415,0.655830301,0.606647104,0.653062505,0.535651828,0.318256892
ERR1135416,0.668891813,0.626973293,0.663339344,0.541316895,0.306140148
ERR1135417,0.595769064,0.549415907,0.599079003,0.487682298,0.280018181
ERR1135418,0.698309075,0.649640444,0.692760615,0.568369163,0.326378781
ERR1135419,0.64374026,0.604419248,0.635003017,0.51668997,0.312408359
ERR1135420,0.680550555,0.639043729,0.672168695,0.55349275,0.320743999
ERR1135421,0.651508476,0.608007673,0.653305159,0.538052396,0.299386249
ERR1135422,0.63339911,0.587150815,0.637468965,0.523382768,0.289720118
ERR1135423,0.656714072,0.609415865,0.653402811,0.531504612,0.338270724
ERR1135424,0.642837072,0.597471524,0.641155441,0.525284191,0.288000181
ERR1135425,0.596155116,0.55226789,0.604173277,0.500779222,0.271799941
ERR1135426,0.628223531,0.574475959,0.6333235,0.515250674,0.286048956
ERR1135427,0.613104643,0.565408533,0.585430048,0.471487851,0.358622794
ERR1135428,0.61713676,0.569380749,0.588830097,0.47707873,0.363741377
ERR1135429,0.622540403,0.578474624,0.586258893,0.471372281,0.348652384
ERR1135430,0.618626416,0.573964563,0.585481556,0.469020371,0.344032971
ERR1135431,0.616490663,0.571968564,0.607295675,0.496455528,0.304175334
ERR1135432,0.667630475,0.621820553,0.656383795,0.53077631,0.314880397
ERR1135433,0.619037515,0.574467239,0.589754465,0.473203807,0.345371964
ERR1135434,0.621867834,0.576360225,0.591994216,0.476434096,0.350443874
ERR1135435,0.693225582,0.651410858,0.663010058,0.530597531,0.399185889
ERR1135436,0.697566342,0.654259783,0.664369551,0.533465132,0.40541733
ERR1135437,0.624044195,0.581313263,0.585649906,0.46658625,0.388785732
ERR1135438,0.627960789,0.585474761,0.58640567,0.470241633,0.392975639
ERR1135439,0.648472414,0.602649792,0.620759752,0.497477506,0.335869419
ERR1135440,0.652644742,0.606459045,0.624068546,0.501109769,0.343289403
ERR1135441,0.653544805,0.612995926,0.636677898,0.520571497,0.340783995
ERR1135442,0.656235097,0.615358121,0.637331717,0.521375929,0.347158946
ERR1135443,0.606264767,0.558881595,0.603028838,0.495446522,0.291971777
ERR1135444,0.6468456,0.593352773,0.647821303,0.522578751,0.281867715
ERR1135445,0.618648727,0.571099497,0.606817917,0.48217829,0.33868163
ERR1135446,0.620515909,0.570896754,0.625162771,0.50616414,0.274836637
ERR1135447,0.622783318,0.570861447,0.621532591,0.50430573,0.322800917
ERR1135448,0.66107493,0.609861589,0.656704809,0.530344938,0.325719671
ERR1135449,0.606688172,0.563357958,0.618730075,0.50787185,0.260804465
ERR1135450,0.679365466,0.634952921,0.649469384,0.520604788,0.38198406
ERR1135451,0.639028735,0.584291357,0.621021391,0.503613007,0.355732244
ERR1135452,0.633368288,0.58356445,0.620422066,0.502438833,0.332170738
ERR1135453,0.667261509,0.624863423,0.658542975,0.53716827,0.342327639
ERR1135454,0.661921456,0.61517521,0.645043108,0.522967536,0.334824303
ERR1135455,0.663624822,0.614683628,0.662122547,0.543772011,0.315023112
ERR1135456,0.634905123,0.592339234,0.620321122,0.505028112,0.335339022
ERR1135457,0.649140342,0.604832359,0.651293979,0.535711634,0.299959808
ERR1135458,0.608741199,0.567682822,0.609946021,0.501469434,0.309393413
ERR1135459,0.642051395,0.599811277,0.636532791,0.516197864,0.333634714
ERR1135460,0.560363844,0.518340893,0.551805012,0.448816959,0.30169429
ERR1135461,0.626007005,0.581532976,0.616452516,0.50063075,0.31429764
ERR1135462,0.628259368,0.588236239,0.621852745,0.520421446,0.294143283
ERR1135463,0.625302143,0.585652851,0.613575824,0.512070434,0.29979849
ERR1135464,0.611532468,0.573228499,0.615614689,0.513521597,0.275376354
ERR1135465,0.620873645,0.582733726,0.623633504,0.519794635,0.286287935
ERR1135466,0.638058357,0.596968808,0.631347013,0.518078036,0.313268046
ERR1135467,0.667689077,0.630577937,0.66276486,0.550977191,0.315267653
ERR1135468,0.647647698,0.607182079,0.640744674,0.534125776,0.30638011
ERR1135469,0.649379902,0.605461217,0.640499338,0.525628653,0.308980623
ERR1135470,0.676426806,0.640492641,0.667598611,0.555622315,0.326450375
ERR1135471,0.624878346,0.584120863,0.621978118,0.517581859,0.29140539
ERR1135472,0.66385562,0.626686467,0.660462495,0.552400532,0.307348227
ERR3211744,0.623278856,0.589248565,0.579325711,0.478374811,0.306837092
ERR3211745,0.657602507,0.626127556,0.608621077,0.509588112,0.307684692
ERR3211746,0.62781736,0.594790343,0.598872508,0.50030807,0.277329354
ERR3211747,0.895617695,0.895318011,0.882937185,0.859936417,0.151277342
ERR3211750,0.702500321,0.675662616,0.655627303,0.550499477,0.300486374
ERR3211751,0.686348113,0.659892069,0.656902405,0.553597361,0.264528448
ERR3211752,0.694912331,0.668128976,0.653577753,0.548689635,0.297313797
ERR3211753,0.697059141,0.669916153,0.652573539,0.546900623,0.294817447
ERR3211754,0.695093229,0.668740636,0.65329706,0.550410452,0.309687551
ERR3211755,0.626090206,0.593584643,0.594888214,0.491045907,0.279076185
ERR3211756,0.627939611,0.595420149,0.59646016,0.495875779,0.277606913
ERR3211757,0.5830759,0.552032798,0.559440488,0.46415348,0.271624525
ERR3211758,0.617436166,0.585011308,0.589666115,0.492701185,0.290695877
ERR3211760,0.68742799,0.658837685,0.644772862,0.539977076,0.305714902
ERR3211761,0.712642199,0.687001024,0.676170984,0.571739503,0.306918841
ERR3211762,0.627551166,0.600559921,0.605857362,0.508408564,0.25830692
ERR3211763,0.701143631,0.675294737,0.644928093,0.547128511,0.307656307
ERR3211764,0.63659575,0.606297008,0.600177732,0.500117532,0.294464842
ERR3211765,0.653657988,0.624471345,0.611776999,0.512927542,0.298690144
ERR3211766,0.679292036,0.65270774,0.628042834,0.530932192,0.313061295
ERR3211767,0.659714124,0.631768432,0.623708867,0.523431645,0.296285207
ERR3211768,0.626354126,0.594229686,0.589287795,0.488524529,0.305653789
ERR3211769,0.633309507,0.602546165,0.59220716,0.4940953,0.319467848
ERR3211770,0.58440047,0.555581498,0.564839139,0.472713821,0.283147088
ERR3211772,0.641161083,0.608645088,0.572761866,0.472863757,0.311808444
ERR3211773,0.577668712,0.543046678,0.545311164,0.445358077,0.282712801
ERR3211774,0.579283587,0.544816385,0.551686488,0.449126658,0.279813826
ERR3211778,0.67166816,0.642084978,0.640275835,0.529776114,0.308806923
ERR3211779,0.696101956,0.667354981,0.651592278,0.541001731,0.337843888
ERR3211780,0.700553026,0.672031698,0.662694042,0.549823249,0.340273117
ERR3211781,0.658114963,0.627276661,0.621925713,0.513129064,0.31395002
ERR3211782,0.665951782,0.635049867,0.632296822,0.521410221,0.315087083
ERR3211783,0.670635317,0.641432825,0.634898809,0.52612538,0.311925266
ERR3211784,0.665022986,0.635946939,0.630819496,0.520494507,0.305541926
ERR3211785,0.632339449,0.598737904,0.579925488,0.477871108,0.32246098
ERR3211786,0.634372393,0.601369134,0.596056216,0.487772084,0.319527033
ERR3211787,0.537300434,0.504930822,0.521063631,0.427951246,0.27552014
ERR3211788,0.613345408,0.577670273,0.585372809,0.479826035,0.308543926
ERR3211789,0.632523108,0.598706098,0.597122472,0.488841248,0.304098454
ERR3211790,0.597218219,0.562208583,0.562173557,0.458125327,0.283425832
ERR3211791,0.640294776,0.60794315,0.611729183,0.503914548,0.29746339
ERR3211792,0.659329252,0.629188294,0.605559828,0.502257307,0.300030844
ERR3211793,0.646683037,0.615268772,0.609772118,0.501240672,0.309061713
ERR3211794,0.644637589,0.613116513,0.616594864,0.509096704,0.296922035
ERR3211795,0.63658219,0.603061872,0.599330505,0.492461073,0.331311408
ERR3211796,0.652309663,0.618798918,0.616248528,0.509300472,0.332923422
ERR3211797,0.667074802,0.636011156,0.608665267,0.506959653,0.343267228
ERR3211798,0.639085096,0.603127363,0.604832915,0.497586259,0.334562748
ERR3211799,0.637869867,0.602019836,0.592307363,0.48729253,0.351371884
ERR3211800,0.614886237,0.577931941,0.588479813,0.481677368,0.332888875
ERR3211801,0.679245433,0.652005389,0.650896521,0.547604594,0.269679479
ERR3211802,0.696914045,0.671831425,0.663430795,0.565631039,0.28435134
ERR3211803,0.670822986,0.643894895,0.642016807,0.538529061,0.272331155
ERR3211804,0.745521966,0.722912256,0.683803288,0.585744416,0.324447842
ERR3211805,0.688029263,0.662484227,0.66733943,0.567711104,0.262303583
ERR3211806,0.699469529,0.671736294,0.658417844,0.553189312,0.31041363
ERR3211807,0.705069577,0.676515807,0.667487834,0.56237006,0.303939928
ERR3211809,0.697407391,0.670012251,0.659630824,0.555528649,0.309564035
ERR3211810,0.722917136,0.698128439,0.679728679,0.584561047,0.325282448
ERR3211811,0.70571981,0.678253814,0.679752319,0.572059383,0.277620313
ERR3211812,0.722297941,0.698381017,0.684097541,0.587183028,0.321090944
ERR3211815,0.573562435,0.542081286,0.54399167,0.447852908,0.255761714
ERR3211816,0.600636269,0.567657252,0.577454685,0.477557789,0.258873625
ERR3211817,0.570467434,0.538858141,0.548656907,0.454551592,0.257965562
ERR3211818,0.603208697,0.574626182,0.566856754,0.475831321,0.254722054
ERR3211819,0.567319464,0.53679637,0.552960748,0.465171233,0.221305489
ERR3211820,0.593645303,0.565032107,0.559561287,0.468132779,0.263060529
ERR3211821,0.814102634,0.813753613,0.807190197,0.786686823,0.095695716
ERR3211822,0.87832116,0.878165756,0.878952295,0.858515094,0.046345293
ERR3211825,0.656351047,0.63188077,0.619998039,0.523110215,0.243688507
ERR3211826,0.669262473,0.642685542,0.624889136,0.522362866,0.30195431
ERR3211827,0.64686758,0.621891241,0.614463432,0.51370829,0.260377188
ERR3211828,0.663658101,0.63788884,0.633790403,0.536823522,0.264467927
ERR3211829,0.681083429,0.655857808,0.647145111,0.549961217,0.277224443
ERR3211830,0.689384768,0.665206086,0.645553406,0.546961436,0.291627241
ERR3211831,0.6359803,0.61175668,0.621827411,0.523209014,0.214304157
ERR3211832,0.637502335,0.612137876,0.61097934,0.514955771,0.241529888
ERR3211833,0.628655171,0.603376149,0.601972019,0.505451398,0.236794014
ERR3211834,0.697459348,0.674266726,0.64482672,0.550392183,0.309964161
ERR3211835,0.637211767,0.612709347,0.611667414,0.517209576,0.252659538
ERR3211836,0.633571609,0.608726594,0.606800227,0.513484184,0.257024723
ERR3211837,0.573081254,0.543306999,0.554287345,0.461695066,0.228112281
