acc,Bariatricus_sp004560705.branchw,JAFBIX01_sp021531895.branchw,Limosilactobacillus_reuteri.branchw,Lactobacillus_amylovorus.branchw,Sodaliphilus_sp004557565.branchw,UBA2868_sp004552595.branchw,Mogibacterium_A_kristiansenii.branchw,Prevotella_sp002251295.branchw,Cryptobacteroides_sp900546925.branchw,Holdemanella_porci.branchw,Prevotella_pectinovora.branchw,Prevotella_sp000434975.branchw,Fimisoma_sp002320005.branchw,Collinsella_sp002391315.branchw
SRR6915206,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18585265,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR6005895,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR2938225,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25336643,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR7365799,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR15715295,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR10687992,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR20648135,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR9095188,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DRR576472,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR14610665,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30480461,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11512166,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR9707210,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR10125349,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27460765,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27831989,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27558760,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR24987641,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5866467,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR10881441,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR6406288,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR16124168,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11509783,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR21938380,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11591406,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR23883203,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR2738864,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR31120197,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR24987661,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR748156,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR2938371,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR2641643,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11570465,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11799669,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR12143717,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR21885887,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11283916,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR10890147,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR6468656,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5451449,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR6056499,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR6680673,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3452529,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR29309639,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11564260,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27419155,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11457658,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11457037,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27027662,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR7186498,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DRR502136,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR748174,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4332446,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR6406390,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR1430495,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR5883882,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR15292438,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR10680729,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR10176795,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR2750385,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3481972,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR17218226,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11478517,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11474045,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR29449286,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR28429217,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR31097963,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR19902434,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR13400306,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR15832821,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30129593,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4097333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25533035,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3229780,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11478564,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR5981997,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11941600,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4794199,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11565123,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11569641,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR1711777,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30479896,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11477003,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1238147,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR6714074,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR22878071,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30234882,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR7738155,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR12682966,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR10882380,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11564701,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR912051,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11591981,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR13271716,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR21858752,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR12143759,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11927797,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11788042,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR19721638,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18845063,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR13647394,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR10499591,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR3993020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR13924498,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR2726474,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR9010299,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR9465276,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18686868,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11473966,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR21920225,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR17000971,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27430605,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR7439200,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5451736,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30601288,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR12875513,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR12326920,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR5883903,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR10692086,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR15051472,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5866507,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR21991828,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DRR502110,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11509328,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18174059,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25336532,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR19487438,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR21858530,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11569608,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11569500,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11591934,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3478451,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR8898484,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18440674,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11570045,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11565445,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11570649,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR7186504,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR1912966,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR2641809,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25247157,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR2641448,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25035283,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11511000,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25246914,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27832026,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR2676739,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR495449,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR17284015,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR1578655,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11363030,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR636372,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR23851519,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR20627602,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5127588,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3451279,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11477117,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR5654453,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11835816,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR6122239,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR10880788,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18678868,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR525799,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11591499,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR23883122,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR12901011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR14699973,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR2641437,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR6185503,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR22438017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR24315790,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR2142196,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11474174,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR13348881,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR29703589,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18686832,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR22027847,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27027629,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27832093,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR14715445,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DRR162217,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5511879,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25903627,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4794202,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR14076370,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4335318,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11570366,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11565336,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11565300,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27109383,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5451458,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3698122,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR10881150,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DRR256985,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR12326944,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR23364233,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11504000,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11507941,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR29449236,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5519169,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4097136,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR6451721,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3218129,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11508639,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR28428892,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4097328,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR14863661,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27832044,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5127587,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11565285,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR9752061,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR7162793,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4865733,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR7764744,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11080614,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27539017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR2657237,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR6714087,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27029744,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25247414,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR3954451,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR26457786,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11569922,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11477373,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR23828724,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR28746812,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4368466,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DRR221363,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DRR257011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR9752213,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR22027918,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25246689,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR14076526,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR7439124,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4592245,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR7671916,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR13415937,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR15809062,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR12109359,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR8523881,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR29754060,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11569413,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11457900,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4794444,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11283766,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR15541151,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11477316,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR29454753,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR28428398,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18158843,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25947306,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25947185,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR12802681,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR10901933,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR15595315,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR9250199,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3405063,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR17237835,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR7451648,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR6339481,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR20648074,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11564925,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR12268044,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11799675,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DRR174609,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR526291,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR12109354,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4616336,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR24600133,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30235431,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR17483793,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4097295,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR19670679,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR15040913,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27117419,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR10680774,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11456737,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR479517,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR6230278,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11835906,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4794590,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR22135774,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR5917212,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR14571224,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR28429391,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18706832,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR15081969,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR14693215,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR28429323,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR29483037,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR6406396,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR13271725,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR2641769,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4796159,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4794201,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR21482985,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR1711608,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18912938,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4097313,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR497951,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5451461,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR16279938,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11564334,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR13955746,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30181122,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR2641388,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR22877929,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR29402238,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR23597062,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR9808327,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR7351912,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR28360958,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR21938748,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR2641758,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR21858673,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DRR576500,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4623497,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25947490,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18678874,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR10484420,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3218096,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR19074109,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR748159,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30175153,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR22135690,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5156020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4330049,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR28428576,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3229831,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27975589,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4865549,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR9187134,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11477541,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR13366683,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DRR509161,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR1297677,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR17241824,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11475376,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR7764212,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR14715283,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30601278,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3003500,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5127799,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR17459156,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3451485,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27460829,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR10789630,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR1725978,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR24000640,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR10868587,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4087414,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR21673364,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18440791,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR23881164,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5930514,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR6468523,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5056646,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3476205,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR14610591,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR28331690,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11570163,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11504007,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR10101408,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR24299402,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27027628,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18551728,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR17793221,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR13010077,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11570046,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11473734,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25387389,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR9654985,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR10880844,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR17648403,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR16329063,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27832059,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR6012399,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR24519241,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR29454743,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11570145,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR14874816,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11473594,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR23828685,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR23881052,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR13102391,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25246768,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR9250170,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR18687064,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR15244438,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR3737005,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR5262248,0,0,0,0,0,0,0,0,0,0,0,0,0,1
