acc,Bariatricus_sp004560705.branchw,JAFBIX01_sp021531895.branchw,Limosilactobacillus_reuteri.branchw,Lactobacillus_amylovorus.branchw,Sodaliphilus_sp004557565.branchw,UBA2868_sp004552595.branchw,Mogibacterium_A_kristiansenii.branchw,Prevotella_sp002251295.branchw,Cryptobacteroides_sp900546925.branchw,Holdemanella_porci.branchw,Prevotella_pectinovora.branchw,Prevotella_sp000434975.branchw,Fimisoma_sp002320005.branchw,Collinsella_sp002391315.branchw
ERR12109159,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR16279983,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR7193029,1,0,0,1,1,1,1,1,1,1,1,1,1,0
SRR22402312,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR11564974,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR28426976,1,1,0,0,0,0,1,0,0,0,0,0,0,1
SRR14369245,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR5368799,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR28751625,1,1,0,0,1,1,1,1,1,1,1,1,1,1
SRR22460773,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR4330070,1,0,0,0,0,0,1,0,0,1,0,0,0,0
ERR11504347,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR8960736,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR11125946,1,1,1,1,1,1,1,1,1,0,0,0,1,0
SRR11126307,1,1,1,1,1,1,1,0,1,1,0,0,1,1
ERR11457683,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR13271568,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR16279916,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR21752082,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR5056659,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR30025310,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR16178787,1,0,0,0,1,0,1,0,0,1,0,0,0,0
ERR1995234,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR4341837,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4333956,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11569121,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ERR11477849,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11473870,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR29449259,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR3211935,1,1,0,1,1,1,1,1,1,1,1,1,1,0
ERR7197579,1,1,0,1,1,1,1,1,1,0,1,1,1,0
SRR31097786,1,0,0,0,0,0,1,0,0,1,0,1,0,1
SRR24519248,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30025125,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR12352548,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11564314,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR11126274,1,1,1,1,1,1,1,0,0,1,1,0,1,1
SRR11124826,1,1,1,1,1,1,1,1,1,1,0,0,1,1
ERR11456538,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11473324,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR7745897,1,0,0,0,1,0,1,1,0,1,1,1,0,1
SRR18468182,1,1,0,0,0,0,1,0,0,0,0,0,0,1
SRR5240727,1,1,1,1,0,1,1,1,1,0,1,0,1,1
SRR17827913,1,1,0,0,0,0,1,0,0,1,0,0,1,1
SRR11805593,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR23689956,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR14263111,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR6395319,1,1,0,0,0,0,1,0,0,1,0,0,0,1
SRR13740805,1,0,0,0,0,1,1,1,1,0,1,0,1,0
SRR11125031,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR11124976,1,1,1,1,0,1,1,0,0,1,0,0,1,1
ERR7438319,1,1,1,1,1,1,1,1,1,0,1,1,1,0
ERR11473301,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR7458445,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR3574693,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR18654546,1,0,1,1,0,1,1,1,1,0,0,0,1,0
SRR7182038,1,0,1,1,0,0,0,1,0,0,1,1,0,0
SRR24295294,1,1,0,0,0,0,1,0,0,1,0,0,0,1
ERR1136804,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR26820270,1,1,1,1,1,1,1,1,1,1,1,0,1,1
SRR25572014,1,0,0,0,0,0,1,0,0,1,1,1,0,0
ERR11565041,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11564728,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11564515,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11569148,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR10692054,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR11126448,1,1,1,1,1,1,1,1,1,1,1,0,1,1
SRR14369135,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR11473575,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR7745346,1,0,0,0,0,0,1,0,0,1,1,1,0,1
SRR10983014,1,0,0,0,0,0,1,0,0,0,0,0,0,1
SRR16279980,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR16279921,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR6910984,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17065425,1,1,1,1,0,1,1,1,1,1,0,0,1,1
SRR24518623,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR4341934,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR4330031,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11569993,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ERR11570363,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR11566729,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11566198,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR21939066,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR11126155,1,1,1,1,1,1,1,1,0,1,1,1,1,0
ERR11474366,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25459919,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR10688647,1,0,0,0,0,0,1,0,0,1,1,1,0,1
ERR11504076,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR11124965,1,1,0,1,0,0,1,1,1,1,0,0,1,1
SRR13271761,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR21938853,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR21938499,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR23881210,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR5194047,1,0,0,0,0,0,1,0,0,1,1,1,0,1
ERR1539617,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR6231201,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR11941540,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR17241684,1,1,0,0,1,0,1,0,1,1,1,1,1,1
ERR11565435,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR11184083,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR7747324,1,1,0,0,1,0,1,1,1,1,1,1,1,1
SRR25247087,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2241624,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR27710308,1,1,1,1,0,0,1,0,0,0,0,0,0,0
SRR30134521,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR25936271,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR10098314,1,1,0,0,0,0,1,1,1,0,1,1,1,0
SRR11125417,1,1,1,1,0,1,1,0,0,1,0,0,1,0
SRR10692815,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ERR5862830,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ERR10115295,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR12324407,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR12793303,1,1,0,0,1,1,1,0,0,1,0,0,1,1
SRR5371489,1,1,0,0,1,1,1,1,1,0,1,1,1,0
ERR1135221,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR4283147,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR2241940,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR26820185,1,1,1,1,1,1,1,1,1,0,1,0,1,0
SRR15032188,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR5883853,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11566346,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR11183488,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR11124705,1,1,1,1,0,1,1,0,1,0,0,0,1,0
ERR11560522,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11478085,1,0,0,0,0,0,1,0,0,1,0,0,0,0
ERR11477116,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR11457481,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR20632265,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR18150565,1,1,0,0,0,0,0,0,0,0,0,0,0,1
ERR5862855,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR20083890,1,0,0,0,0,0,1,0,0,0,0,1,0,1
ERR3003443,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR1135207,1,1,0,0,0,1,1,1,1,0,1,1,1,0
ERR3413028,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11835847,1,0,0,0,0,0,1,0,0,1,1,1,0,1
SRR12459579,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR2241751,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR3521908,1,1,0,0,0,0,0,0,0,0,0,0,0,1
SRR11941572,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR2683160,1,0,0,0,0,0,1,0,0,1,1,1,0,1
SRR17241605,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR11570604,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11570054,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR11566545,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ERR11564955,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11570426,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11125137,1,1,1,1,1,1,1,1,1,1,0,0,1,1
SRR11126332,1,1,1,1,0,1,1,1,0,1,0,0,1,1
SRR11124849,1,1,1,1,0,1,1,1,0,1,0,1,1,1
SRR11125423,1,1,0,0,1,1,1,1,0,0,1,1,1,1
SRR11126490,1,1,1,1,0,1,1,1,1,1,0,1,1,1
SRR14369210,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR10403541,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR26629431,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR27281023,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR22573972,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR6395301,1,1,0,0,1,0,1,0,0,1,0,0,0,1
ERR6748449,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR15032211,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR3451177,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR4341937,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11126471,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR11125932,1,1,0,1,1,1,1,0,0,1,0,0,1,1
SRR11125980,1,1,0,1,1,1,1,0,0,1,0,0,1,1
ERR11473268,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR10115188,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR24962645,1,1,0,1,1,0,1,1,1,0,1,1,1,1
SRR18572852,1,1,0,0,1,0,1,1,1,0,1,1,1,1
ERR1135377,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR12619558,1,1,1,1,0,1,1,1,1,1,0,0,1,1
ERR2241827,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR2241876,1,1,1,1,1,1,1,1,1,1,1,1,1,0
ERR8977428,1,0,0,0,0,0,1,0,0,1,1,1,0,1
ERR10754298,1,1,0,0,0,0,1,1,1,1,1,1,0,1
ERR11569222,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR10680855,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR8960751,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR5729340,1,1,1,1,1,1,1,1,1,1,1,1,1,0
ERR11473512,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR7747125,1,0,0,0,1,0,1,1,1,1,1,1,0,1
ERR7454557,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR12793301,1,1,0,0,0,1,1,0,1,1,0,0,1,1
ERR6279624,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ERR13955705,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR24900511,1,1,0,1,0,0,0,1,0,0,0,0,0,0
SRR16961816,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR11805604,1,1,1,1,0,1,1,1,1,1,1,0,1,0
SRR23203992,1,0,1,1,0,1,1,1,1,0,1,1,1,0
SRR17241615,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR3261726,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11566182,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11564049,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11564483,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11569297,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR10692685,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR13077747,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11126346,1,1,1,1,0,1,1,0,0,1,0,0,1,1
ERR10879669,1,1,0,0,0,0,0,0,0,1,0,0,0,1
ERR11456843,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11457557,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR13271631,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR24962613,1,1,1,1,1,1,1,1,1,0,1,1,1,1
ERR2597538,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR24987765,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3521987,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4333928,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11570441,1,0,0,0,0,0,1,0,0,1,0,0,1,1
ERR11564437,1,1,0,0,0,0,0,0,0,0,0,0,0,1
ERR1135419,1,1,0,1,1,1,1,1,1,0,1,1,1,0
SRR24884073,1,1,0,0,0,0,1,0,0,1,1,0,0,1
SRR11125508,1,1,0,1,1,1,1,1,1,1,0,0,1,0
ERR11457384,1,0,0,0,0,0,0,0,0,1,0,1,0,0
SRR13348626,1,0,0,0,0,0,0,0,1,1,1,1,0,0
ERR5194042,1,0,0,0,0,0,1,0,0,1,1,1,0,0
SRR5891503,1,0,1,1,0,1,1,0,0,1,0,0,1,1
ERR4288652,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR6279661,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR10499567,1,0,0,0,0,0,1,0,0,1,0,0,0,0
SRR15851073,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR18652152,1,1,0,0,1,0,1,0,1,0,1,1,1,1
ERR3211980,1,1,0,1,1,1,1,1,1,1,1,1,1,0
SRR26590252,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR11504702,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR30181161,1,1,0,0,0,0,0,0,0,0,0,0,1,0
ERR5729363,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR17643528,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR17643784,1,0,0,0,0,0,0,0,0,1,0,1,0,1
ERR11473145,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR7197605,1,1,0,1,1,1,1,1,1,1,1,1,1,1
SRR13102405,1,0,0,0,0,0,0,0,0,1,1,0,0,1
ERR3522012,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4335243,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR13077839,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR19497817,1,1,0,1,1,1,1,1,1,0,1,1,1,1
SRR23223848,1,1,0,0,1,1,1,1,1,1,1,1,1,1
SRR16329112,1,1,0,0,0,0,1,0,0,1,0,1,1,1
SRR5558331,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR1135441,1,1,0,1,1,1,1,1,1,0,1,0,1,0
ERR1135256,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR10499529,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR5056934,1,0,0,0,1,0,1,0,0,1,0,0,0,1
SRR5057027,1,0,0,0,0,0,1,0,0,1,0,0,0,0
ERR6911002,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3593668,1,1,0,0,1,0,1,1,0,1,1,1,0,1
SRR25936310,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR30770084,1,1,0,0,1,1,1,1,1,1,1,1,1,0
ERR4341916,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR11504521,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11565362,1,1,0,0,0,0,0,0,0,0,0,0,0,1
ERR6170243,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11569267,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR21969310,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR21938464,1,0,0,0,1,0,1,1,0,1,1,1,0,1
SRR21938608,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR11126134,1,1,1,1,1,1,1,0,0,1,0,0,1,1
ERR11477935,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR209853,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ERR4682407,1,1,0,0,0,0,1,0,0,1,1,1,0,1
ERR3003424,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR17827842,1,1,0,0,0,0,1,0,0,0,1,1,1,1
SRR17241664,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR26820265,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR22024916,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR2759426,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR6406506,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR19487690,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11125191,1,1,0,1,0,0,1,0,0,1,0,0,1,1
ERR7438315,1,1,0,0,0,1,1,1,1,0,1,1,1,0
SRR6714093,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR11473953,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR5729364,1,1,1,1,1,1,1,1,1,1,1,1,1,0
ERR1539657,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR25571760,1,0,0,0,0,0,1,0,0,1,0,1,0,1
SRR26458490,1,1,1,1,1,1,1,1,0,1,1,1,1,0
SRR14812355,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRR354987,1,0,0,0,0,0,0,0,0,1,1,1,0,1
ERR3764880,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ERR11504549,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR11125639,1,1,1,1,0,1,1,0,0,1,0,0,1,1
SRR18191114,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR7737972,1,0,0,0,1,0,0,0,0,1,0,0,0,1
ERR7746767,1,0,0,0,1,0,1,1,1,1,1,1,0,1
SRR18652165,1,1,1,1,1,0,1,1,1,1,1,1,1,1
SRR25247089,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR17237837,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR13060951,1,1,0,0,0,0,1,0,0,0,0,0,0,1
SRR12217747,1,1,0,0,0,0,1,1,1,1,1,1,0,1
ERR2020023,1,0,1,1,1,0,1,1,1,0,1,1,1,1
SRR30643481,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR11566594,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11569755,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11569069,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR6075273,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR30181140,1,1,0,0,0,0,0,0,0,1,0,0,0,1
SRR11126013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR10101849,1,1,0,0,0,0,1,0,0,0,0,0,0,1
ERR11478480,1,0,0,0,0,0,1,0,0,1,0,1,0,1
ERR11473371,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ERR7738580,1,0,0,0,1,0,1,1,0,1,1,1,0,1
SRR11294849,1,0,0,0,1,0,1,1,1,1,1,1,0,1
ERR3574698,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR10692130,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1224340,1,1,0,0,0,0,1,0,0,1,1,1,1,1
ERR5261315,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR24295304,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR3588750,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR7989863,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR15725428,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR11805595,1,0,1,1,0,1,1,0,1,1,0,0,1,1
SRR28001101,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR10692031,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR25571789,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ERR4341922,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11565006,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11565073,1,0,0,0,0,0,1,0,0,0,0,0,0,1
SRR28284416,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR11124836,1,0,1,1,1,1,1,0,1,1,0,0,1,1
ERR9187079,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11473191,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11473348,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR2641647,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR25571701,1,1,0,0,1,0,1,1,0,1,1,1,0,1
SRR5371463,1,1,0,1,1,1,1,1,1,1,1,1,1,0
ERR4334008,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11126227,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR8960903,1,1,1,1,1,1,1,1,1,1,0,0,1,1
SRR8960107,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR11473955,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11457261,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11457108,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR7458438,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR23203979,1,0,0,0,1,1,1,1,1,0,1,1,1,0
SRR27109359,1,0,0,0,0,0,1,0,0,1,0,0,0,1
SRR13102412,1,0,0,0,0,0,0,0,0,0,1,0,0,1
SRR12799829,1,1,1,1,1,1,1,1,1,0,1,1,1,0
SRR21290510,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR5866424,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR22460698,1,1,0,0,1,1,1,1,1,1,1,1,1,1
SRR22438221,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR15032162,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR3451053,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4333878,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR4341877,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11126465,1,0,1,1,1,1,1,0,0,1,0,0,1,1
ERR11473964,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERR11456947,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11478389,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR27029668,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR27430051,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR10692327,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR21977556,1,0,0,0,1,0,0,1,1,0,1,1,1,0
SRR1238395,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR15966652,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR23447882,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR25571466,1,0,0,0,1,0,1,1,1,1,1,1,0,1
ERR4283271,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR4334016,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11570577,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11564092,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11564096,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR25701120,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR24884041,1,0,0,0,1,0,0,1,0,1,1,1,0,1
SRR8960588,1,1,1,1,1,1,1,1,1,1,0,0,1,1
SRR11124658,1,1,0,1,0,0,1,0,0,1,0,0,0,1
SRR30863577,1,1,0,0,0,0,1,0,0,0,0,0,1,1
SRR26903477,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ERR1135179,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SRR15973844,1,0,0,0,0,0,0,0,0,1,1,0,0,0
ERR4341911,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11504126,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR11504508,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR10680867,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR11125438,1,1,1,1,0,1,1,0,0,1,0,0,1,1
ERR11457581,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ERR11457955,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR16235697,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SRR11805602,1,1,1,1,1,1,1,1,1,1,0,0,1,1
SRR21858930,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR3067129,1,1,1,1,1,0,1,1,1,1,1,1,1,1
ERR4794171,1,0,0,0,0,0,1,0,0,0,0,1,0,1
SRR22078144,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR11566679,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ERR6170151,1,1,0,0,1,0,1,0,0,0,0,0,0,1
ERR11564337,1,0,0,0,0,0,1,0,0,0,0,0,1,1
ERR11564068,1,0,0,0,0,0,0,0,0,1,0,0,0,1
SRR11126500,1,1,1,1,1,0,1,1,0,1,1,1,1,1
SRR11183358,1,1,1,1,1,1,1,1,1,1,0,0,1,1
ERR11458066,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR18468054,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR10816025,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ERR2597537,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ERR8977429,1,0,0,0,0,0,1,0,0,1,1,1,0,1
SRR14000571,1,0,0,0,0,0,0,0,0,0,0,0,0,1
