label,country,continent,bioproject
ERR1135359,Denmark,Europe,PRJEB11755
ERR1135360,Denmark,Europe,PRJEB11755
ERR1135361,Denmark,Europe,PRJEB11755
ERR1135362,Denmark,Europe,PRJEB11755
ERR1135363,Denmark,Europe,PRJEB11755
ERR1135364,Denmark,Europe,PRJEB11755
ERR1135365,Denmark,Europe,PRJEB11755
ERR1135366,Denmark,Europe,PRJEB11755
ERR1135367,Denmark,Europe,PRJEB11755
ERR1135368,Denmark,Europe,PRJEB11755
ERR1135369,Denmark,Europe,PRJEB11755
ERR1135370,Denmark,Europe,PRJEB11755
ERR1135371,Denmark,Europe,PRJEB11755
ERR1135372,Denmark,Europe,PRJEB11755
ERR1135373,Denmark,Europe,PRJEB11755
ERR1135374,Denmark,Europe,PRJEB11755
ERR1135375,Denmark,Europe,PRJEB11755
ERR1135376,Denmark,Europe,PRJEB11755
ERR1135377,Denmark,Europe,PRJEB11755
ERR1135378,China,Asia,PRJEB11755
ERR1135379,China,Asia,PRJEB11755
ERR1135380,China,Asia,PRJEB11755
ERR1135381,China,Asia,PRJEB11755
ERR1135382,China,Asia,PRJEB11755
ERR1135383,China,Asia,PRJEB11755
ERR1135384,China,Asia,PRJEB11755
ERR1135385,China,Asia,PRJEB11755
ERR1135386,China,Asia,PRJEB11755
ERR1135387,China,Asia,PRJEB11755
ERR1135388,China,Asia,PRJEB11755
ERR1135389,China,Asia,PRJEB11755
ERR1135390,China,Asia,PRJEB11755
ERR1135391,China,Asia,PRJEB11755
ERR1135392,China,Asia,PRJEB11755
ERR1135393,China,Asia,PRJEB11755
ERR1135394,China,Asia,PRJEB11755
ERR1135395,China,Asia,PRJEB11755
ERR1135396,China,Asia,PRJEB11755
ERR1135397,China,Asia,PRJEB11755
ERR1135398,China,Asia,PRJEB11755
ERR1135399,China,Asia,PRJEB11755
ERR1135400,China,Asia,PRJEB11755
ERR1135401,China,Asia,PRJEB11755
ERR1135402,China,Asia,PRJEB11755
ERR1135403,China,Asia,PRJEB11755
ERR1135404,China,Asia,PRJEB11755
ERR1135405,China,Asia,PRJEB11755
ERR1135406,China,Asia,PRJEB11755
ERR1135407,China,Asia,PRJEB11755
ERR1135408,China,Asia,PRJEB11755
ERR1135409,China,Asia,PRJEB11755
ERR1135410,China,Asia,PRJEB11755
ERR1135411,China,Asia,PRJEB11755
ERR1135412,China,Asia,PRJEB11755
ERR1135413,China,Asia,PRJEB11755
ERR1135414,China,Asia,PRJEB11755
ERR1135415,China,Asia,PRJEB11755
ERR1135416,China,Asia,PRJEB11755
ERR1135417,China,Asia,PRJEB11755
ERR1135418,China,Asia,PRJEB11755
ERR1135419,China,Asia,PRJEB11755
ERR1135420,China,Asia,PRJEB11755
ERR1135421,China,Asia,PRJEB11755
ERR1135422,China,Asia,PRJEB11755
ERR1135423,China,Asia,PRJEB11755
ERR1135424,China,Asia,PRJEB11755
ERR1135425,China,Asia,PRJEB11755
ERR1135426,China,Asia,PRJEB11755
ERR1135427,China,Asia,PRJEB11755
ERR1135428,China,Asia,PRJEB11755
ERR1135429,China,Asia,PRJEB11755
ERR1135430,China,Asia,PRJEB11755
ERR1135431,China,Asia,PRJEB11755
ERR1135432,China,Asia,PRJEB11755
ERR1135433,China,Asia,PRJEB11755
ERR1135434,China,Asia,PRJEB11755
ERR1135435,China,Asia,PRJEB11755
ERR1135436,China,Asia,PRJEB11755
ERR1135437,China,Asia,PRJEB11755
ERR1135438,China,Asia,PRJEB11755
ERR1135439,China,Asia,PRJEB11755
ERR1135440,China,Asia,PRJEB11755
ERR1135441,China,Asia,PRJEB11755
ERR1135442,China,Asia,PRJEB11755
ERR1135443,China,Asia,PRJEB11755
ERR1135444,China,Asia,PRJEB11755
ERR1135445,China,Asia,PRJEB11755
ERR1135446,China,Asia,PRJEB11755
ERR1135447,China,Asia,PRJEB11755
ERR1135448,China,Asia,PRJEB11755
ERR1135449,China,Asia,PRJEB11755
ERR1135450,China,Asia,PRJEB11755
ERR1135451,China,Asia,PRJEB11755
ERR1135452,China,Asia,PRJEB11755
ERR1135453,China,Asia,PRJEB11755
ERR1135454,China,Asia,PRJEB11755
ERR1135455,China,Asia,PRJEB11755
ERR1135456,China,Asia,PRJEB11755
ERR1135457,China,Asia,PRJEB11755
ERR1135458,China,Asia,PRJEB11755
ERR1135459,China,Asia,PRJEB11755
ERR1135460,China,Asia,PRJEB11755
ERR1135461,China,Asia,PRJEB11755
ERR1135462,China,Asia,PRJEB11755
ERR1135463,China,Asia,PRJEB11755
ERR1135464,China,Asia,PRJEB11755
ERR1135465,China,Asia,PRJEB11755
ERR1135466,China,Asia,PRJEB11755
ERR1135467,China,Asia,PRJEB11755
ERR1135468,China,Asia,PRJEB11755
ERR1135469,China,Asia,PRJEB11755
ERR1135470,China,Asia,PRJEB11755
ERR1135471,China,Asia,PRJEB11755
ERR1135472,China,Asia,PRJEB11755
ERR3211744,Denmark,Europe,PRJEB31650
ERR3211745,Denmark,Europe,PRJEB31650
ERR3211746,Denmark,Europe,PRJEB31650
ERR3211747,Denmark,Europe,PRJEB31650
ERR3211750,Denmark,Europe,PRJEB31650
ERR3211751,Denmark,Europe,PRJEB31650
ERR3211752,Denmark,Europe,PRJEB31650
ERR3211753,Denmark,Europe,PRJEB31650
ERR3211754,Denmark,Europe,PRJEB31650
ERR3211755,Denmark,Europe,PRJEB31650
ERR3211756,Denmark,Europe,PRJEB31650
ERR3211757,Denmark,Europe,PRJEB31650
ERR3211758,Denmark,Europe,PRJEB31650
ERR3211760,Denmark,Europe,PRJEB31650
ERR3211761,Denmark,Europe,PRJEB31650
ERR3211762,Denmark,Europe,PRJEB31650
ERR3211763,Denmark,Europe,PRJEB31650
ERR3211764,Denmark,Europe,PRJEB31650
ERR3211765,Denmark,Europe,PRJEB31650
ERR3211766,Denmark,Europe,PRJEB31650
ERR3211767,Denmark,Europe,PRJEB31650
ERR3211768,Denmark,Europe,PRJEB31650
ERR3211769,Denmark,Europe,PRJEB31650
ERR3211770,Denmark,Europe,PRJEB31650
ERR3211772,Denmark,Europe,PRJEB31650
ERR3211773,Denmark,Europe,PRJEB31650
ERR3211774,Denmark,Europe,PRJEB31650
ERR3211778,Denmark,Europe,PRJEB31650
ERR3211779,Denmark,Europe,PRJEB31650
ERR3211780,Denmark,Europe,PRJEB31650
ERR3211781,Denmark,Europe,PRJEB31650
ERR3211782,Denmark,Europe,PRJEB31650
ERR3211783,Denmark,Europe,PRJEB31650
ERR3211784,Denmark,Europe,PRJEB31650
ERR3211785,Denmark,Europe,PRJEB31650
ERR3211786,Denmark,Europe,PRJEB31650
ERR3211787,Denmark,Europe,PRJEB31650
ERR3211788,Denmark,Europe,PRJEB31650
ERR3211789,Denmark,Europe,PRJEB31650
ERR3211790,Denmark,Europe,PRJEB31650
ERR3211791,Denmark,Europe,PRJEB31650
ERR3211792,Denmark,Europe,PRJEB31650
ERR3211793,Denmark,Europe,PRJEB31650
ERR3211794,Denmark,Europe,PRJEB31650
ERR3211795,Denmark,Europe,PRJEB31650
ERR3211796,Denmark,Europe,PRJEB31650
ERR3211797,Denmark,Europe,PRJEB31650
ERR3211798,Denmark,Europe,PRJEB31650
ERR3211799,Denmark,Europe,PRJEB31650
ERR3211800,Denmark,Europe,PRJEB31650
ERR3211801,Denmark,Europe,PRJEB31650
ERR3211802,Denmark,Europe,PRJEB31650
ERR3211803,Denmark,Europe,PRJEB31650
ERR3211804,Denmark,Europe,PRJEB31650
ERR3211805,Denmark,Europe,PRJEB31650
ERR3211806,Denmark,Europe,PRJEB31650
ERR3211807,Denmark,Europe,PRJEB31650
ERR3211809,Denmark,Europe,PRJEB31650
ERR3211810,Denmark,Europe,PRJEB31650
ERR3211811,Denmark,Europe,PRJEB31650
ERR3211812,Denmark,Europe,PRJEB31650
ERR3211815,Denmark,Europe,PRJEB31650
ERR3211816,Denmark,Europe,PRJEB31650
ERR3211817,Denmark,Europe,PRJEB31650
ERR3211818,Denmark,Europe,PRJEB31650
ERR3211819,Denmark,Europe,PRJEB31650
ERR3211820,Denmark,Europe,PRJEB31650
ERR3211821,Denmark,Europe,PRJEB31650
ERR3211822,Denmark,Europe,PRJEB31650
ERR3211825,Denmark,Europe,PRJEB31650
ERR3211826,Denmark,Europe,PRJEB31650
ERR3211827,Denmark,Europe,PRJEB31650
ERR3211828,Denmark,Europe,PRJEB31650
ERR3211829,Denmark,Europe,PRJEB31650
ERR3211830,Denmark,Europe,PRJEB31650
ERR3211831,Denmark,Europe,PRJEB31650
ERR3211832,Denmark,Europe,PRJEB31650
ERR3211833,Denmark,Europe,PRJEB31650
ERR3211834,Denmark,Europe,PRJEB31650
ERR3211835,Denmark,Europe,PRJEB31650
ERR3211836,Denmark,Europe,PRJEB31650
ERR3211837,Denmark,Europe,PRJEB31650
ERR3211838,Denmark,Europe,PRJEB31650
ERR3211839,Denmark,Europe,PRJEB31650
ERR3211840,Denmark,Europe,PRJEB31650
ERR3211841,Denmark,Europe,PRJEB31650
ERR3211842,Denmark,Europe,PRJEB31650
ERR3211843,Denmark,Europe,PRJEB31650
ERR3211844,Denmark,Europe,PRJEB31650
ERR3211845,Denmark,Europe,PRJEB31650
ERR3211846,Denmark,Europe,PRJEB31650
ERR3211847,Denmark,Europe,PRJEB31650
ERR3211849,Denmark,Europe,PRJEB31650
ERR3211850,Denmark,Europe,PRJEB31650
ERR3211851,Denmark,Europe,PRJEB31650
ERR3211852,Denmark,Europe,PRJEB31650
ERR3211853,Denmark,Europe,PRJEB31650
ERR3211854,Denmark,Europe,PRJEB31650
ERR3211855,Denmark,Europe,PRJEB31650
ERR3211856,Denmark,Europe,PRJEB31650
ERR3211857,Denmark,Europe,PRJEB31650
ERR3211858,Denmark,Europe,PRJEB31650
ERR3211859,Denmark,Europe,PRJEB31650
ERR3211860,Denmark,Europe,PRJEB31650
ERR3211861,Denmark,Europe,PRJEB31650
ERR3211862,Denmark,Europe,PRJEB31650
ERR3211863,Denmark,Europe,PRJEB31650
ERR3211864,Denmark,Europe,PRJEB31650
ERR3211865,Denmark,Europe,PRJEB31650
ERR3211866,Denmark,Europe,PRJEB31650
ERR3211867,Denmark,Europe,PRJEB31650
ERR3211868,Denmark,Europe,PRJEB31650
ERR3211869,Denmark,Europe,PRJEB31650
ERR3211870,Denmark,Europe,PRJEB31650
ERR3211871,Denmark,Europe,PRJEB31650
ERR3211872,Denmark,Europe,PRJEB31650
ERR3211875,Denmark,Europe,PRJEB31650
ERR3211876,Denmark,Europe,PRJEB31650
ERR3211877,Denmark,Europe,PRJEB31650
ERR3211878,Denmark,Europe,PRJEB31650
ERR3211879,Denmark,Europe,PRJEB31650
ERR3211880,Denmark,Europe,PRJEB31650
ERR3211885,Denmark,Europe,PRJEB31650
ERR3211886,Denmark,Europe,PRJEB31650
ERR3211887,Denmark,Europe,PRJEB31650
ERR3211888,Denmark,Europe,PRJEB31650
ERR3211889,Denmark,Europe,PRJEB31650
ERR3211890,Denmark,Europe,PRJEB31650
ERR3211891,Denmark,Europe,PRJEB31650
ERR3211892,Denmark,Europe,PRJEB31650
ERR3211893,Denmark,Europe,PRJEB31650
ERR3211894,Denmark,Europe,PRJEB31650
ERR3211895,Denmark,Europe,PRJEB31650
ERR3211896,Denmark,Europe,PRJEB31650
ERR3211897,Denmark,Europe,PRJEB31650
ERR3211898,Denmark,Europe,PRJEB31650
ERR3211899,Denmark,Europe,PRJEB31650
ERR3211900,Denmark,Europe,PRJEB31650
ERR3211901,Denmark,Europe,PRJEB31650
ERR3211902,Denmark,Europe,PRJEB31650
ERR3211903,Denmark,Europe,PRJEB31650
ERR3211904,Denmark,Europe,PRJEB31650
ERR3211905,Denmark,Europe,PRJEB31650
ERR3211906,Denmark,Europe,PRJEB31650
ERR3211907,Denmark,Europe,PRJEB31650
ERR3211908,Denmark,Europe,PRJEB31650
ERR3211910,Denmark,Europe,PRJEB31650
ERR3211911,Denmark,Europe,PRJEB31650
ERR3211912,Denmark,Europe,PRJEB31650
ERR3211913,Denmark,Europe,PRJEB31650
ERR3211914,Denmark,Europe,PRJEB31650
ERR3211915,Denmark,Europe,PRJEB31650
ERR3211916,Denmark,Europe,PRJEB31650
ERR3211917,Denmark,Europe,PRJEB31650
ERR3211918,Denmark,Europe,PRJEB31650
ERR3211919,Denmark,Europe,PRJEB31650
ERR3211920,Denmark,Europe,PRJEB31650
ERR3211921,Denmark,Europe,PRJEB31650
ERR3211922,Denmark,Europe,PRJEB31650
ERR3211923,Denmark,Europe,PRJEB31650
ERR3211924,Denmark,Europe,PRJEB31650
ERR3211925,Denmark,Europe,PRJEB31650
ERR3211926,Denmark,Europe,PRJEB31650
ERR3211927,Denmark,Europe,PRJEB31650
ERR3211928,Denmark,Europe,PRJEB31650
ERR3211929,Denmark,Europe,PRJEB31650
ERR3211930,Denmark,Europe,PRJEB31650
ERR3211931,Denmark,Europe,PRJEB31650
ERR3211932,Denmark,Europe,PRJEB31650
ERR3211933,Denmark,Europe,PRJEB31650
ERR3211935,Denmark,Europe,PRJEB31650
ERR3211936,Denmark,Europe,PRJEB31650
ERR3211937,Denmark,Europe,PRJEB31650
ERR3211938,Denmark,Europe,PRJEB31650
ERR3211939,Denmark,Europe,PRJEB31650
ERR3211940,Denmark,Europe,PRJEB31650
ERR3211941,Denmark,Europe,PRJEB31650
ERR3211942,Denmark,Europe,PRJEB31650
ERR3211943,Denmark,Europe,PRJEB31650
ERR3211944,Denmark,Europe,PRJEB31650
ERR3211945,Denmark,Europe,PRJEB31650
ERR3211946,Denmark,Europe,PRJEB31650
ERR3211947,Denmark,Europe,PRJEB31650
ERR3211948,Denmark,Europe,PRJEB31650
ERR3211949,Denmark,Europe,PRJEB31650
ERR3211951,Denmark,Europe,PRJEB31650
ERR3211952,Denmark,Europe,PRJEB31650
ERR3211953,Denmark,Europe,PRJEB31650
ERR3211954,Denmark,Europe,PRJEB31650
ERR3211955,Denmark,Europe,PRJEB31650
ERR3211956,Denmark,Europe,PRJEB31650
ERR3211958,Denmark,Europe,PRJEB31650
ERR3211959,Denmark,Europe,PRJEB31650
ERR3211960,Denmark,Europe,PRJEB31650
ERR3211961,Denmark,Europe,PRJEB31650
ERR3211962,Denmark,Europe,PRJEB31650
ERR3211963,Denmark,Europe,PRJEB31650
ERR3211964,Denmark,Europe,PRJEB31650
ERR3211965,Denmark,Europe,PRJEB31650
ERR3211967,Denmark,Europe,PRJEB31650
ERR3211968,Denmark,Europe,PRJEB31650
ERR3211969,Denmark,Europe,PRJEB31650
ERR3211970,Denmark,Europe,PRJEB31650
ERR3211971,Denmark,Europe,PRJEB31650
ERR3211972,Denmark,Europe,PRJEB31650
ERR3211973,Denmark,Europe,PRJEB31650
ERR3211974,Denmark,Europe,PRJEB31650
ERR3211977,Denmark,Europe,PRJEB31650
ERR3211981,Denmark,Europe,PRJEB31650
ERR3211988,Denmark,Europe,PRJEB31650
ERR3211989,Denmark,Europe,PRJEB31650
ERR3211990,Denmark,Europe,PRJEB31650
ERR3211991,Denmark,Europe,PRJEB31650
ERR3211992,Denmark,Europe,PRJEB31650
ERR3211993,Denmark,Europe,PRJEB31650
ERR3211994,Denmark,Europe,PRJEB31650
ERR3211995,Denmark,Europe,PRJEB31650
ERR3211996,Denmark,Europe,PRJEB31650
ERR3212022,Denmark,Europe,PRJEB31650
ERR3212023,Denmark,Europe,PRJEB31650
ERR3212024,Denmark,Europe,PRJEB31650
ERR3212025,Denmark,Europe,PRJEB31650
ERR3212026,Denmark,Europe,PRJEB31650
ERR3212027,Denmark,Europe,PRJEB31650
ERR3212028,Denmark,Europe,PRJEB31650
ERR3212029,Denmark,Europe,PRJEB31650
ERR3212030,Denmark,Europe,PRJEB31650
ERR3212031,Denmark,Europe,PRJEB31650
ERR3212033,Denmark,Europe,PRJEB31650
ERR3212034,Denmark,Europe,PRJEB31650
ERR3212035,Denmark,Europe,PRJEB31650
ERR3212036,Denmark,Europe,PRJEB31650
ERR3212037,Denmark,Europe,PRJEB31650
ERR3212038,Denmark,Europe,PRJEB31650
ERR3212039,Denmark,Europe,PRJEB31650
ERR3212040,Denmark,Europe,PRJEB31650
ERR3212041,Denmark,Europe,PRJEB31650
ERR3212042,Denmark,Europe,PRJEB31650
ERR3212044,Denmark,Europe,PRJEB31650
ERR3212045,Denmark,Europe,PRJEB31650
ERR3212048,Denmark,Europe,PRJEB31650
ERR3212049,Denmark,Europe,PRJEB31650
ERR3212050,Denmark,Europe,PRJEB31650
ERR3212051,Denmark,Europe,PRJEB31650
ERR3212052,Denmark,Europe,PRJEB31650
ERR3212053,Denmark,Europe,PRJEB31650
ERR8314728,Denmark,Europe,PRJEB50613
ERR8314729,Denmark,Europe,PRJEB50613
ERR8314730,Denmark,Europe,PRJEB50613
ERR8314731,Denmark,Europe,PRJEB50613
ERR8314732,Denmark,Europe,PRJEB50613
ERR8314733,Denmark,Europe,PRJEB50613
ERR8314734,Denmark,Europe,PRJEB50613
ERR8314735,Denmark,Europe,PRJEB50613
ERR8314736,Denmark,Europe,PRJEB50613
ERR8314737,Denmark,Europe,PRJEB50613
ERR8314738,Denmark,Europe,PRJEB50613
ERR8314739,Denmark,Europe,PRJEB50613
ERR8314740,Denmark,Europe,PRJEB50613
ERR8314741,Denmark,Europe,PRJEB50613
ERR8314742,Denmark,Europe,PRJEB50613
ERR8314743,Denmark,Europe,PRJEB50613
ERR8314744,Denmark,Europe,PRJEB50613
ERR8314745,Denmark,Europe,PRJEB50613
ERR8314746,Denmark,Europe,PRJEB50613
ERR8314747,Denmark,Europe,PRJEB50613
ERR8314748,Denmark,Europe,PRJEB50613
ERR8314749,Denmark,Europe,PRJEB50613
ERR8314750,Denmark,Europe,PRJEB50613
ERR8314751,Denmark,Europe,PRJEB50613
ERR8314752,Denmark,Europe,PRJEB50613
ERR8314753,Denmark,Europe,PRJEB50613
ERR8314754,Denmark,Europe,PRJEB50613
ERR8314755,Denmark,Europe,PRJEB50613
ERR8314756,Denmark,Europe,PRJEB50613
ERR8314757,Denmark,Europe,PRJEB50613
ERR8314758,Denmark,Europe,PRJEB50613
ERR8314759,Denmark,Europe,PRJEB50613
ERR8314760,Denmark,Europe,PRJEB50613
ERR8314761,Denmark,Europe,PRJEB50613
ERR8314762,Denmark,Europe,PRJEB50613
ERR8314763,Denmark,Europe,PRJEB50613
ERR8314764,Denmark,Europe,PRJEB50613
ERR8314765,Denmark,Europe,PRJEB50613
ERR8314766,Denmark,Europe,PRJEB50613
ERR8314767,Denmark,Europe,PRJEB50613
ERR8314768,Denmark,Europe,PRJEB50613
ERR8314769,Denmark,Europe,PRJEB50613
ERR8314770,Denmark,Europe,PRJEB50613
ERR8314771,Denmark,Europe,PRJEB50613
ERR8314772,Denmark,Europe,PRJEB50613
ERR8314773,Denmark,Europe,PRJEB50613
ERR8314774,Denmark,Europe,PRJEB50613
ERR8314775,Denmark,Europe,PRJEB50613
ERR8314776,Denmark,Europe,PRJEB50613
ERR8314777,Denmark,Europe,PRJEB50613
ERR8314778,Denmark,Europe,PRJEB50613
ERR8314779,Denmark,Europe,PRJEB50613
ERR8314780,Denmark,Europe,PRJEB50613
ERR8314781,Denmark,Europe,PRJEB50613
ERR8314782,Denmark,Europe,PRJEB50613
ERR8314783,Denmark,Europe,PRJEB50613
ERR8314784,Denmark,Europe,PRJEB50613
ERR8314785,Denmark,Europe,PRJEB50613
ERR8314786,Denmark,Europe,PRJEB50613
ERR8314787,Denmark,Europe,PRJEB50613
ERR8314788,Denmark,Europe,PRJEB50613
ERR8314789,Denmark,Europe,PRJEB50613
SRR10209664,Norway,Europe,PRJNA574295
SRR10209665,Norway,Europe,PRJNA574295
SRR10209666,Norway,Europe,PRJNA574295
