label,country,continent,bioproject
SRR10209667,Norway,Europe,PRJNA574295
SRR10209668,Norway,Europe,PRJNA574295
SRR10209669,Norway,Europe,PRJNA574295
SRR10209670,Norway,Europe,PRJNA574295
SRR10209671,Norway,Europe,PRJNA574295
SRR10209672,Norway,Europe,PRJNA574295
SRR10209673,Norway,Europe,PRJNA574295
SRR10209674,Norway,Europe,PRJNA574295
SRR10209675,Norway,Europe,PRJNA574295
SRR10209676,Norway,Europe,PRJNA574295
SRR10209677,Norway,Europe,PRJNA574295
SRR10209678,Norway,Europe,PRJNA574295
SRR10209679,Norway,Europe,PRJNA574295
SRR10209680,Norway,Europe,PRJNA574295
SRR10209681,Norway,Europe,PRJNA574295
SRR10209682,Norway,Europe,PRJNA574295
SRR10209683,Norway,Europe,PRJNA574295
SRR10209684,Norway,Europe,PRJNA574295
SRR10209685,Norway,Europe,PRJNA574295
SRR10209686,Norway,Europe,PRJNA574295
SRR10209687,Norway,Europe,PRJNA574295
SRR11122997,USA,North America,PRJNA601162
SRR11123022,USA,North America,PRJNA601162
SRR11123044,USA,North America,PRJNA601162
SRR11123056,USA,North America,PRJNA601162
SRR11124652,Australia,Australia,PRJNA526405
SRR11124655,Australia,Australia,PRJNA526405
SRR11124656,Australia,Australia,PRJNA526405
SRR11124657,Australia,Australia,PRJNA526405
SRR11124660,Australia,Australia,PRJNA526405
SRR11124662,Australia,Australia,PRJNA526405
SRR11124663,Australia,Australia,PRJNA526405
SRR11124665,Australia,Australia,PRJNA526405
SRR11124666,Australia,Australia,PRJNA526405
SRR11124667,Australia,Australia,PRJNA526405
SRR11124668,Australia,Australia,PRJNA526405
SRR11124669,Australia,Australia,PRJNA526405
SRR11124671,Australia,Australia,PRJNA526405
SRR11124675,Australia,Australia,PRJNA526405
SRR11124677,Australia,Australia,PRJNA526405
SRR11124680,Australia,Australia,PRJNA526405
SRR11124683,Australia,Australia,PRJNA526405
SRR11124685,Australia,Australia,PRJNA526405
SRR11124686,Australia,Australia,PRJNA526405
SRR11124687,Australia,Australia,PRJNA526405
SRR11124688,Australia,Australia,PRJNA526405
SRR11124689,Australia,Australia,PRJNA526405
SRR11124695,Australia,Australia,PRJNA526405
SRR11124700,Australia,Australia,PRJNA526405
SRR11124701,Australia,Australia,PRJNA526405
SRR11124702,Australia,Australia,PRJNA526405
SRR11124703,Australia,Australia,PRJNA526405
SRR11124704,Australia,Australia,PRJNA526405
SRR11124705,Australia,Australia,PRJNA526405
SRR11124710,Australia,Australia,PRJNA526405
SRR11124712,Australia,Australia,PRJNA526405
SRR11124713,Australia,Australia,PRJNA526405
SRR11124714,Australia,Australia,PRJNA526405
SRR11124721,Australia,Australia,PRJNA526405
SRR11124733,Australia,Australia,PRJNA526405
SRR11124744,Australia,Australia,PRJNA526405
SRR11124748,Australia,Australia,PRJNA526405
SRR11124752,Australia,Australia,PRJNA526405
SRR11124753,Australia,Australia,PRJNA526405
SRR11124755,Australia,Australia,PRJNA526405
SRR11124756,Australia,Australia,PRJNA526405
SRR11124758,Australia,Australia,PRJNA526405
SRR11124760,Australia,Australia,PRJNA526405
SRR11124761,Australia,Australia,PRJNA526405
SRR11124762,Australia,Australia,PRJNA526405
SRR11124765,Australia,Australia,PRJNA526405
SRR11124766,Australia,Australia,PRJNA526405
SRR11124767,Australia,Australia,PRJNA526405
SRR11124770,Australia,Australia,PRJNA526405
SRR11124773,Australia,Australia,PRJNA526405
SRR11124775,Australia,Australia,PRJNA526405
SRR11124776,Australia,Australia,PRJNA526405
SRR11124783,Australia,Australia,PRJNA526405
SRR11124784,Australia,Australia,PRJNA526405
SRR11124785,Australia,Australia,PRJNA526405
SRR11124786,Australia,Australia,PRJNA526405
SRR11124787,Australia,Australia,PRJNA526405
SRR11124791,Australia,Australia,PRJNA526405
SRR11124792,Australia,Australia,PRJNA526405
SRR11124793,Australia,Australia,PRJNA526405
SRR11124794,Australia,Australia,PRJNA526405
SRR11124795,Australia,Australia,PRJNA526405
SRR11124796,Australia,Australia,PRJNA526405
SRR11124797,Australia,Australia,PRJNA526405
SRR11124798,Australia,Australia,PRJNA526405
SRR11124800,Australia,Australia,PRJNA526405
SRR11124801,Australia,Australia,PRJNA526405
SRR11124802,Australia,Australia,PRJNA526405
SRR11124805,Australia,Australia,PRJNA526405
SRR11124806,Australia,Australia,PRJNA526405
SRR11124809,Australia,Australia,PRJNA526405
SRR11124810,Australia,Australia,PRJNA526405
SRR11124817,Australia,Australia,PRJNA526405
SRR11124818,Australia,Australia,PRJNA526405
SRR11124822,Australia,Australia,PRJNA526405
SRR11124823,Australia,Australia,PRJNA526405
SRR11124824,Australia,Australia,PRJNA526405
SRR11124825,Australia,Australia,PRJNA526405
SRR11124826,Australia,Australia,PRJNA526405
SRR11124829,Australia,Australia,PRJNA526405
SRR11124831,Australia,Australia,PRJNA526405
SRR11124835,Australia,Australia,PRJNA526405
SRR11124837,Australia,Australia,PRJNA526405
SRR11124838,Australia,Australia,PRJNA526405
SRR11124839,Australia,Australia,PRJNA526405
SRR11124840,Australia,Australia,PRJNA526405
SRR11124842,Australia,Australia,PRJNA526405
SRR11124843,Australia,Australia,PRJNA526405
SRR11124846,Australia,Australia,PRJNA526405
SRR11124848,Australia,Australia,PRJNA526405
SRR11124851,Australia,Australia,PRJNA526405
SRR11124853,Australia,Australia,PRJNA526405
SRR11124856,Australia,Australia,PRJNA526405
SRR11124857,Australia,Australia,PRJNA526405
SRR11124862,Australia,Australia,PRJNA526405
SRR11124864,Australia,Australia,PRJNA526405
SRR11124867,Australia,Australia,PRJNA526405
SRR11124868,Australia,Australia,PRJNA526405
SRR11124869,Australia,Australia,PRJNA526405
SRR11124873,Australia,Australia,PRJNA526405
SRR11124875,Australia,Australia,PRJNA526405
SRR11124876,Australia,Australia,PRJNA526405
SRR11124877,Australia,Australia,PRJNA526405
SRR11124878,Australia,Australia,PRJNA526405
SRR11124879,Australia,Australia,PRJNA526405
SRR11124881,Australia,Australia,PRJNA526405
SRR11124883,Australia,Australia,PRJNA526405
SRR11124885,Australia,Australia,PRJNA526405
SRR11124889,Australia,Australia,PRJNA526405
SRR11124891,Australia,Australia,PRJNA526405
SRR11124893,Australia,Australia,PRJNA526405
SRR11124894,Australia,Australia,PRJNA526405
SRR11124896,Australia,Australia,PRJNA526405
SRR11124898,Australia,Australia,PRJNA526405
SRR11124901,Australia,Australia,PRJNA526405
SRR11124905,Australia,Australia,PRJNA526405
SRR11124907,Australia,Australia,PRJNA526405
SRR11124909,Australia,Australia,PRJNA526405
SRR11124910,Australia,Australia,PRJNA526405
SRR11124911,Australia,Australia,PRJNA526405
SRR11124912,Australia,Australia,PRJNA526405
SRR11124915,Australia,Australia,PRJNA526405
SRR11124921,Australia,Australia,PRJNA526405
SRR11124923,Australia,Australia,PRJNA526405
SRR11124925,Australia,Australia,PRJNA526405
SRR11124926,Australia,Australia,PRJNA526405
SRR11124927,Australia,Australia,PRJNA526405
SRR11124929,Australia,Australia,PRJNA526405
SRR11124932,Australia,Australia,PRJNA526405
SRR11124933,Australia,Australia,PRJNA526405
SRR11124935,Australia,Australia,PRJNA526405
SRR11124936,Australia,Australia,PRJNA526405
SRR11124940,Australia,Australia,PRJNA526405
SRR11124944,Australia,Australia,PRJNA526405
SRR11124945,Australia,Australia,PRJNA526405
SRR11124949,Australia,Australia,PRJNA526405
SRR11124951,Australia,Australia,PRJNA526405
SRR11124955,Australia,Australia,PRJNA526405
SRR11124956,Australia,Australia,PRJNA526405
SRR11124957,Australia,Australia,PRJNA526405
SRR11124959,Australia,Australia,PRJNA526405
SRR11124962,Australia,Australia,PRJNA526405
SRR11124964,Australia,Australia,PRJNA526405
SRR11124968,Australia,Australia,PRJNA526405
SRR11124973,Australia,Australia,PRJNA526405
SRR11124974,Australia,Australia,PRJNA526405
SRR11124977,Australia,Australia,PRJNA526405
SRR11124978,Australia,Australia,PRJNA526405
SRR11124986,Australia,Australia,PRJNA526405
SRR11124987,Australia,Australia,PRJNA526405
SRR11124991,Australia,Australia,PRJNA526405
SRR11124992,Australia,Australia,PRJNA526405
SRR11124995,Australia,Australia,PRJNA526405
SRR11124996,Australia,Australia,PRJNA526405
SRR11124997,Australia,Australia,PRJNA526405
SRR11124998,Australia,Australia,PRJNA526405
SRR11124999,Australia,Australia,PRJNA526405
SRR11125005,Australia,Australia,PRJNA526405
SRR11125009,Australia,Australia,PRJNA526405
SRR11125010,Australia,Australia,PRJNA526405
SRR11125012,Australia,Australia,PRJNA526405
SRR11125014,Australia,Australia,PRJNA526405
SRR11125017,Australia,Australia,PRJNA526405
SRR11125020,Australia,Australia,PRJNA526405
SRR11125021,Australia,Australia,PRJNA526405
SRR11125025,Australia,Australia,PRJNA526405
SRR11125026,Australia,Australia,PRJNA526405
SRR11125027,Australia,Australia,PRJNA526405
SRR11125028,Australia,Australia,PRJNA526405
SRR11125031,Australia,Australia,PRJNA526405
SRR11125035,Australia,Australia,PRJNA526405
SRR11125036,Australia,Australia,PRJNA526405
SRR11125041,Australia,Australia,PRJNA526405
SRR11125042,Australia,Australia,PRJNA526405
SRR11125045,Australia,Australia,PRJNA526405
SRR11125046,Australia,Australia,PRJNA526405
SRR11125051,Australia,Australia,PRJNA526405
SRR11125052,Australia,Australia,PRJNA526405
SRR11125054,Australia,Australia,PRJNA526405
SRR11125056,Australia,Australia,PRJNA526405
SRR11125057,Australia,Australia,PRJNA526405
SRR11125058,Australia,Australia,PRJNA526405
SRR11125061,Australia,Australia,PRJNA526405
SRR11125064,Australia,Australia,PRJNA526405
SRR11125070,Australia,Australia,PRJNA526405
SRR11125072,Australia,Australia,PRJNA526405
SRR11125073,Australia,Australia,PRJNA526405
SRR11125074,Australia,Australia,PRJNA526405
SRR11125076,Australia,Australia,PRJNA526405
SRR11125077,Australia,Australia,PRJNA526405
SRR11125081,Australia,Australia,PRJNA526405
SRR11125084,Australia,Australia,PRJNA526405
SRR11125086,Australia,Australia,PRJNA526405
SRR11125087,Australia,Australia,PRJNA526405
SRR11125089,Australia,Australia,PRJNA526405
SRR11125090,Australia,Australia,PRJNA526405
SRR11125092,Australia,Australia,PRJNA526405
SRR11125094,Australia,Australia,PRJNA526405
SRR11125095,Australia,Australia,PRJNA526405
SRR11125097,Australia,Australia,PRJNA526405
SRR11125099,Australia,Australia,PRJNA526405
SRR11125100,Australia,Australia,PRJNA526405
SRR11125101,Australia,Australia,PRJNA526405
SRR11125103,Australia,Australia,PRJNA526405
SRR11125104,Australia,Australia,PRJNA526405
SRR11125107,Australia,Australia,PRJNA526405
SRR11125111,Australia,Australia,PRJNA526405
SRR11125112,Australia,Australia,PRJNA526405
SRR11125115,Australia,Australia,PRJNA526405
SRR11125116,Australia,Australia,PRJNA526405
SRR11125118,Australia,Australia,PRJNA526405
SRR11125121,Australia,Australia,PRJNA526405
SRR11125122,Australia,Australia,PRJNA526405
SRR11125123,Australia,Australia,PRJNA526405
SRR11125124,Australia,Australia,PRJNA526405
SRR11125126,Australia,Australia,PRJNA526405
SRR11125127,Australia,Australia,PRJNA526405
SRR11125128,Australia,Australia,PRJNA526405
SRR11125129,Australia,Australia,PRJNA526405
SRR11125130,Australia,Australia,PRJNA526405
SRR11125132,Australia,Australia,PRJNA526405
SRR11125133,Australia,Australia,PRJNA526405
SRR11125135,Australia,Australia,PRJNA526405
SRR11125136,Australia,Australia,PRJNA526405
SRR11125137,Australia,Australia,PRJNA526405
SRR11125139,Australia,Australia,PRJNA526405
SRR11125143,Australia,Australia,PRJNA526405
SRR11125145,Australia,Australia,PRJNA526405
SRR11125147,Australia,Australia,PRJNA526405
SRR11125155,Australia,Australia,PRJNA526405
SRR11125159,Australia,Australia,PRJNA526405
SRR11125160,Australia,Australia,PRJNA526405
SRR11125162,Australia,Australia,PRJNA526405
SRR11125163,Australia,Australia,PRJNA526405
SRR11125164,Australia,Australia,PRJNA526405
SRR11125165,Australia,Australia,PRJNA526405
SRR11125167,Australia,Australia,PRJNA526405
SRR11125169,Australia,Australia,PRJNA526405
SRR11125170,Australia,Australia,PRJNA526405
SRR11125171,Australia,Australia,PRJNA526405
SRR11125173,Australia,Australia,PRJNA526405
SRR11125174,Australia,Australia,PRJNA526405
SRR11125175,Australia,Australia,PRJNA526405
SRR11125177,Australia,Australia,PRJNA526405
SRR11125179,Australia,Australia,PRJNA526405
SRR11125183,Australia,Australia,PRJNA526405
SRR11125184,Australia,Australia,PRJNA526405
SRR11125185,Australia,Australia,PRJNA526405
SRR11125186,Australia,Australia,PRJNA526405
SRR11125187,Australia,Australia,PRJNA526405
SRR11125189,Australia,Australia,PRJNA526405
SRR11125197,Australia,Australia,PRJNA526405
SRR11125204,Australia,Australia,PRJNA526405
SRR11125210,Australia,Australia,PRJNA526405
SRR11125211,Australia,Australia,PRJNA526405
SRR11125213,Australia,Australia,PRJNA526405
SRR11125216,Australia,Australia,PRJNA526405
SRR11125218,Australia,Australia,PRJNA526405
SRR11125219,Australia,Australia,PRJNA526405
SRR11125221,Australia,Australia,PRJNA526405
SRR11125222,Australia,Australia,PRJNA526405
SRR11125224,Australia,Australia,PRJNA526405
SRR11125225,Australia,Australia,PRJNA526405
SRR11125229,Australia,Australia,PRJNA526405
SRR11125232,Australia,Australia,PRJNA526405
SRR11125233,Australia,Australia,PRJNA526405
SRR11125234,Australia,Australia,PRJNA526405
SRR11125235,Australia,Australia,PRJNA526405
SRR11125236,Australia,Australia,PRJNA526405
SRR11125237,Australia,Australia,PRJNA526405
SRR11125246,Australia,Australia,PRJNA526405
SRR11125248,Australia,Australia,PRJNA526405
SRR11125249,Australia,Australia,PRJNA526405
SRR11125250,Australia,Australia,PRJNA526405
SRR11125251,Australia,Australia,PRJNA526405
SRR11125256,Australia,Australia,PRJNA526405
SRR11125258,Australia,Australia,PRJNA526405
SRR11125259,Australia,Australia,PRJNA526405
SRR11125263,Australia,Australia,PRJNA526405
SRR11125265,Australia,Australia,PRJNA526405
SRR11125266,Australia,Australia,PRJNA526405
SRR11125268,Australia,Australia,PRJNA526405
SRR11125273,Australia,Australia,PRJNA526405
SRR11125277,Australia,Australia,PRJNA526405
SRR11125278,Australia,Australia,PRJNA526405
SRR11125281,Australia,Australia,PRJNA526405
SRR11125283,Australia,Australia,PRJNA526405
SRR11125284,Australia,Australia,PRJNA526405
SRR11125285,Australia,Australia,PRJNA526405
SRR11125287,Australia,Australia,PRJNA526405
SRR11125288,Australia,Australia,PRJNA526405
SRR11125289,Australia,Australia,PRJNA526405
SRR11125290,Australia,Australia,PRJNA526405
SRR11125292,Australia,Australia,PRJNA526405
SRR11125293,Australia,Australia,PRJNA526405
SRR11125294,Australia,Australia,PRJNA526405
SRR11125296,Australia,Australia,PRJNA526405
SRR11125297,Australia,Australia,PRJNA526405
SRR11125303,Australia,Australia,PRJNA526405
SRR11125309,Australia,Australia,PRJNA526405
SRR11125310,Australia,Australia,PRJNA526405
SRR11125311,Australia,Australia,PRJNA526405
SRR11125315,Australia,Australia,PRJNA526405
SRR11125317,Australia,Australia,PRJNA526405
SRR11125318,Australia,Australia,PRJNA526405
SRR11125321,Australia,Australia,PRJNA526405
SRR11125322,Australia,Australia,PRJNA526405
SRR11125324,Australia,Australia,PRJNA526405
SRR11125327,Australia,Australia,PRJNA526405
SRR11125328,Australia,Australia,PRJNA526405
SRR11125330,Australia,Australia,PRJNA526405
SRR11125335,Australia,Australia,PRJNA526405
SRR11125338,Australia,Australia,PRJNA526405
SRR11125342,Australia,Australia,PRJNA526405
SRR11125343,Australia,Australia,PRJNA526405
SRR11125344,Australia,Australia,PRJNA526405
SRR11125345,Australia,Australia,PRJNA526405
SRR11125347,Australia,Australia,PRJNA526405
SRR11125352,Australia,Australia,PRJNA526405
SRR11125353,Australia,Australia,PRJNA526405
SRR11125357,Australia,Australia,PRJNA526405
SRR11125359,Australia,Australia,PRJNA526405
SRR11125362,Australia,Australia,PRJNA526405
SRR11125363,Australia,Australia,PRJNA526405
SRR11125364,Australia,Australia,PRJNA526405
SRR11125368,Australia,Australia,PRJNA526405
SRR11125369,Australia,Australia,PRJNA526405
SRR11125370,Australia,Australia,PRJNA526405
SRR11125373,Australia,Australia,PRJNA526405
SRR11125376,Australia,Australia,PRJNA526405
SRR11125378,Australia,Australia,PRJNA526405
SRR11125379,Australia,Australia,PRJNA526405
SRR11125384,Australia,Australia,PRJNA526405
SRR11125385,Australia,Australia,PRJNA526405
SRR11125386,Australia,Australia,PRJNA526405
SRR11125387,Australia,Australia,PRJNA526405
SRR11125388,Australia,Australia,PRJNA526405
SRR11125390,Australia,Australia,PRJNA526405
SRR11125394,Australia,Australia,PRJNA526405
SRR11125395,Australia,Australia,PRJNA526405
SRR11125397,Australia,Australia,PRJNA526405
SRR11125405,Australia,Australia,PRJNA526405
SRR11125406,Australia,Australia,PRJNA526405
SRR11125409,Australia,Australia,PRJNA526405
SRR11125410,Australia,Australia,PRJNA526405
SRR11125411,Australia,Australia,PRJNA526405
SRR11125413,Australia,Australia,PRJNA526405
SRR11125415,Australia,Australia,PRJNA526405
SRR11125419,Australia,Australia,PRJNA526405
SRR11125420,Australia,Australia,PRJNA526405
SRR11125421,Australia,Australia,PRJNA526405
SRR11125427,Australia,Australia,PRJNA526405
SRR11125428,Australia,Australia,PRJNA526405
SRR11125432,Australia,Australia,PRJNA526405
SRR11125434,Australia,Australia,PRJNA526405
SRR11125435,Australia,Australia,PRJNA526405
SRR11125436,Australia,Australia,PRJNA526405
SRR11125438,Australia,Australia,PRJNA526405
SRR11125439,Australia,Australia,PRJNA526405
SRR11125440,Australia,Australia,PRJNA526405
SRR11125442,Australia,Australia,PRJNA526405
SRR11125443,Australia,Australia,PRJNA526405
SRR11125445,Australia,Australia,PRJNA526405
SRR11125446,Australia,Australia,PRJNA526405
SRR11125447,Australia,Australia,PRJNA526405
SRR11125448,Australia,Australia,PRJNA526405
SRR11125449,Australia,Australia,PRJNA526405
SRR11125454,Australia,Australia,PRJNA526405
SRR11125456,Australia,Australia,PRJNA526405
SRR11125457,Australia,Australia,PRJNA526405
SRR11125459,Australia,Australia,PRJNA526405
SRR11125462,Australia,Australia,PRJNA526405
SRR11125466,Australia,Australia,PRJNA526405
SRR11125467,Australia,Australia,PRJNA526405
SRR11125470,Australia,Australia,PRJNA526405
SRR11125471,Australia,Australia,PRJNA526405
SRR11125472,Australia,Australia,PRJNA526405
SRR11125473,Australia,Australia,PRJNA526405
SRR11125478,Australia,Australia,PRJNA526405
SRR11125479,Australia,Australia,PRJNA526405
SRR11125480,Australia,Australia,PRJNA526405
SRR11125481,Australia,Australia,PRJNA526405
SRR11125483,Australia,Australia,PRJNA526405
SRR11125484,Australia,Australia,PRJNA526405
SRR11125485,Australia,Australia,PRJNA526405
SRR11125486,Australia,Australia,PRJNA526405
SRR11125488,Australia,Australia,PRJNA526405
SRR11125490,Australia,Australia,PRJNA526405
SRR11125491,Australia,Australia,PRJNA526405
SRR11125492,Australia,Australia,PRJNA526405
SRR11125493,Australia,Australia,PRJNA526405
SRR11125494,Australia,Australia,PRJNA526405
SRR11125497,Australia,Australia,PRJNA526405
SRR11125498,Australia,Australia,PRJNA526405
SRR11125500,Australia,Australia,PRJNA526405
SRR11125501,Australia,Australia,PRJNA526405
SRR11125503,Australia,Australia,PRJNA526405
SRR11125505,Australia,Australia,PRJNA526405
SRR11125507,Australia,Australia,PRJNA526405
SRR11125508,Australia,Australia,PRJNA526405
SRR11125511,Australia,Australia,PRJNA526405
SRR11125515,Australia,Australia,PRJNA526405
SRR11125517,Australia,Australia,PRJNA526405
SRR11125520,Australia,Australia,PRJNA526405
SRR11125522,Australia,Australia,PRJNA526405
SRR11125523,Australia,Australia,PRJNA526405
SRR11125526,Australia,Australia,PRJNA526405
SRR11125529,Australia,Australia,PRJNA526405
SRR11125530,Australia,Australia,PRJNA526405
SRR11125531,Australia,Australia,PRJNA526405
SRR11125533,Australia,Australia,PRJNA526405
SRR11125534,Australia,Australia,PRJNA526405
SRR11125535,Australia,Australia,PRJNA526405
SRR11125537,Australia,Australia,PRJNA526405
SRR11125539,Australia,Australia,PRJNA526405
SRR11125542,Australia,Australia,PRJNA526405
SRR11125544,Australia,Australia,PRJNA526405
SRR11125546,Australia,Australia,PRJNA526405
SRR11125548,Australia,Australia,PRJNA526405
SRR11125550,Australia,Australia,PRJNA526405
SRR11125554,Australia,Australia,PRJNA526405
SRR11125555,Australia,Australia,PRJNA526405
SRR11125557,Australia,Australia,PRJNA526405
SRR11125558,Australia,Australia,PRJNA526405
SRR11125560,Australia,Australia,PRJNA526405
SRR11125561,Australia,Australia,PRJNA526405
SRR11125631,Australia,Australia,PRJNA526405
SRR11125632,Australia,Australia,PRJNA526405
SRR11125633,Australia,Australia,PRJNA526405
SRR11125635,Australia,Australia,PRJNA526405
SRR11125638,Australia,Australia,PRJNA526405
SRR11125641,Australia,Australia,PRJNA526405
SRR11125642,Australia,Australia,PRJNA526405
SRR11125650,Australia,Australia,PRJNA526405
SRR11125655,Australia,Australia,PRJNA526405
SRR11125657,Australia,Australia,PRJNA526405
SRR11125661,Australia,Australia,PRJNA526405
SRR11125663,Australia,Australia,PRJNA526405
SRR11125664,Australia,Australia,PRJNA526405
SRR11125665,Australia,Australia,PRJNA526405
SRR11125667,Australia,Australia,PRJNA526405
SRR11125669,Australia,Australia,PRJNA526405
SRR11125672,Australia,Australia,PRJNA526405
SRR11125674,Australia,Australia,PRJNA526405
SRR11125676,Australia,Australia,PRJNA526405
SRR11125678,Australia,Australia,PRJNA526405
SRR11125680,Australia,Australia,PRJNA526405
SRR11125684,Australia,Australia,PRJNA526405
SRR11125685,Australia,Australia,PRJNA526405
SRR11125687,Australia,Australia,PRJNA526405
SRR11125688,Australia,Australia,PRJNA526405
SRR11125690,Australia,Australia,PRJNA526405
SRR11125691,Australia,Australia,PRJNA526405
SRR11125693,Australia,Australia,PRJNA526405
SRR11125695,Australia,Australia,PRJNA526405
SRR11125696,Australia,Australia,PRJNA526405
SRR11125699,Australia,Australia,PRJNA526405
SRR11125701,Australia,Australia,PRJNA526405
SRR11125702,Australia,Australia,PRJNA526405
SRR11125703,Australia,Australia,PRJNA526405
SRR11125705,Australia,Australia,PRJNA526405
SRR11125706,Australia,Australia,PRJNA526405
SRR11125707,Australia,Australia,PRJNA526405
SRR11125708,Australia,Australia,PRJNA526405
SRR11125711,Australia,Australia,PRJNA526405
SRR11125712,Australia,Australia,PRJNA526405
SRR11125714,Australia,Australia,PRJNA526405
SRR11125715,Australia,Australia,PRJNA526405
SRR11125721,Australia,Australia,PRJNA526405
SRR11125726,Australia,Australia,PRJNA526405
SRR11125729,Australia,Australia,PRJNA526405
SRR11125731,Australia,Australia,PRJNA526405
SRR11125734,Australia,Australia,PRJNA526405
SRR11125736,Australia,Australia,PRJNA526405
SRR11125737,Australia,Australia,PRJNA526405
SRR11125739,Australia,Australia,PRJNA526405
SRR11125740,Australia,Australia,PRJNA526405
SRR11125741,Australia,Australia,PRJNA526405
SRR11125742,Australia,Australia,PRJNA526405
SRR11125743,Australia,Australia,PRJNA526405
SRR11125745,Australia,Australia,PRJNA526405
SRR11125749,Australia,Australia,PRJNA526405
SRR11125751,Australia,Australia,PRJNA526405
SRR11125757,Australia,Australia,PRJNA526405
SRR11125758,Australia,Australia,PRJNA526405
SRR11125762,Australia,Australia,PRJNA526405
SRR11125763,Australia,Australia,PRJNA526405
SRR11125765,Australia,Australia,PRJNA526405
SRR11125766,Australia,Australia,PRJNA526405
SRR11125768,Australia,Australia,PRJNA526405
SRR11125770,Australia,Australia,PRJNA526405
SRR11125771,Australia,Australia,PRJNA526405
SRR11125772,Australia,Australia,PRJNA526405
SRR11125775,Australia,Australia,PRJNA526405
SRR11125776,Australia,Australia,PRJNA526405
SRR11125777,Australia,Australia,PRJNA526405
SRR11125780,Australia,Australia,PRJNA526405
SRR11125783,Australia,Australia,PRJNA526405
SRR11125785,Australia,Australia,PRJNA526405
SRR11125786,Australia,Australia,PRJNA526405
SRR11125790,Australia,Australia,PRJNA526405
SRR11125791,Australia,Australia,PRJNA526405
SRR11125793,Australia,Australia,PRJNA526405
SRR11125796,Australia,Australia,PRJNA526405
SRR11125798,Australia,Australia,PRJNA526405
SRR11125802,Australia,Australia,PRJNA526405
SRR11125807,Australia,Australia,PRJNA526405
SRR11125811,Australia,Australia,PRJNA526405
SRR11125812,Australia,Australia,PRJNA526405
SRR11125820,Australia,Australia,PRJNA526405
SRR11125821,Australia,Australia,PRJNA526405
SRR11125827,Australia,Australia,PRJNA526405
SRR11125839,Australia,Australia,PRJNA526405
SRR11125850,Australia,Australia,PRJNA526405
SRR11125857,Australia,Australia,PRJNA526405
SRR11125858,Australia,Australia,PRJNA526405
SRR11125861,Australia,Australia,PRJNA526405
SRR11125862,Australia,Australia,PRJNA526405
SRR11125863,Australia,Australia,PRJNA526405
SRR11125864,Australia,Australia,PRJNA526405
SRR11125865,Australia,Australia,PRJNA526405
SRR11125873,Australia,Australia,PRJNA526405
SRR11125874,Australia,Australia,PRJNA526405
SRR11125875,Australia,Australia,PRJNA526405
SRR11125876,Australia,Australia,PRJNA526405
SRR11125877,Australia,Australia,PRJNA526405
SRR11125881,Australia,Australia,PRJNA526405
SRR11125882,Australia,Australia,PRJNA526405
SRR11125883,Australia,Australia,PRJNA526405
SRR11125884,Australia,Australia,PRJNA526405
SRR11125885,Australia,Australia,PRJNA526405
SRR11125886,Australia,Australia,PRJNA526405
SRR11125887,Australia,Australia,PRJNA526405
SRR11125888,Australia,Australia,PRJNA526405
SRR11125890,Australia,Australia,PRJNA526405
SRR11125891,Australia,Australia,PRJNA526405
SRR11125892,Australia,Australia,PRJNA526405
SRR11125895,Australia,Australia,PRJNA526405
SRR11125896,Australia,Australia,PRJNA526405
SRR11125899,Australia,Australia,PRJNA526405
SRR11125900,Australia,Australia,PRJNA526405
SRR11125903,Australia,Australia,PRJNA526405
SRR11125904,Australia,Australia,PRJNA526405
SRR11125906,Australia,Australia,PRJNA526405
SRR11125908,Australia,Australia,PRJNA526405
SRR11125911,Australia,Australia,PRJNA526405
SRR11125915,Australia,Australia,PRJNA526405
SRR11125917,Australia,Australia,PRJNA526405
SRR11125919,Australia,Australia,PRJNA526405
SRR11125920,Australia,Australia,PRJNA526405
SRR11125921,Australia,Australia,PRJNA526405
SRR11125922,Australia,Australia,PRJNA526405
SRR11125925,Australia,Australia,PRJNA526405
SRR11125931,Australia,Australia,PRJNA526405
SRR11125933,Australia,Australia,PRJNA526405
SRR11125936,Australia,Australia,PRJNA526405
SRR11125938,Australia,Australia,PRJNA526405
SRR11125943,Australia,Australia,PRJNA526405
SRR11125952,Australia,Australia,PRJNA526405
SRR11125954,Australia,Australia,PRJNA526405
SRR11125957,Australia,Australia,PRJNA526405
SRR11125958,Australia,Australia,PRJNA526405
SRR11125963,Australia,Australia,PRJNA526405
SRR11125965,Australia,Australia,PRJNA526405
SRR11125967,Australia,Australia,PRJNA526405
SRR11125968,Australia,Australia,PRJNA526405
SRR11125971,Australia,Australia,PRJNA526405
SRR11125972,Australia,Australia,PRJNA526405
SRR11125973,Australia,Australia,PRJNA526405
SRR11125975,Australia,Australia,PRJNA526405
SRR11125977,Australia,Australia,PRJNA526405
SRR11125981,Australia,Australia,PRJNA526405
SRR11125982,Australia,Australia,PRJNA526405
SRR11125983,Australia,Australia,PRJNA526405
SRR11125989,Australia,Australia,PRJNA526405
SRR11125990,Australia,Australia,PRJNA526405
SRR11125994,Australia,Australia,PRJNA526405
SRR11125997,Australia,Australia,PRJNA526405
SRR11126000,Australia,Australia,PRJNA526405
SRR11126002,Australia,Australia,PRJNA526405
SRR11126003,Australia,Australia,PRJNA526405
SRR11126005,Australia,Australia,PRJNA526405
SRR11126010,Australia,Australia,PRJNA526405
