user_genome	Domain	phylum	class	order	family	genus	species
AtH2023_ERR1135212_MAG01	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus
AtH2023_ERR1135212_MAG02	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	
AtH2023_ERR1135212_MAG03	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	Frisingicoccus sp016298055
AtH2023_ERR1135212_MAG04	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251365
AtH2023_ERR1135212_MAG05	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp004555245
AtH2023_ERR1135212_MAG06	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	UBA4372 sp945787625
AtH2023_ERR1135212_MAG07	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	RUG841	RUG841 sp900772035
AtH2023_ERR1135212_MAG08	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp022777585
AtH2023_ERR1135212_MAG09	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp945613045
AtH2023_ERR1135212_MAG10	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp022772725
AtH2023_ERR1135212_MAG11	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CALZFJ01	CALZFJ01 sp945645715
AtH2023_ERR1135212_MAG12	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	Limimorpha	Limimorpha sp900769945
AtH2023_ERR1135212_MAG13	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2868	UBA2868 sp004552595
AtH2023_ERR1135212_MAG14	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	
AtH2023_ERR1135212_MAG15	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp016294035
AtH2023_ERR1135212_MAG16	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	
AtH2023_ERR1135212_MAG17	Bacteria	Verrucomicrobiota	Kiritimatiellia	RFP12	UBA1067	UBA1067	UBA1067 sp945483525
AtH2023_ERR1135212_MAG18	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp945828585
AtH2023_ERR1135212_MAG19	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	SFTJ01	SFTJ01 sp004557385
AtH2023_ERR1135212_MAG20	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp004555205
AtH2023_ERR1135212_MAG21	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	UMGS1865	
AtH2023_ERR1135212_MAG22	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp945494785
AtH2023_ERR1135219_MAG01	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis
AtH2023_ERR1135219_MAG02	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter lanienae
AtH2023_ERR1135219_MAG03	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D succinifaciens
AtH2023_ERR1135219_MAG04	Bacteria	Myxococcota	Bradymonadia	UBA4248	UBA4248	UBA4248	UBA4248 sp004554395
AtH2023_ERR1135219_MAG05	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	Phil1	Phil1 sp001940855
AtH2023_ERR1135219_MAG06	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp001701165
AtH2023_ERR1135219_MAG07	Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1242	UBA11490	UBA11490 sp016297915
AtH2023_ERR1135219_MAG08	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000434975
AtH2023_ERR1135219_MAG09	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp004557565
AtH2023_ERR1135219_MAG10	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	Enteromonas	Enteromonas sp022781015
AtH2023_ERR1135219_MAG11	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	UBA10281	UBA10281 sp900556195
AtH2023_ERR1135219_MAG12	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488 sp900539465
AtH2023_ERR1135219_MAG13	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera elsdenii
AtH2023_ERR1135219_MAG14	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A succinatutens
AtH2023_ERR1135219_MAG15	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-917	CAG-475	CAG-475 sp900551145
AtH2023_ERR1135219_MAG16	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio sp900548165
AtH2023_ERR1135219_MAG17	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-724	CAG-724 sp003524145
AtH2023_ERR1135219_MAG18	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri
AtH2023_ERR1135219_MAG19	Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1242	UMGS1470	UMGS1470 sp900552105
AtH2023_ERR1135219_MAG20	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp900546445
AtH2023_ERR1135259_MAG01	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanarcanum	Methanarcanum hacksteinii
AtH2023_ERR1135259_MAG02	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	UBA4372 sp900766785
AtH2023_ERR1135259_MAG03	Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1242	UMGS2070	UMGS2070 sp900557655
AtH2023_ERR1135259_MAG04	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp004559845
AtH2023_ERR1135259_MAG05	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag111	
AtH2023_ERR1135259_MAG06	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	
AtH2023_ERR1135259_MAG07	Bacteria	Verrucomicrobiota	Kiritimatiellia	RFP12	UBA3636	JAEDLN01	JAEDLN01 sp016295275
AtH2023_ERR1135259_MAG08	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004552115
AtH2023_ERR1135259_MAG09	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004554455
AtH2023_ERR1135259_MAG10	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	
AtH2023_ERR1135259_MAG11	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	Onthomorpha	Onthomorpha sp004551865
AtH2023_ERR1135259_MAG12	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	W0P28-013	W0P28-013 sp004557405
AtH2023_ERR1135259_MAG13	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4334	UBA4334 sp900316975
AtH2023_ERR1135259_MAG14	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	
AtH2023_ERR1135259_MAG15	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp016295455
AtH2023_ERR1135259_MAG16	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2868	UBA2868 sp004552595
AtH2023_ERR1135262_MAG01	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	Onthomorpha	Onthomorpha sp004551865
AtH2023_ERR1135262_MAG02	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	
AtH2023_ERR1135262_MAG03	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	SFHR01	SFHR01 sp004555545
AtH2023_ERR1135262_MAG04	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2868	UBA2868 sp004552595
AtH2023_ERR1135262_MAG05	Bacteria	Verrucomicrobiota	Kiritimatiellia	RFP12	UBA3636	JAEDLN01	JAEDLN01 sp016295275
AtH2023_ERR1135262_MAG06	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus
AtH2023_ERR1135262_MAG07	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004554455
AtH2023_ERR1135262_MAG08	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Wujia	
AtH2023_ERR1135262_MAG09	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp022782305
AtH2023_ERR1135262_MAG10	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251365
AtH2023_ERR1135262_MAG11	Bacteria	Spirochaetota	Spirochaetia	Sphaerochaetales	Sphaerochaetaceae	Ornithospirochaeta	Ornithospirochaeta sp022785155
AtH2023_ERR1135262_MAG12	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251295
AtH2023_ERR1135262_MAG13	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri
AtH2023_ERR1135262_MAG14	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	UBA4372 sp900766785
AtH2023_ERR1135262_MAG15	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	SIG307	SIG307 sp945622055
AtH2023_ERR1135262_MAG16	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	SFTJ01	SFTJ01 sp004563195
AtH2023_ERR1135262_MAG17	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp004552155
AtH2023_ERR1135262_MAG18	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2883	
AtH2023_ERR1135262_MAG19	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4334	UBA4334 sp016302435
AtH2023_ERR1135262_MAG20	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	W0P28-013	W0P28-013 sp004557405
AtH2023_ERR1135273_MAG01	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Succinivibrionaceae	Succinivibrio	Succinivibrio hippei_A
AtH2023_ERR1135273_MAG02	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2883	UBA2883 sp900768915
AtH2023_ERR1135273_MAG03	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Succinivibrionaceae	UBA2810	UBA2810 sp002351705
AtH2023_ERR1135273_MAG04	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA11957	UBA11957 sp945827805
AtH2023_ERR1135273_MAG05	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A succinatutens
AtH2023_ERR1135273_MAG06	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp004558865
AtH2023_ERR1135273_MAG07	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	
AtH2023_ERR1135273_MAG08	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	RUG114	RUG114 sp900315615
AtH2023_ERR1135273_MAG09	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900544495
AtH2023_ERR1135273_MAG10	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002299275
AtH2023_ERR1135273_MAG11	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900313215
AtH2023_ERR1135273_MAG12	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	Bariatricus sp004560705
AtH2023_ERR1135273_MAG13	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp000431075
AtH2023_ERR1135273_MAG14	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyribacter	Butyribacter sp900759665
AtH2023_ERR1135273_MAG15	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio sp900548165
AtH2023_ERR1135273_MAG16	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter sp900549895
AtH2023_ERR1135273_MAG17	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	
AtH2023_ERR1135273_MAG18	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251295
AtH2023_ERR1135273_MAG19	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia intestinalis
AtH2023_ERR1135298_MAG02	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanarcanum	Methanarcanum hacksteinii
AtH2023_ERR1135298_MAG01	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp004556755
AtH2023_ERR1135298_MAG03	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp016297555
AtH2023_ERR1135298_MAG04	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp945613045
AtH2023_ERR1135298_MAG05	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp004557565
AtH2023_ERR1135298_MAG06	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-382	SFLA01	SFLA01 sp004553575
AtH2023_ERR1135298_MAG07	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_D	
AtH2023_ERR1135298_MAG08	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2868	UBA2868 sp004552595
AtH2023_ERR1135298_MAG09	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-917	CAG-349	CAG-349 sp003539515
AtH2023_ERR1135298_MAG10	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus alactolyticus
AtH2023_ERR1135298_MAG11	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp004557185
AtH2023_ERR1135298_MAG12	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	PeH17	PeH17 sp000435055
AtH2023_ERR1135298_MAG13	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	Phil1	Phil1 sp004558525
AtH2023_ERR1135298_MAG14	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-841	CAG-841 sp000437375
AtH2023_ERR1135298_MAG15	Bacteria	Bacillota	Bacilli	RFN20	CAG-288	HGM10890	HGM10890 sp900769965
AtH2023_ERR1135298_MAG16	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Egerieousia	Egerieousia sp004561775
AtH2023_ERR1135298_MAG17	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	ER4	ER4 sp016295615
AtH2023_ERR1135298_MAG18	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	Limimorpha	Limimorpha sp900769945
AtH2023_ERR1135298_MAG19	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	PeH17	PeH17 sp004556165
AtH2023_ERR1135298_MAG20	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004556005
AtH2023_ERR1135298_MAG21	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	PeH17	PeH17 sp900542285
AtH2023_ERR1135314_MAG01	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp004557565
AtH2023_ERR1135314_MAG02	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004554455
AtH2023_ERR1135314_MAG03	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp003514385
AtH2023_ERR1135314_MAG04	Bacteria	Bacillota	Bacilli	RFN20	CAG-288	Enterosoma	Enterosoma sp022774485
AtH2023_ERR1135314_MAG05	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA3663	UBA3663	UBA3663 sp004557315
AtH2023_ERR1135314_MAG06	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004552115
AtH2023_ERR1135314_MAG07	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	Limimorpha	Limimorpha sp900769945
AtH2023_ERR1135314_MAG08	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter sp900549895
AtH2023_ERR1135314_MAG09	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp900546925
AtH2023_ERR1135314_MAG10	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Egerieousia	Egerieousia sp004561775
AtH2023_ERR1135314_MAG11	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp004557655
AtH2023_ERR1135314_MAG12	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp002395155
AtH2023_ERR1135314_MAG13	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A succinatutens
AtH2023_ERR1135314_MAG14	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_A	Coprococcus_A catus_A
AtH2023_ERR1135314_MAG15	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp900769985
AtH2023_ERR1135319_MAG01	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Egerieousia	Egerieousia sp004561775
AtH2023_ERR1135319_MAG02	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	Bariatricus sp004560705
AtH2023_ERR1135319_MAG03	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251435
AtH2023_ERR1135319_MAG04	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4334	UBA4334 sp900316975
AtH2023_ERR1135319_MAG05	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-917	CAG-349	CAG-349 sp003539515
AtH2023_ERR1135319_MAG06	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus alactolyticus
AtH2023_ERR1135319_MAG07	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp004557565
AtH2023_ERR1135319_MAG08	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_F	Ruminococcus_F sp004558835
AtH2023_ERR1135319_MAG09	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA738	UBA738 sp004557735
AtH2023_ERR1135319_MAG10	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp900771185
AtH2023_ERR1135319_MAG11	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS1668	UMGS1668 sp004556975
AtH2023_ERR1135319_MAG12	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004554455
AtH2023_ERR1135319_MAG13	Bacteria	Bacillota	Bacilli	RFN20	CAG-288	HGM10890	HGM10890 sp900769965
AtH2023_ERR1135319_MAG14	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2868	UBA2868 sp004552595
AtH2023_ERR1135319_MAG15	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	Phil1	Phil1 sp004558525
AtH2023_ERR1135319_MAG16	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	SFDB01	SFDB01 sp004558825
AtH2023_ERR1135319_MAG17	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter sp900142475
AtH2023_ERR1135319_MAG19	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp900769985
AtH2023_ERR1135319_MAG20	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA1712	UBA1712 sp018056665
AtH2023_ERR1135319_MAG21	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-724	CAG-724 sp900551005
AtH2023_ERR1135319_MAG22	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp000431075
AtH2023_ERR1135319_MAG23	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	PeH17	PeH17 sp900542285
AtH2023_ERR1135319_MAG24	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp004555205
AtH2023_ERR1135319_MAG25	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	ER4	ER4 sp016295615
AtH2023_ERR1135319_MAG18	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanarcanum	Methanarcanum hacksteinii
AtH2023_ERR1135340_MAG01	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus alactolyticus
AtH2023_ERR1135340_MAG02	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_A	Coprococcus_A catus_A
AtH2023_ERR1135340_MAG03	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004552115
AtH2023_ERR1135340_MAG04	Bacteria	Myxococcota	Bradymonadia	UBA4248	UBA4248	UBA4248	UBA4248 sp004554395
AtH2023_ERR1135340_MAG05	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp004557565
AtH2023_ERR1135340_MAG06	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp945788455
AtH2023_ERR1135340_MAG07	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp004557655
AtH2023_ERR1135340_MAG08	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900548195
AtH2023_ERR1135340_MAG09	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp900546925
AtH2023_ERR1135340_MAG10	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oliverpabstia	Oliverpabstia sp022764165
AtH2023_ERR1135340_MAG11	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp004556065
AtH2023_ERR1135340_MAG12	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	W0P33-017	W0P33-017 sp022768825
AtH2023_ERR1135340_MAG13	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella pectinovora
AtH2023_ERR1135340_MAG14	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp004557185
AtH2023_ERR1135340_MAG15	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D porcinum
AtH2023_ERR1135340_MAG16	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp004554455
AtH2023_ERR1135340_MAG17	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp004555425
AtH2023_ERR1135340_MAG18	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251295
AtH2023_ERR1135340_MAG19	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2868	UBA2868 sp004552595
AtH2023_ERR1135340_MAG20	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA3663	UBA3663	UBA3663 sp004557315
AtH2023_ERR1135340_MAG21	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D sp016294035
AtH2023_ERR1135340_MAG22	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp004555055
AtH2023_ERR1135348_MAG01	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436915
AtH2023_ERR1135348_MAG02	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Egerieousia	Egerieousia sp004561775
AtH2023_ERR1135348_MAG03	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera elsdenii
AtH2023_ERR1135348_MAG04	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_A	Coprococcus_A catus_A
AtH2023_ERR1135348_MAG05	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	ER4	ER4 sp900317525
AtH2023_ERR1135348_MAG06	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	
AtH2023_ERR1135348_MAG07	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2868	UBA2868 sp004552595
