rank,name,diff,first_tax,second_tax
class,c__Coriobacteriia,0.0012863721731971494,0.0012863721731971494,0.0
class,c__Fusobacteriia,0.0006431860865985747,0.0006431860865985747,0.0
class,c__Cyanobacteriia,0.0006431860865985747,0.0006431860865985747,0.0
class,c__UBA2968,0.000482389564948931,0.000482389564948931,0.0
class,c__Negativicutes,0.00032159304329928734,0.00032159304329928734,0.0
class,c__Halanaerobiia,0.00016079652164964367,0.00016079652164964367,0.0
class,c__Verrucomicrobiia,0.00016079652164964367,0.00016079652164964367,0.0
class,c__Vampirovibrionia,0.00016079652164964367,0.00016079652164964367,0.0
class,c__Planctomycetia,0.00016079652164964367,0.00016079652164964367,0.0
class,c__Phycisphaerae,0.00016079652164964367,0.00016079652164964367,0.0
class,c__SZUA-567,0.00016079652164964367,0.00016079652164964367,0.0
class,c__Sumerlaeia,0.00016079652164964367,0.00016079652164964367,0.0
class,c__Thermodesulfovibrionia,0.00016079652164964367,0.00016079652164964367,0.0
class,c__Dissulfuribacteria,0.00016079652164964367,0.00016079652164964367,0.0
phylum,p__Pseudomonadota,9.180759384200293,11.079845120790347,1.8990857365900529
phylum,p__Bacillota,-9.099876684355523,88.82914404795595,97.92902073231147
phylum,p__Bacteroidota,0.01607345552070029,0.03521443824127196,0.019140982720571676
phylum,p__Actinomycetota,0.015591794972723602,0.032480897373228027,0.01688910240050442
phylum,p__Spirochaetota,0.013346111296920425,0.013346111296920425,0.0
phylum,p__Campylobacterota,0.006914250430934677,0.006914250430934677,0.0
phylum,p__Cyanobacteriota,0.0008039826082482185,0.0008039826082482185,0.0
phylum,p__Fusobacteriota,0.0006431860865985747,0.0006431860865985747,0.0
phylum,p__Planctomycetota,0.000482389564948931,0.000482389564948931,0.0
phylum,p__Latescibacterota,0.000482389564948931,0.000482389564948931,0.0
phylum,p__Verrucomicrobiota,0.00016079652164964367,0.00016079652164964367,0.0
phylum,p__Sumerlaeota,0.00016079652164964367,0.00016079652164964367,0.0
phylum,p__Nitrospirota,0.00016079652164964367,0.00016079652164964367,0.0
phylum,p__Desulfobacterota,0.00016079652164964367,0.00016079652164964367,0.0
superkingdom,d__Bacteria,0.0,100.0,100.0
class,c__Gammaproteobacteria,9.794830919017036,23.988016691037483,14.193185772020447
class,c__Clostridia,-7.220891619825631,36.555036437343226,43.775928057168855
class,c__Bacteroidia,2.273779680835522,16.9299903705553,14.656210689719776
class,c__Methanobacteria,-1.5022628388301378,2.295612064148745,3.797874902978883
class,c__Bacilli,-1.477508343218769,6.155711687292699,7.633220030511469
class,c__Synergistia,1.107964832749174,9.09447555190984,7.986510719160666
class,c__Coriobacteriia,-1.0236635252171282,2.6082718118810706,3.6319353370981986
class,c__Negativicutes,-0.8197339221930204,1.241128428260637,2.0608623504536574
class,c__Desulfovibrionia,0.18832711171245156,0.8547618198461667,0.6664347081337152
class,c__Fusobacteriia,0.060629837012732266,0.060629837012732266,0.0
class,c__Actinomycetes,-0.028036407185057774,0.13790315869562633,0.1659395658806841
class,c__Vampirovibrionia,0.024965227005242698,0.024965227005242698,0.0
class,c__Spirochaetia,0.009510562668663885,0.009510562668663885,0.0
class,c__Thermoplasmata,0.009510562668663885,0.009510562668663885,0.0
class,c__Lentisphaeria,0.0083217423350809,0.0083217423350809,0.0
class,c__Alphaproteobacteria,0.007132922001497913,0.007132922001497913,0.0
class,c__Bradymonadia,0.0059441016679149285,0.0059441016679149285,0.0
class,c__Campylobacteria,0.004755281334331942,0.004755281334331942,0.0
class,c__Dehalobacteriia,0.002377640667165971,0.002377640667165971,0.0
class,c__Planctomycetia,0.002377640667165971,0.002377640667165971,0.0
class,c__Saccharimonadia,0.002377640667165971,0.002377640667165971,0.0
class,c__Thermodesulfobacteria,0.0011888203335829856,0.0011888203335829856,0.0
phylum,p__Pseudomonadota,9.72167050268917,23.995149613038983,14.273479110349813
phylum,p__Bacillota,-9.681695810450941,43.95425419356373,53.63595000401467
phylum,p__Bacteroidota,2.273779680835522,16.9299903705553,14.656210689719776
phylum,p__Methanobacteriota,-1.5022628388301378,2.295612064148745,3.797874902978883
phylum,p__Synergistota,1.107964832749174,9.09447555190984,7.986510719160666
phylum,p__Actinomycetota,-1.0971994907888256,2.7461749705766967,3.843374461365522
phylum,p__Desulfobacterota_I,0.18832711171245156,0.8547618198461667,0.6664347081337152
phylum,p__Fusobacteriota,0.060629837012732266,0.060629837012732266,0.0
phylum,p__Cyanobacteriota,0.024965227005242698,0.024965227005242698,0.0
phylum,p__Spirochaetota,0.009510562668663885,0.009510562668663885,0.0
phylum,p__Thermoplasmatota,0.009510562668663885,0.009510562668663885,0.0
phylum,p__Verrucomicrobiota,0.0083217423350809,0.0083217423350809,0.0
phylum,p__Myxococcota,0.0059441016679149285,0.0059441016679149285,0.0
phylum,p__Campylobacterota,0.004755281334331942,0.004755281334331942,0.0
phylum,p__Planctomycetota,0.002377640667165971,0.002377640667165971,0.0
phylum,p__Patescibacteriota,0.002377640667165971,0.002377640667165971,0.0
phylum,p__Desulfobacterota,0.0011888203335829856,0.0011888203335829856,0.0
superkingdom,d__Archaea,-2.4990954498894933,2.305122626817409,4.804218076706903
superkingdom,d__Bacteria,2.499095449889488,97.69487737318259,95.1957819232931
class,c__Gammaproteobacteria,7.058582436921515,12.566405763283983,5.507823326362468
class,c__Clostridia,-4.823043263865134,45.417577563064235,50.24062082692937
class,c__Bacteroidia,3.028859350527069,16.886603309810496,13.857743959283427
class,c__Bacilli,-2.566852433019398,18.534712232253096,21.101564665272495
class,c__Coriobacteriia,-0.6080737459858484,2.1861513541678463,2.794225100153695
class,c__Methanobacteria,-0.437084460379198,0.9764054234677118,1.4134898838469099
class,c__Negativicutes,-0.43420498216958925,1.646976201533704,2.0811811837032934
class,c__Actinomycetes,-0.23679951706983884,0.347745319030844,0.5845448361006829
class,c__Desulfovibrionia,0.13811106875022658,0.352276202666425,0.21416513391619846
class,c__Lentisphaeria,0.09061767271162059,0.09061767271162059,0.0
class,c__Campylobacteria,0.0770250218048775,0.0770250218048775,0.0
class,c__Fusobacteriia,0.05490561297863527,0.5437060362697235,0.4888004232910882
class,c__Spirochaetia,0.022654418177905148,0.022654418177905148,0.0
class,c__Peptococcia,0.019256255451219374,0.019256255451219374,0.0
class,c__Synergistia,-0.007102787120828952,0.3103655290373005,0.3174683161581294
class,c__Thermoplasmata,0.005663604544476287,0.005663604544476287,0.0
class,c__Vampirovibrionia,0.004530883635581029,0.004530883635581029,0.0
class,c__Alphaproteobacteria,0.0033981627266857716,0.0033981627266857716,0.0
class,c__Elusimicrobia,0.0033981627266857716,0.0033981627266857716,0.0
class,c__Verrucomicrobiia,0.0011327209088952573,0.0011327209088952573,0.0
class,c__Planctomycetia,0.0011327209088952573,0.0011327209088952573,0.0
class,c__Microgenomatia,0.0011327209088952573,0.0011327209088952573,0.0
class,c__Nitrospiria,0.0011327209088952573,0.0011327209088952573,0.0
phylum,p__Bacillota,-7.807364013413687,65.61852225230226,73.42588626571595
phylum,p__Pseudomonadota,7.016627983054183,12.56980392601067,5.553175942956487
phylum,p__Bacteroidota,3.028859350527069,16.886603309810496,13.857743959283427
phylum,p__Actinomycetota,-0.9154217777574934,2.5338966731986905,3.449318450956184
phylum,p__Methanobacteriota,-0.437084460379198,0.9764054234677118,1.4134898838469099
phylum,p__Desulfobacterota_I,0.13811106875022658,0.352276202666425,0.21416513391619846
phylum,p__Verrucomicrobiota,0.09175039362051583,0.09175039362051583,0.0
phylum,p__Campylobacterota,0.0770250218048775,0.0770250218048775,0.0
phylum,p__Fusobacteriota,0.05490561297863527,0.5437060362697235,0.4888004232910882
phylum,p__Spirochaetota,0.022654418177905148,0.022654418177905148,0.0
phylum,p__Synergistota,-0.007102787120828952,0.3103655290373005,0.3174683161581294
phylum,p__Thermoplasmatota,0.005663604544476287,0.005663604544476287,0.0
phylum,p__Cyanobacteriota,0.004530883635581029,0.004530883635581029,0.0
phylum,p__Elusimicrobiota,0.0033981627266857716,0.0033981627266857716,0.0
phylum,p__Planctomycetota,0.0011327209088952573,0.0011327209088952573,0.0
phylum,p__Patescibacteriota,0.0011327209088952573,0.0011327209088952573,0.0
phylum,p__Nitrospirota,0.0011327209088952573,0.0011327209088952573,0.0
superkingdom,d__Archaea,-0.6581839388048141,0.9820690280121881,1.6402529668170023
superkingdom,d__Bacteria,0.6581839388048127,99.01793097198781,98.359747033183
class,c__Gammaproteobacteria,4.980109265830862,5.040967655517871,0.06085838968700888
class,c__Bacilli,-4.871591540637232,94.82626445409315,99.69785599473038
class,c__Campylobacteria,-0.09070834409874487,0.08542299546601025,0.17613133956475513
class,c__Clostridia,0.0071637450169990385,0.03150710089180259,0.024343355874803553
class,c__Bacteroidia,0.005223102286876366,0.005223102286876366,0.0
class,c__Actinomycetes,0.004886127945787569,0.004886127945787569,0.0
class,c__Spirochaetia,0.0018533588759883878,0.0018533588759883878,0.0
class,c__Alphaproteobacteria,0.0011794101938107922,0.0011794101938107922,0.0
class,c__Negativicutes,0.0006739486821775956,0.0006739486821775956,0.0
class,c__Coriobacteriia,0.0003369743410887978,0.0003369743410887978,0.0
class,c__Desulfobacteria,0.0003369743410887978,0.0003369743410887978,0.0
class,c__UBA2968,0.0003369743410887978,0.0003369743410887978,0.0
class,c__Verrucomicrobiia,0.0001684871705443989,0.0001684871705443989,0.0
class,c__Fusobacteriia,0.0001684871705443989,0.0001684871705443989,0.0
class,c__Koll11,0.0001684871705443989,0.0001684871705443989,0.0
class,c__Cyanobacteriia,0.0001684871705443989,0.0001684871705443989,0.0
class,c__Phycisphaerae,0.0001684871705443989,0.0001684871705443989,0.0
class,c__Chlamydiia,0.0001684871705443989,0.0001684871705443989,0.0
phylum,p__Pseudomonadota,4.979140732859249,5.042147065711681,0.06300633285243272
phylum,p__Bacillota,-4.875925524875468,94.85844550366713,99.7343710285426
phylum,p__Campylobacterota,-0.09070834409874487,0.08542299546601025,0.17613133956475513
phylum,p__Actinomycetota,0.005223102286876366,0.005223102286876366,0.0
phylum,p__Bacteroidota,0.005223102286876366,0.005223102286876366,0.0
phylum,p__Spirochaetota,0.0018533588759883878,0.0018533588759883878,0.0
phylum,p__Desulfobacterota,0.0003369743410887978,0.0003369743410887978,0.0
phylum,p__Latescibacterota,0.0003369743410887978,0.0003369743410887978,0.0
phylum,p__Verrucomicrobiota,0.0001684871705443989,0.0001684871705443989,0.0
phylum,p__Fusobacteriota,0.0001684871705443989,0.0001684871705443989,0.0
phylum,p__Omnitrophota,0.0001684871705443989,0.0001684871705443989,0.0
phylum,p__Cyanobacteriota,0.0001684871705443989,0.0001684871705443989,0.0
phylum,p__Planctomycetota,0.0001684871705443989,0.0001684871705443989,0.0
phylum,p__Chlamydiota,0.0001684871705443989,0.0001684871705443989,0.0
superkingdom,d__Bacteria,0.0,100.0,100.0
class,c__Gammaproteobacteria,5.902355387943299,6.969788184597836,1.0674327966545372
class,c__Bacilli,-5.898406491011043,92.93753267533785,98.83593916634888
class,c__Clostridia,0.03658555090413542,0.06954896151835363,0.032963410614218216
class,c__Bacteroidia,0.010772959870724482,0.010772959870724482,0.0
class,c__Actinomycetes,0.005544905815814072,0.005544905815814072,0.0
class,c__Alphaproteobacteria,0.003326943489488443,0.003326943489488443,0.0
class,c__Campylobacteria,0.0012674070436146448,0.0012674070436146448,0.0
class,c__Cyanobacteriia,0.00047527764135549185,0.00047527764135549185,0.0
class,c__Negativicutes,0.0003168517609036612,0.0003168517609036612,0.0
class,c__UBA2968,0.0003168517609036612,0.0003168517609036612,0.0
class,c__Thermoleophilia,0.0001584258804518306,0.0001584258804518306,0.0
class,c__Verrucomicrobiia,0.0001584258804518306,0.0001584258804518306,0.0
class,c__Fusobacteriia,0.0001584258804518306,0.0001584258804518306,0.0
class,c__Koll11,0.0001584258804518306,0.0001584258804518306,0.0
class,c__Anaerolineae,0.0001584258804518306,0.0001584258804518306,0.0
class,c__Phycisphaerae,0.0001584258804518306,0.0001584258804518306,0.0
class,c__Nanobdellia,0.0001584258804518306,0.0001584258804518306,0.0
phylum,p__Pseudomonadota,5.9056823314327875,6.973115128087325,1.0674327966545372
phylum,p__Bacillota,-5.876046769499332,93.0073984886171,98.88344525811644
phylum,p__Bacteroidota,0.010772959870724482,0.010772959870724482,0.0
phylum,p__Actinomycetota,0.005703331696265902,0.005703331696265902,0.0
phylum,p__Campylobacterota,0.0012674070436146448,0.0012674070436146448,0.0
phylum,p__Cyanobacteriota,0.00047527764135549185,0.00047527764135549185,0.0
phylum,p__Latescibacterota,0.0003168517609036612,0.0003168517609036612,0.0
phylum,p__Verrucomicrobiota,0.0001584258804518306,0.0001584258804518306,0.0
phylum,p__Fusobacteriota,0.0001584258804518306,0.0001584258804518306,0.0
phylum,p__Omnitrophota,0.0001584258804518306,0.0001584258804518306,0.0
phylum,p__Chloroflexota,0.0001584258804518306,0.0001584258804518306,0.0
phylum,p__Planctomycetota,0.0001584258804518306,0.0001584258804518306,0.0
phylum,p__Nanobdellota,0.0001584258804518306,0.0001584258804518306,0.0
superkingdom,d__Archaea,0.0001584258804518306,0.0001584258804518306,0.0
superkingdom,d__Bacteria,-0.0001584258804476768,99.99984157411956,100.0
class,c__Bacteroidia,12.111093583499983,49.0295445483427,36.91845096484272
class,c__Methanobacteria,-8.291936613326415,7.171980912446782,15.463917525773196
class,c__Clostridia,-3.9058000274523526,23.532740813150347,27.4385408406027
class,c__Gammaproteobacteria,2.9602297489187808,7.057507042072363,4.0972772931535815
class,c__Coriobacteriia,-1.2027901959976113,1.4868740916048209,2.689664287602432
class,c__Synergistia,0.9166214576019891,5.413713712426203,4.497092254824214
class,c__Bacilli,-0.5215090903599583,4.028451258569462,4.549960348929421
class,c__Negativicutes,-0.47053246355264705,1.1022933360772762,1.5728257996299233
class,c__Desulfovibrionia,0.23183094806238286,0.36400118332540166,0.13217023526301877
class,c__Thermoplasmata,-0.08990226304608046,0.04887648398008926,0.1387787470261697
class,c__Actinomycetes,-0.07446630889123909,0.6392529615290622,0.7137192704203014
class,c__Lentisphaeria,-0.06765944912495865,0.08103206554593746,0.1486915146708961
class,c__Spirochaetia,0.021865795464776776,0.021865795464776776,0.0
class,c__Vampirovibrionia,0.009003562838437496,0.009003562838437496,0.0
class,c__Fusobacteriia,0.003858669787901784,0.003858669787901784,0.0
class,c__Verrucomicrobiia,0.002572446525267856,0.002572446525267856,0.0
class,c__Planctomycetia,0.002572446525267856,0.002572446525267856,0.0
class,c__Alphaproteobacteria,0.001286223262633928,0.001286223262633928,0.0
class,c__Microgenomatia,0.001286223262633928,0.001286223262633928,0.0
class,c__Syntrophobacteria,0.001286223262633928,0.001286223262633928,0.0
phylum,p__Bacteroidota,12.111093583499983,49.0295445483427,36.91845096484272
phylum,p__Methanobacteriota,-8.291936613326415,7.171980912446782,15.463917525773196
phylum,p__Bacillota,-4.983752234285921,28.663485407797083,33.647237642083006
phylum,p__Pseudomonadota,2.723609548707981,7.058793265334996,4.335183716627015
phylum,p__Actinomycetota,-1.3697756695729635,2.126127053133883,3.4959027227068464
phylum,p__Synergistota,0.9166214576019891,5.413713712426203,4.497092254824214
phylum,p__Desulfobacterota_I,0.23183094806238286,0.36400118332540166,0.13217023526301877
phylum,p__Thermoplasmatota,-0.08990226304608046,0.04887648398008926,0.1387787470261697
phylum,p__Verrucomicrobiota,-0.06508700259969079,0.08360451207120533,0.1486915146708961
phylum,p__Spirochaetota,0.021865795464776776,0.021865795464776776,0.0
phylum,p__Cyanobacteriota,0.009003562838437496,0.009003562838437496,0.0
phylum,p__Fusobacteriota,0.003858669787901784,0.003858669787901784,0.0
phylum,p__Planctomycetota,0.002572446525267856,0.002572446525267856,0.0
phylum,p__Patescibacteriota,0.001286223262633928,0.001286223262633928,0.0
phylum,p__Desulfobacterota,0.001286223262633928,0.001286223262633928,0.0
superkingdom,d__Bacteria,8.675917649832709,92.77914260357313,84.10322495374042
superkingdom,d__Archaea,-8.675917649832709,7.220857396426872,15.896775046259581
class,c__Gammaproteobacteria,10.32369036785716,24.37504758520925,14.051357217352086
class,c__Clostridia,-9.11448783500487,35.68636905819354,44.80085689319841
class,c__Bacteroidia,3.892173689754544,16.968251148389715,13.076077458635172
class,c__Bacilli,-2.1155452902990466,6.419561962287136,8.535107252586183
class,c__Synergistia,1.9599410167062195,9.288632845214831,7.328691828508611
class,c__Methanobacteria,-1.5879684764141084,2.352612745222445,3.9405812216365534
class,c__Coriobacteriia,-0.6653610746845926,2.4465142248052176,3.1118752994898102
class,c__Negativicutes,-0.366349499515892,1.2600563408877496,1.6264058404036417
class,c__Desulfovibrionia,0.09786964546255944,0.8476511940715173,0.7497815486089578
class,c__Fusobacteriia,0.07232951805700075,0.07232951805700075,0.0
class,c__Actinomycetes,-0.05686464472728168,0.18272720351242291,0.23959184823970459
class,c__Vampirovibrionia,0.044412861964825016,0.044412861964825016,0.0
class,c__Alphaproteobacteria,0.011420450219526432,0.011420450219526432,0.0
class,c__Campylobacteria,0.008882572392965003,0.008882572392965003,0.0
class,c__Thermoplasmata,0.008882572392965003,0.008882572392965003,0.0
class,c__Spirochaetia,0.006344694566403573,0.006344694566403573,0.0
class,c__Lentisphaeria,0.005075755653122859,0.005075755653122859,0.0
class,c__Peptococcia,0.0025378778265614296,0.0025378778265614296,0.0
class,c__Acidimicrobiia,0.0025378778265614296,0.0025378778265614296,0.0
class,c__Dehalobacteriia,0.0012689389132807148,0.0012689389132807148,0.0
class,c__Halanaerobiia,0.0012689389132807148,0.0012689389132807148,0.0
class,c__Saccharimonadia,0.0012689389132807148,0.0012689389132807148,0.0
class,c__Verrucomicrobiia,0.0012689389132807148,0.0012689389132807148,0.0
class,c__Kiritimatiellia,0.0012689389132807148,0.0012689389132807148,0.0
class,c__UBA1135,0.0012689389132807148,0.0012689389132807148,0.0
class,c__Chloroflexia,0.0012689389132807148,0.0012689389132807148,0.0
class,c__Syntrophobacteria,0.0012689389132807148,0.0012689389132807148,0.0
phylum,p__Bacillota,-11.839354900285437,43.37106311702155,55.210418017306985
phylum,p__Pseudomonadota,10.281554993176048,24.386468035428774,14.104913042252726
phylum,p__Bacteroidota,3.892173689754544,16.968251148389715,13.076077458635172
phylum,p__Synergistota,1.9599410167062195,9.288632845214831,7.328691828508611
phylum,p__Methanobacteriota,-1.5879684764141084,2.352612745222445,3.9405812216365534
phylum,p__Actinomycetota,-0.7845185769913502,2.631779306144202,3.4162978831355524
phylum,p__Desulfobacterota_I,0.09786964546255944,0.8476511940715173,0.7497815486089578
phylum,p__Thermoplasmatota,-0.08131671165021791,0.008882572392965003,0.0901992840431829
phylum,p__Fusobacteriota,0.07232951805700075,0.07232951805700075,0.0
phylum,p__Cyanobacteriota,0.044412861964825016,0.044412861964825016,0.0
phylum,p__Campylobacterota,0.008882572392965003,0.008882572392965003,0.0
phylum,p__Verrucomicrobiota,0.007613633479684288,0.007613633479684288,0.0
phylum,p__Spirochaetota,0.006344694566403573,0.006344694566403573,0.0
phylum,p__Patescibacteriota,0.0012689389132807148,0.0012689389132807148,0.0
phylum,p__Planctomycetota,0.0012689389132807148,0.0012689389132807148,0.0
phylum,p__Chloroflexota,0.0012689389132807148,0.0012689389132807148,0.0
phylum,p__Desulfobacterota,0.0012689389132807148,0.0012689389132807148,0.0
superkingdom,d__Archaea,-2.622015125770446,2.36149531761541,4.983510443385856
superkingdom,d__Bacteria,2.6220151257704383,97.63850468238459,95.01648955661415
class,c__Bacteroidia,12.319029143337124,45.27267320844484,32.95364406510772
class,c__Clostridia,-8.135501326325912,28.682723758548917,36.818225084874825
class,c__Gammaproteobacteria,3.052106839602519,7.3482010110020815,4.296094171399562
class,c__Methanobacteria,-2.66790129197982,3.0782039845376152,5.746105276517436
class,c__Bacilli,-2.4138402346727794,4.674397859054415,7.088238093727195
class,c__Synergistia,0.9566909460272582,8.8064228367529,7.84973189072564
class,c__Coriobacteriia,-0.9399304215139699,1.0145703241153732,1.954500745629343
class,c__Alphaproteobacteria,-0.1225533277987475,0.0011894142134998514,0.12374274201224736
class,c__Desulfovibrionia,-0.10721857569355614,0.37823371989295274,0.4854522955865088
class,c__Spirochaetia,0.07731192387749034,0.07731192387749034,0.0
class,c__Campylobacteria,-0.07541241613220724,0.15938150460898007,0.23479392074118732
class,c__Peptococcia,0.061849539101992264,0.061849539101992264,0.0
class,c__Lentisphaeria,0.030924769550996132,0.030924769550996132,0.0
class,c__Actinomycetes,0.013026457522308504,0.17484388938447815,0.16181743186216963
class,c__Thermoplasmata,0.011894142134998514,0.011894142134998514,0.0
class,c__Negativicutes,-0.008798502667252016,0.20695807314897413,0.21575657581622615
class,c__Verrucomicrobiia,0.008325899494498959,0.008325899494498959,0.0
class,c__Vampirovibrionia,0.003568242640499554,0.003568242640499554,0.0
class,c__Planctomycetia,0.002378828426999703,0.002378828426999703,0.0
class,c__Dehalobacteriia,0.0011894142134998514,0.0011894142134998514,0.0
class,c__Kiritimatiellia,0.0011894142134998514,0.0011894142134998514,0.0
class,c__Bradymonadia,0.0011894142134998514,0.0011894142134998514,0.0
class,c__Elusimicrobia,0.0011894142134998514,0.0011894142134998514,0.0
class,c__Abditibacteriia,0.0011894142134998514,0.0011894142134998514,0.0
phylum,p__Bacteroidota,12.319029143337124,45.27267320844484,32.95364406510772
phylum,p__Bacillota,-10.56807759922947,33.6271186440678,44.19519624329727
phylum,p__Methanobacteriota,-2.66790129197982,3.0782039845376152,5.746105276517436
